cust_id,segment,industry,region,facility_type,ead,rating_internal,leverage_ratio,interest_cover,ebitda_margin,years_in_business,past_due_12m,restructuring_flag,collateral_coverage,default_flag,dpd_band,dpd_points
6263,SmallCorp,Construction,GCC,TradeFinance,1014675,9,2.95,4.26,17.5,8,3,0,0.62,0,Mild Deterioration,55
6264,LargeCorp,Manufacturing,GCC,TermLoan,27610504,5,3.07,8.04,13.2,20,0,0,0.67,0,Clean Behaviour,35
6265,LargeCorp,Construction,GCC,Revolver,41542694,4,2,3.46,12.3,10,0,0,0.78,0,Clean Behaviour,35
6266,LargeCorp,Transport,GCC,Overdraft,42612664,7,2.09,1.91,11.6,20,3,0,0.82,0,Mild Deterioration,55
6267,LargeCorp,Manufacturing,Europe,Overdraft,100948259,9,3.35,3.62,-5,13,3,0,0.5,0,Mild Deterioration,55
6268,MidCorp,Transport,Europe,Overdraft,18061032,8,2.81,2.22,7.9,20,3,0,0.9,0,Mild Deterioration,55
6269,SmallCorp,Construction,GCC,TermLoan,992946,5,2.79,3.06,9.9,13,0,0,0.72,0,Clean Behaviour,35
6270,MidCorp,Construction,Africa,TermLoan,5802942,5,2.23,3.09,23,7,0,0,0.46,1,Clean Behaviour,35
6271,LargeCorp,Services,GCC,TermLoan,200000000,2,1.96,5.22,26.6,1,0,1,0.67,1,Restructured Account,95
6272,MidCorp,Construction,GCC,Overdraft,8931501,5,3.33,5.63,29.5,13,1,0,0.58,0,Mild Deterioration,55
6273,SmallCorp,Services,Africa,Revolver,971036,7,2.4,4.69,22.5,14,1,0,0.51,0,Mild Deterioration,55
6274,LargeCorp,Services,Asia,TradeFinance,36457391,2,1.24,6.87,20.6,11,1,0,0.96,0,Mild Deterioration,55
6275,MidCorp,Construction,GCC,Revolver,12516982,2,1.71,4.19,14.8,22,1,0,0.9,0,Mild Deterioration,55
6276,LargeCorp,Manufacturing,Europe,Overdraft,38805502,2,0.93,2.76,20,15,0,0,0.85,0,Clean Behaviour,35
6277,LargeCorp,Services,GCC,Overdraft,83708501,8,1.69,1.41,17.5,9,2,0,0.75,0,Mild Deterioration,55
6278,LargeCorp,Retail,Africa,TradeFinance,49677519,6,1.48,0.26,16.9,20,0,0,0.93,0,Clean Behaviour,35
6279,MidCorp,Services,GCC,TermLoan,22721543,9,2.09,3.18,13.6,1,3,0,0.41,1,Mild Deterioration,55
6280,MidCorp,Energy,GCC,TermLoan,9416049,9,1.52,0.56,14.7,12,4,0,0.81,0,Mild Deterioration,55
6281,MidCorp,Construction,Europe,Overdraft,14778605,2,0.75,6.86,32.7,8,0,0,0.53,0,Clean Behaviour,35
6282,SmallCorp,Retail,Europe,TermLoan,2564077,7,2.49,2.81,16.6,28,1,0,0.58,0,Mild Deterioration,55
6283,MidCorp,Manufacturing,Africa,TermLoan,12897406,6,2.63,1.65,30.6,18,0,0,0.68,0,Clean Behaviour,35
6284,MidCorp,Construction,Europe,TermLoan,6387246,4,2.32,4.24,18.2,7,0,0,0.83,0,Clean Behaviour,35
6285,LargeCorp,Services,Asia,Overdraft,17753248,6,2.19,3.27,9.5,12,0,0,0.73,0,Clean Behaviour,35
6286,LargeCorp,Manufacturing,Africa,TermLoan,29474009,4,2.28,4.63,16.1,16,0,0,0.81,0,Clean Behaviour,35
6287,MidCorp,Retail,GCC,TermLoan,4483711,7,2.29,3.97,22.7,14,1,0,0.74,0,Mild Deterioration,55
6288,MidCorp,Retail,GCC,Overdraft,9705347,9,1.35,1.51,12.3,14,3,0,0.69,0,Mild Deterioration,55
6289,LargeCorp,Manufacturing,Asia,Overdraft,65759122,6,1.87,0.57,11.2,7,0,1,0.52,0,Restructured Account,95
6290,SmallCorp,Services,Europe,Revolver,2796211,4,1.44,5.46,13.9,12,0,0,0.62,0,Clean Behaviour,35
6291,MidCorp,Services,GCC,TermLoan,4177999,7,0.84,0.1,11.1,15,1,0,0.3,0,Mild Deterioration,55
6292,SmallCorp,Energy,Asia,Overdraft,2387956,2,2.21,3.62,17.3,5,0,0,0.71,1,Clean Behaviour,35
6293,MidCorp,Construction,GCC,TermLoan,12843423,6,2.58,4.89,21.9,16,0,0,1.21,0,Clean Behaviour,35
6294,MidCorp,Manufacturing,GCC,TermLoan,13105977,4,2.54,8.49,23.5,1,1,0,1.02,0,Mild Deterioration,55
6295,LargeCorp,Manufacturing,GCC,Overdraft,63836494,5,1.92,3.63,10.8,19,0,0,0.58,1,Clean Behaviour,35
6296,MidCorp,Energy,Europe,TermLoan,10249341,4,2.15,6.24,4.5,12,0,0,0.84,0,Clean Behaviour,35
6297,MidCorp,Energy,Europe,TermLoan,7902401,8,1.83,0.98,11,2,2,0,1.07,0,Mild Deterioration,55
6298,MidCorp,Services,Europe,TermLoan,4711675,3,1.36,6.61,23.6,8,0,0,0.89,0,Clean Behaviour,35
6299,LargeCorp,Services,Europe,TermLoan,65741847,7,2.73,3.45,6.5,1,1,0,0.53,0,Mild Deterioration,55
6300,MidCorp,Construction,GCC,TermLoan,6750272,3,2.58,6.2,19.8,3,0,0,1.01,0,Clean Behaviour,35
6301,SmallCorp,Services,Africa,Overdraft,308286,7,1.19,2.01,13.4,17,1,0,1.06,0,Mild Deterioration,55
6302,SmallCorp,Services,GCC,Overdraft,1268067,1,2.11,3.28,26.8,15,0,0,0.85,0,Clean Behaviour,35
6303,SmallCorp,Manufacturing,GCC,TermLoan,1485077,2,3.12,3.54,31,14,1,0,0.77,0,Mild Deterioration,55
6304,LargeCorp,Transport,Asia,TermLoan,56263594,10,4.19,0.1,17.9,15,5,0,0.61,0,Mild Deterioration,55
6305,LargeCorp,Manufacturing,GCC,Overdraft,66495680,7,1.5,2.26,9.5,14,1,0,0.8,0,Mild Deterioration,55
6306,SmallCorp,Energy,Europe,TermLoan,1221773,3,0.49,4.86,16.7,15,0,0,0.78,0,Clean Behaviour,35
6307,SmallCorp,Construction,GCC,TermLoan,1620300,5,1.12,3.97,17.1,18,0,0,0.94,0,Clean Behaviour,35
6308,SmallCorp,Transport,GCC,TermLoan,1979082,7,2.79,2.98,9.9,7,3,0,0.68,1,Mild Deterioration,55
6309,SmallCorp,Retail,Europe,Revolver,1629121,7,1.46,4.01,3.4,18,1,0,0.49,0,Mild Deterioration,55
6310,LargeCorp,Manufacturing,Asia,Overdraft,41408436,5,1.35,4.31,11.6,22,1,0,0.57,0,Mild Deterioration,55
6311,LargeCorp,Energy,GCC,TermLoan,30560012,3,1.18,4.88,16.5,12,0,0,1.05,0,Clean Behaviour,35
6312,MidCorp,Services,Asia,TermLoan,4330522,6,4.29,3.22,19.1,15,0,0,0.73,0,Clean Behaviour,35
6313,MidCorp,Manufacturing,GCC,Overdraft,4221432,6,1.47,2.6,29.4,5,0,0,0.59,0,Clean Behaviour,35
6314,SmallCorp,Transport,Europe,TradeFinance,1377298,4,1.97,3.51,21.4,6,0,0,0.91,0,Clean Behaviour,35
6315,SmallCorp,Retail,GCC,TradeFinance,570763,5,2.6,3.48,14.6,17,0,0,0.76,0,Clean Behaviour,35
6316,MidCorp,Services,GCC,Revolver,6939265,8,2.63,6.43,23.2,15,2,0,0.47,0,Mild Deterioration,55
6317,SmallCorp,Retail,Asia,Overdraft,1404490,2,1.46,4.78,23.4,19,0,0,0.8,0,Clean Behaviour,35
6318,MidCorp,Energy,Asia,Revolver,10138765,5,1.94,4.84,12.8,16,0,0,0.64,0,Clean Behaviour,35
6319,MidCorp,Retail,Asia,TermLoan,2940358,4,1.13,4.62,20.5,13,0,0,1.03,0,Clean Behaviour,35
6320,SmallCorp,Services,Asia,TradeFinance,1018622,7,1.69,3.9,19,17,1,0,0.77,0,Mild Deterioration,55
6321,SmallCorp,Services,Asia,Overdraft,827190,4,1.23,3.59,32.8,9,0,0,0.75,0,Clean Behaviour,35
6322,SmallCorp,Retail,GCC,TradeFinance,2261536,5,1.77,2.58,9.4,12,0,0,0.88,0,Clean Behaviour,35
6323,MidCorp,Energy,Europe,TermLoan,18436849,5,2.51,1.64,26.5,8,0,0,0.8,0,Clean Behaviour,35
6324,SmallCorp,Construction,GCC,TermLoan,2347051,6,2.09,1.21,9.3,19,0,0,0.43,0,Clean Behaviour,35
6325,SmallCorp,Energy,GCC,Revolver,704537,5,1.82,3.12,19.5,18,1,0,0.85,0,Mild Deterioration,55
6326,SmallCorp,Retail,GCC,TermLoan,1910211,2,1.06,6.74,22.5,8,0,0,1.15,0,Clean Behaviour,35
6327,MidCorp,Services,Europe,TermLoan,8726638,2,1.52,4.28,10.2,16,0,0,1.03,0,Clean Behaviour,35
6328,MidCorp,Transport,Asia,TermLoan,3569928,3,2.09,3.3,23.3,15,0,0,1.03,0,Clean Behaviour,35
6329,SmallCorp,Transport,Asia,Revolver,667027,4,2.39,2.58,13.8,20,0,0,0.67,0,Clean Behaviour,35
6330,SmallCorp,Retail,Asia,Overdraft,1892206,1,2.89,3.07,31.6,12,0,0,0.94,0,Clean Behaviour,35
6331,SmallCorp,Manufacturing,Europe,TermLoan,2366263,4,2.1,4.14,10.3,17,1,0,0.71,0,Mild Deterioration,55
6332,SmallCorp,Services,GCC,TradeFinance,2480085,7,2.5,4.41,10.7,11,1,0,0.94,0,Mild Deterioration,55
6333,SmallCorp,Services,Asia,Revolver,4345777,1,1.18,7.09,24.1,2,0,0,0.8,0,Clean Behaviour,35
6334,MidCorp,Services,GCC,Overdraft,11843879,9,2.58,2.78,17.1,5,3,0,0.74,0,Mild Deterioration,55
6335,MidCorp,Services,Africa,Revolver,20079238,8,1.98,5.83,3.9,27,2,0,0.61,0,Mild Deterioration,55
6336,MidCorp,Services,Asia,Overdraft,10763756,5,2.19,4.79,16.3,10,0,0,0.66,0,Clean Behaviour,35
6337,MidCorp,Manufacturing,Asia,Overdraft,8916302,4,1.87,2.96,13.5,4,0,0,0.54,0,Clean Behaviour,35
6338,MidCorp,Transport,GCC,Revolver,11965339,5,1.9,4.91,20.4,5,0,0,0.43,0,Clean Behaviour,35
6339,MidCorp,Services,Europe,TermLoan,13071406,4,2.16,3.21,10.7,1,1,0,0.78,0,Mild Deterioration,55
6340,MidCorp,Retail,GCC,Overdraft,8347105,4,1.91,5.34,20.6,6,0,0,0.58,0,Clean Behaviour,35
6341,MidCorp,Manufacturing,GCC,Revolver,16170726,8,3.03,3.29,13.1,14,2,0,0.8,1,Mild Deterioration,55
6342,SmallCorp,Retail,Africa,TradeFinance,2356011,2,0.9,7.11,30.6,12,0,0,1.05,0,Clean Behaviour,35
6343,SmallCorp,Services,GCC,Overdraft,2006360,6,1.74,2.68,10.1,8,0,0,0.53,1,Clean Behaviour,35
6344,MidCorp,Energy,GCC,Overdraft,6476089,4,1.28,7.62,17.5,1,0,1,0.89,0,Restructured Account,95
6345,SmallCorp,Services,GCC,TermLoan,904396,8,2.94,3.68,19,16,2,0,0.59,0,Mild Deterioration,55
6346,LargeCorp,Transport,GCC,Revolver,14076004,4,1.43,6.61,20.5,16,0,0,0.9,0,Clean Behaviour,35
6347,SmallCorp,Construction,Asia,Overdraft,2147344,6,1.69,0.1,17.2,3,0,0,0.73,0,Clean Behaviour,35
6348,SmallCorp,Retail,GCC,Overdraft,783271,7,1.49,2.96,18.9,19,1,0,0.58,0,Mild Deterioration,55
6349,MidCorp,Transport,Asia,Overdraft,2802610,6,1.79,2.47,8.9,13,0,0,0.63,0,Clean Behaviour,35
6350,LargeCorp,Construction,GCC,Revolver,34830010,8,2.72,3.37,17.9,18,2,0,0.48,1,Mild Deterioration,55
6351,MidCorp,Retail,Europe,Revolver,12528208,5,2.43,8.06,20.7,14,0,0,0.63,0,Clean Behaviour,35
6352,LargeCorp,Retail,Europe,TermLoan,27274229,3,2.05,5.36,17.1,4,1,0,1.05,0,Mild Deterioration,55
6353,MidCorp,Manufacturing,GCC,TradeFinance,2982968,3,1.58,3.52,25.9,14,0,0,0.84,0,Clean Behaviour,35
6354,SmallCorp,Retail,Europe,TermLoan,975417,3,1.17,0.8,28.6,13,0,0,0.84,0,Clean Behaviour,35
6355,LargeCorp,Transport,Africa,TermLoan,28434775,5,2.97,5.62,23.1,5,0,0,0.73,0,Clean Behaviour,35
6356,SmallCorp,Services,Asia,Overdraft,1771544,5,2.1,3.51,8.8,10,0,0,0.71,0,Clean Behaviour,35
6357,MidCorp,Retail,Europe,Overdraft,9645000,10,3.02,1.32,13.9,8,5,0,0.58,1,Mild Deterioration,55
6358,MidCorp,Transport,Africa,TermLoan,7255965,6,2.87,2.96,9.5,17,0,0,0.9,1,Clean Behaviour,35
6359,MidCorp,Services,GCC,TradeFinance,6588536,5,2.07,4.2,23.2,14,0,0,0.71,0,Clean Behaviour,35
6360,SmallCorp,Services,Europe,TermLoan,1276948,6,2.18,1.49,17.2,4,0,0,0.76,0,Clean Behaviour,35
6361,LargeCorp,Services,Asia,Overdraft,60339555,6,3.44,2.6,4.8,1,0,0,0.73,0,Clean Behaviour,35
6362,SmallCorp,Retail,GCC,TermLoan,1485619,8,2.41,1.85,11.8,2,2,0,0.97,0,Mild Deterioration,55
6363,MidCorp,Energy,GCC,TermLoan,10251681,6,2.57,4.82,15.9,13,1,0,0.72,0,Mild Deterioration,55
6364,SmallCorp,Manufacturing,Europe,Revolver,780229,7,2.62,2.79,6.7,14,1,0,0.6,1,Mild Deterioration,55
6365,SmallCorp,Services,Europe,Overdraft,1011303,9,2.37,3.11,9.6,6,3,0,0.78,1,Mild Deterioration,55
6366,SmallCorp,Construction,Europe,TermLoan,1284549,6,2.89,5.04,20.3,10,0,0,0.61,0,Clean Behaviour,35
6367,SmallCorp,Retail,Asia,Overdraft,909966,4,1.8,4.87,19.7,22,0,0,0.77,0,Clean Behaviour,35
6368,LargeCorp,Services,GCC,TermLoan,36323812,5,0.99,5.41,12.9,10,0,0,0.91,0,Clean Behaviour,35
6369,LargeCorp,Manufacturing,GCC,Overdraft,78969578,3,1.22,3.13,19.9,17,0,0,0.82,0,Clean Behaviour,35
6370,MidCorp,Services,Asia,Overdraft,5041471,6,2.26,2.93,6.4,2,0,0,0.77,0,Clean Behaviour,35
6371,MidCorp,Retail,GCC,Revolver,6467028,6,2.81,2.8,12.6,12,0,0,0.56,0,Clean Behaviour,35
6372,LargeCorp,Services,GCC,TermLoan,27741181,6,2.85,2.42,16,17,0,0,0.89,0,Clean Behaviour,35
6373,MidCorp,Services,Africa,TermLoan,21973062,7,1.99,3.94,20.5,5,1,0,0.85,0,Mild Deterioration,55
6374,SmallCorp,Retail,GCC,Revolver,1605673,3,0.67,2.06,22.4,12,1,0,0.86,0,Mild Deterioration,55
6375,LargeCorp,Transport,GCC,TermLoan,33755014,5,2.42,4.54,20.3,21,1,0,0.84,0,Mild Deterioration,55
6376,MidCorp,Services,GCC,Revolver,13821929,6,2.57,1.69,14.4,10,0,0,0.9,0,Clean Behaviour,35
6377,LargeCorp,Construction,GCC,TermLoan,35237190,8,0.47,3.43,14.3,13,2,0,0.66,0,Mild Deterioration,55
6378,MidCorp,Services,Asia,TermLoan,7105749,5,1.99,6.57,15.4,16,0,0,0.83,0,Clean Behaviour,35
6379,SmallCorp,Manufacturing,Europe,TermLoan,1346648,4,2.13,3.01,13.3,8,0,0,0.95,0,Clean Behaviour,35
6380,LargeCorp,Services,GCC,TermLoan,120208137,4,1.88,7.9,13.6,8,1,0,1.05,0,Mild Deterioration,55
6381,LargeCorp,Manufacturing,GCC,TermLoan,16782086,6,2.67,1.87,22.1,20,0,0,0.72,0,Clean Behaviour,35
6382,LargeCorp,Services,Asia,TermLoan,31511664,7,3.3,3.33,20.7,16,1,0,0.82,0,Mild Deterioration,55
6383,MidCorp,Retail,Asia,TradeFinance,4470776,4,1.25,4.64,25.4,5,0,0,0.84,0,Clean Behaviour,35
6384,MidCorp,Manufacturing,Asia,Revolver,16912230,9,1.32,0.1,-0.9,15,3,0,0.67,1,Mild Deterioration,55
6385,SmallCorp,Construction,Asia,Revolver,2348321,7,2.44,4.55,10.5,1,1,0,0.91,0,Mild Deterioration,55
6386,SmallCorp,Services,Asia,Revolver,996793,5,0.57,4.57,18.4,10,1,0,1.01,0,Mild Deterioration,55
6387,LargeCorp,Transport,GCC,TermLoan,23326158,4,0.79,4.63,23.8,13,0,0,0.87,0,Clean Behaviour,35
6388,SmallCorp,Retail,Africa,TermLoan,1075005,4,1.36,4.76,10.6,11,0,0,0.71,0,Clean Behaviour,35
6389,MidCorp,Retail,GCC,Revolver,11699753,5,2.79,2.52,21.5,15,1,0,0.78,0,Mild Deterioration,55
6390,SmallCorp,Services,Europe,Revolver,1578597,9,2.73,1.84,6.1,19,3,0,0.61,0,Mild Deterioration,55
6391,SmallCorp,Services,Europe,TermLoan,2403349,7,1.4,2.41,20.4,20,1,0,0.73,0,Mild Deterioration,55
6392,MidCorp,Services,GCC,TermLoan,7842973,7,2.62,3.85,5.6,9,1,0,0.8,0,Mild Deterioration,55
6393,MidCorp,Manufacturing,Europe,TermLoan,6768344,5,3.17,3.29,30.3,9,0,0,0.73,0,Clean Behaviour,35
6394,SmallCorp,Retail,Africa,Revolver,2286904,7,3.22,3.95,17.6,8,1,0,0.63,0,Mild Deterioration,55
6395,MidCorp,Services,Europe,Revolver,5675414,4,2.92,5.18,7.5,10,0,0,0.82,0,Clean Behaviour,35
6396,SmallCorp,Energy,Europe,Overdraft,706600,4,1.56,5.46,25.8,13,0,0,0.5,0,Clean Behaviour,35
6397,SmallCorp,Transport,GCC,TermLoan,2361720,4,1.27,2.97,26.1,11,0,0,0.98,0,Clean Behaviour,35
6398,SmallCorp,Manufacturing,GCC,TradeFinance,1229251,8,1.67,4.03,18,1,2,0,0.55,0,Mild Deterioration,55
6399,LargeCorp,Construction,GCC,TermLoan,25310825,9,1.07,1.95,12,7,3,0,0.74,0,Mild Deterioration,55
6400,MidCorp,Manufacturing,GCC,TermLoan,4972327,4,1.89,3.71,23.3,9,0,0,0.77,0,Clean Behaviour,35
6401,LargeCorp,Services,GCC,TradeFinance,35641168,5,1.85,3.5,14.9,14,0,0,0.94,0,Clean Behaviour,35
6402,MidCorp,Services,GCC,TradeFinance,4953936,1,1.74,5.13,25.4,29,1,0,0.79,0,Mild Deterioration,55
6403,SmallCorp,Manufacturing,GCC,Overdraft,1677584,6,2.13,3.96,13.4,7,0,0,0.85,0,Clean Behaviour,35
6404,SmallCorp,Energy,GCC,TradeFinance,1469871,2,1.61,5.59,28.4,14,0,0,0.99,0,Clean Behaviour,35
6405,SmallCorp,Manufacturing,GCC,Revolver,2491899,8,2.77,1.38,11.8,10,2,0,0.61,0,Mild Deterioration,55
6406,MidCorp,Retail,GCC,Revolver,7745555,4,2.18,3.03,20.9,13,1,0,0.69,0,Mild Deterioration,55
6407,SmallCorp,Services,Asia,TermLoan,1848717,6,1.91,4.56,14.4,13,0,0,0.59,0,Clean Behaviour,35
6408,MidCorp,Services,GCC,TermLoan,16421853,6,3.39,3,6.9,18,0,0,0.48,0,Clean Behaviour,35
6409,MidCorp,Transport,GCC,TermLoan,9448980,6,2.38,4.27,5.9,14,0,0,0.64,0,Clean Behaviour,35
6410,SmallCorp,Construction,Europe,Overdraft,2341909,5,1.4,6,28.2,13,1,0,0.74,0,Mild Deterioration,55
6411,LargeCorp,Transport,GCC,Overdraft,36482405,3,1.77,4.81,20.9,16,0,0,0.77,0,Clean Behaviour,35
6412,SmallCorp,Construction,GCC,TradeFinance,835759,5,1.29,2.29,8.8,8,1,0,0.88,0,Mild Deterioration,55
6413,SmallCorp,Construction,GCC,TermLoan,941139,6,1.63,3.68,15.7,14,0,0,0.78,0,Clean Behaviour,35
6414,MidCorp,Services,Asia,Revolver,9254671,5,1.6,2.88,24,10,0,0,0.68,1,Clean Behaviour,35
6415,MidCorp,Transport,GCC,Overdraft,11533073,6,1.79,2.46,17,12,0,0,0.8,0,Clean Behaviour,35
6416,SmallCorp,Services,Asia,Overdraft,1089012,4,1.48,3.18,19.7,10,0,0,0.68,0,Clean Behaviour,35
6417,SmallCorp,Manufacturing,Europe,TermLoan,1018032,9,2.94,3.45,4.6,15,3,1,0.6,0,Restructured Account,95
6418,MidCorp,Retail,Europe,Revolver,3772912,8,2.15,1.32,20.8,14,3,0,0.56,0,Mild Deterioration,55
6419,SmallCorp,Retail,GCC,Revolver,1746562,4,0.69,2.26,23.4,13,0,0,0.73,0,Clean Behaviour,35
6420,MidCorp,Retail,Asia,TradeFinance,9679742,8,3.16,2.95,13.2,3,2,0,0.36,0,Mild Deterioration,55
6421,MidCorp,Services,GCC,TermLoan,4301296,6,3.5,2.54,8.9,23,1,0,0.7,0,Mild Deterioration,55
6422,LargeCorp,Services,GCC,TradeFinance,21009655,5,2.26,4.05,19.8,6,0,1,0.94,1,Restructured Account,95
6423,SmallCorp,Energy,Africa,Overdraft,777113,5,1.4,5.52,27.4,9,1,0,0.77,0,Mild Deterioration,55
6424,SmallCorp,Energy,GCC,TermLoan,2384417,4,1.18,3.25,10.2,14,0,0,0.54,0,Clean Behaviour,35
6425,LargeCorp,Transport,Asia,TermLoan,58985679,5,0.39,0.1,22,15,0,0,0.81,0,Clean Behaviour,35
6426,MidCorp,Manufacturing,GCC,TermLoan,17842811,3,2.15,2.73,20.5,14,0,0,0.73,0,Clean Behaviour,35
6427,LargeCorp,Energy,GCC,Overdraft,30234558,8,3.04,1.51,12,12,3,0,0.39,0,Mild Deterioration,55
6428,MidCorp,Construction,GCC,TermLoan,9839106,7,2.91,5.03,19.3,4,1,1,0.63,0,Restructured Account,95
6429,MidCorp,Construction,GCC,Revolver,4807554,2,0.81,7.64,24.3,10,0,0,0.95,0,Clean Behaviour,35
6430,SmallCorp,Services,GCC,Revolver,2358068,5,1.75,6.63,16.1,21,0,0,0.7,0,Clean Behaviour,35
6431,MidCorp,Manufacturing,Europe,Revolver,14054717,6,2.15,3.53,4.2,14,0,0,0.92,0,Clean Behaviour,35
6432,SmallCorp,Transport,GCC,Revolver,2309955,5,2.42,3.09,18.1,19,0,0,0.64,0,Clean Behaviour,35
6433,SmallCorp,Construction,GCC,TermLoan,3104885,7,3.2,3.41,8.5,15,1,0,0.56,0,Mild Deterioration,55
6434,MidCorp,Manufacturing,Europe,TermLoan,6224921,3,2.08,6.36,22.8,15,0,0,0.81,0,Clean Behaviour,35
6435,LargeCorp,Transport,GCC,Revolver,23069820,4,0.96,8.3,23.1,14,1,0,0.56,0,Mild Deterioration,55
6436,SmallCorp,Services,Europe,TermLoan,702277,5,1.34,5.8,16.9,12,1,0,0.86,0,Mild Deterioration,55
6437,MidCorp,Construction,Europe,Overdraft,6134741,4,1.65,4.68,20,9,0,0,0.9,0,Clean Behaviour,35
6438,LargeCorp,Retail,GCC,TradeFinance,78980151,6,2.1,2.22,19.8,23,0,0,0.53,0,Clean Behaviour,35
6439,MidCorp,Services,GCC,TermLoan,14137266,7,2.85,2.87,6.2,9,1,1,0.63,1,Restructured Account,95
6440,LargeCorp,Services,Africa,Overdraft,36811131,4,3.11,5.48,23.5,5,0,0,0.72,0,Clean Behaviour,35
6441,LargeCorp,Transport,Africa,Revolver,34832062,5,3.92,5.22,16.6,1,0,0,0.96,0,Clean Behaviour,35
6442,MidCorp,Transport,GCC,Revolver,12855643,10,1.8,0.1,1.9,13,4,0,0.56,1,Mild Deterioration,55
6443,SmallCorp,Services,GCC,TermLoan,664379,6,2.45,5.54,14.1,15,0,0,0.67,0,Clean Behaviour,35
6444,MidCorp,Transport,Africa,Revolver,2820994,4,0.68,5.74,7.1,1,0,0,0.91,0,Clean Behaviour,35
6445,MidCorp,Retail,GCC,Revolver,11659143,5,1.38,3.43,23.4,5,0,0,0.96,0,Clean Behaviour,35
6446,LargeCorp,Retail,Europe,Revolver,17760848,4,1.51,3.61,17.5,10,0,1,0.78,0,Restructured Account,95
6447,MidCorp,Retail,GCC,TermLoan,6230534,3,3.13,3.51,13.4,8,1,0,0.75,0,Mild Deterioration,55
6448,LargeCorp,Transport,Africa,TermLoan,200000000,3,1.58,3.91,15.5,22,0,0,1.16,0,Clean Behaviour,35
6449,MidCorp,Retail,GCC,TradeFinance,15387466,8,2.24,4.65,21.7,16,2,0,1.04,0,Mild Deterioration,55
6450,MidCorp,Transport,GCC,TermLoan,5241789,3,1.05,6.39,24.1,15,0,0,0.93,0,Clean Behaviour,35
6451,LargeCorp,Services,GCC,Overdraft,48948767,3,1.8,5.01,18.4,1,0,0,0.66,0,Clean Behaviour,35
6452,LargeCorp,Services,GCC,TradeFinance,47056126,4,2.25,5.89,28.5,7,0,0,0.91,0,Clean Behaviour,35
6453,SmallCorp,Services,GCC,TradeFinance,2906021,8,2.73,2.72,11.5,13,2,0,0.86,1,Mild Deterioration,55
6454,MidCorp,Retail,Africa,Overdraft,10467277,6,1.57,5.45,15.6,4,0,0,0.52,0,Clean Behaviour,35
6455,SmallCorp,Energy,Asia,TermLoan,953989,1,1.84,5.23,25.5,11,0,0,0.74,0,Clean Behaviour,35
6456,SmallCorp,Construction,GCC,Overdraft,2555507,3,2.95,7.86,16.3,4,0,0,0.69,0,Clean Behaviour,35
6457,LargeCorp,Retail,Asia,Revolver,23986832,5,2.07,1.95,23,6,0,0,0.65,0,Clean Behaviour,35
6458,MidCorp,Construction,GCC,TradeFinance,8118604,4,2.03,4.22,25.9,12,0,0,0.89,0,Clean Behaviour,35
6459,SmallCorp,Manufacturing,Europe,Overdraft,456902,4,2.84,5.03,14.8,13,0,0,0.64,0,Clean Behaviour,35
6460,SmallCorp,Retail,GCC,TermLoan,1070683,4,1.69,4.84,23.4,17,0,0,1.04,0,Clean Behaviour,35
6461,MidCorp,Construction,Asia,Overdraft,7169629,4,2,6.66,13.6,13,0,0,0.69,1,Clean Behaviour,35
6462,MidCorp,Retail,Africa,Revolver,9157463,5,1.87,4.8,8.3,18,0,0,0.85,0,Clean Behaviour,35
6463,SmallCorp,Services,GCC,Overdraft,1102289,2,1.29,6.72,14.2,14,0,0,0.74,0,Clean Behaviour,35
6464,SmallCorp,Manufacturing,GCC,Revolver,1121666,8,3.4,1.55,24.6,10,2,0,0.87,0,Mild Deterioration,55
6465,SmallCorp,Retail,Asia,TradeFinance,810498,6,1.47,1.46,15.9,4,0,0,0.76,0,Clean Behaviour,35
6466,SmallCorp,Retail,GCC,TradeFinance,1409236,7,1.8,1.45,28.3,7,1,0,0.7,0,Mild Deterioration,55
6467,SmallCorp,Retail,GCC,Revolver,1071013,5,1.99,3.78,20.8,11,0,0,0.67,0,Clean Behaviour,35
6468,MidCorp,Energy,Africa,Overdraft,2999510,4,2.64,4.67,24,13,0,0,0.78,0,Clean Behaviour,35
6469,MidCorp,Retail,GCC,TermLoan,5039607,1,1.55,7.51,23.3,9,1,0,1,0,Mild Deterioration,55
6470,SmallCorp,Retail,Africa,Overdraft,2634462,7,2.71,1.42,11.2,12,1,0,0.86,0,Mild Deterioration,55
6471,SmallCorp,Energy,Asia,TermLoan,1110789,7,1.51,2.96,12.3,14,1,0,0.48,0,Mild Deterioration,55
6472,LargeCorp,Services,Africa,TradeFinance,21646266,8,1.8,3.94,22.2,17,2,0,0.58,1,Mild Deterioration,55
6473,SmallCorp,Manufacturing,GCC,TradeFinance,1970836,7,3.05,3.55,11.7,20,1,0,0.66,0,Mild Deterioration,55
6474,MidCorp,Manufacturing,Asia,Overdraft,8611631,3,1.17,3.06,15.7,7,0,0,0.75,0,Clean Behaviour,35
6475,MidCorp,Manufacturing,Europe,TradeFinance,10902457,2,2.14,6.23,15.2,5,0,0,0.97,0,Clean Behaviour,35
6476,SmallCorp,Services,Asia,TermLoan,2001047,6,2.29,5.11,9.6,12,0,0,0.75,0,Clean Behaviour,35
6477,SmallCorp,Transport,GCC,Revolver,876435,7,0.7,0.67,3.3,12,2,0,0.45,0,Mild Deterioration,55
6478,LargeCorp,Services,Africa,Revolver,12950017,5,1.85,4.1,10.7,15,0,0,0.87,0,Clean Behaviour,35
