cust_id,age_years,monthly_income,loan_amount,property_value,monthly_instalment,dbr_ratio,tenure_months,dpd_30plus_12m,dpd_60plus_12m,dpd_max_12m,base_pd,default_flag,flood_index,heat_index,storm_index,drought_index,sealevel_index,carbon_index,emissions_intensity_idx,transition_risk_idx,greeninv_risk_index,governance_risk_index,ndvi_vulnerability,vuln_index_from_raw,VULNCI,PCCI,TCCI,PCI,CHRC,segment,RCI,RSI
3448,63,26614.907484,449415.2767,677359.60466,91083602.803,342227.76411,28,1,0,24,1369.0550565,1,94.301297376,5.5815292522,34.851472708,62.535258452,35.441014147,63.691546977,89.762891084,98.855684744,59.422138287,31.471337541,10.245891032,44.911433112,44.911433112,49.317389447,84.103374269,59.444065609,59.444065609,Corpor,55.088566888,66.710381858
3449,34,21078.211158,226966.43927,327712.75899,964071565.18,4573782.6515,54,0,1,32,18295.322606,1,2.6087081525,33.176849643,83.151816879,43.724220339,87.881247071,19.944878924,32.014007517,4.6418532729,62.826372008,18.759301351,97.043289314,39.645791558,39.645791558,40.665398753,18.866913238,33.05936785,33.05936785,SME,60.354208442,29.766155996
3450,26,5738.4589117,114437.01596,197333.43441,63954918.94,1114496.4166,251,0,0,53,4458.3036665,1,66.412065667,14.247502945,89.572220342,53.58019555,71.862423467,12.345672562,91.076355916,23.078922462,9.7280681599,47.757452074,59.807707602,56.743929652,56.743929652,55.952996126,42.166983647,51.621303141,51.621303141,Retail,43.256070348,49.059989886
3451,59,22391.852249,216382.90036,319870.86785,367321239.49,1640423.6479,161,0,0,73,6562.1325917,1,11.201509484,60.361527884,25.464333454,27.323125047,7.5054830639,75.789396744,17.629950214,55.654316279,26.680180151,71.612571529,56.230953895,32.342456941,32.342456941,31.087623967,49.691221079,37.707100662,37.707100662,Corpor,67.657543059,40.389422523
3452,46,18114.44841,358355.99191,526806.24433,88673129.451,489516.03408,201,0,0,9,1958.1181363,1,40.669902717,87.972401199,17.349563586,94.32285612,35.244628624,67.913050787,61.431346205,6.4670709195,42.29984344,37.314938242,69.921998749,48.663955834,48.663955834,60.078680905,45.270489304,51.337708681,51.337708681,SME,51.336044166,52.674585104
3453,58,27572.079883,265977.21473,403656.85811,168060874.44,609532.81418,27,1,0,36,2438.3472567,1,47.766965465,19.334041188,87.382657733,66.670979932,54.222263233,1.4834918315,88.622277649,8.5347039159,7.2910580784,87.927692407,53.379305149,51.494554795,51.494554795,55.288661079,32.880157799,46.554457891,46.554457891,Retail,48.505445205,44.084409439
3454,44,19795.094944,424023.78611,522544.35061,61400932.907,310182.56331,24,0,0,43,1240.9882532,1,40.884877648,13.817097922,46.684422391,13.909334922,70.126016345,96.029585879,70.019192272,15.172121581,8.110516239,2.4606598541,71.256634826,33.795465987,33.795465987,28.823933221,60.406966577,41.008788595,41.008788595,Corpor,66.204534013,44.615449899
3455,55,13861.00583,180592.23228,297792.3343,72709969.643,524564.88753,270,1,0,46,2098.5355501,1,85.795237334,7.6173095731,77.963057626,76.021940075,93.133541802,34.579121415,61.584492144,28.017276921,65.417330759,32.460826216,36.17148397,57.125201511,57.125201511,61.849386152,41.39363016,53.456072608,53.456072608,SME,42.874798489,51.621508156
3456,36,14107.82516,297925.77692,387440.91177,96138952.93,681458.35265,205,1,0,64,2726.2174106,1,79.221718083,37.518939306,77.184499032,90.924012172,71.83385531,39.372464479,17.745824344,9.8642513622,59.969950723,19.774330198,86.623543291,64.641718807,64.641718807,71.212292148,22.327513395,52.727174783,52.727174783,Retail,35.358281193,46.769902772
3457,54,6846.3051121,304198.01876,532105.48808,45841556.572,669580.97574,190,0,0,23,2678.4619029,1,49.835726898,11.523822602,93.390692631,50.421898719,75.550540118,84.938889416,29.324326129,13.205143483,68.313749088,16.034341091,29.356088582,51.583414044,51.583414044,51.293035212,42.489453009,48.455300755,48.455300755,Corpor,48.416585956,46.891244111
3458,36,20849.92836,76126.226434,88205.99684,19394423.261,93019.136209,93,0,1,7,372.11854484,1,5.8940441813,89.529924793,88.794685807,45.683449111,71.217914019,74.529111478,17.710693274,99.878154509,58.718639286,40.57211834,52.608298999,61.406218261,61.406218261,57.475525973,64.039319754,60.973687996,60.973687996,SME,38.593781739,60.757422863
3459,55,11514.173449,349280.1449,530775.93907,142984655.69,1241814.3284,77,0,0,63,4967.6353137,1,0.2502355957,39.055150794,73.461036966,51.419249969,84.153974103,77.538723219,59.692320926,16.648600763,35.311193136,16.141490242,8.8601028314,37.588807785,37.588807785,41.046418331,51.293214969,43.309480362,43.309480362,Retail,62.411192215,46.16981665
3460,36,20697.340999,212485.45997,294725.63096,183752263.12,887806.13473,43,0,0,83,3551.7225389,1,48.989030323,10.849823477,29.412077647,67.689966387,18.889851472,31.823256915,7.9834806267,97.35093778,99.993003439,60.124418256,33.582265489,29.750310482,29.750310482,39.235224458,45.719225107,38.234920016,38.234920016,Corpor,70.249689518,42.477224783
3461,34,15484.523646,203251.77449,308765.90662,32933758.987,212688.22819,248,0,0,85,851.26291275,1,42.395015154,54.847525922,28.156398609,50.892182533,10.163183999,70.721623371,84.658438037,56.841201778,47.761468287,33.854000689,51.469735708,41.799646562,41.799646562,44.072780554,70.740421062,52.204282726,52.204282726,SME,58.200353438,57.406600808
3462,35,18133.477228,230285.64663,355708.41428,51674158.645,284965.52535,28,0,1,7,1139.9041014,1,17.18024232,59.120525443,54.295780277,18.308421737,87.082699896,52.87554313,99.481249787,15.05145221,17.151014274,81.484624441,6.7854616558,43.53218268,43.53218268,37.226242444,55.802748376,45.520391166,45.520391166,Retail,56.46781732,46.51449541
3463,46,29299.91528,173171.301,204544.06189,38077825.685,129958.82521,194,1,1,11,519.90130083,1,2.2415794665,66.215750459,14.205189538,62.43467473,98.873264692,51.802660222,78.058441775,44.098005537,20.095812436,17.393018655,27.096828073,27.554173154,27.554173154,36.274298548,57.986369178,40.60494696,40.60494696,Corpor,72.445826846,47.130333863
3464,65,14740.040591,488500.65791,582923.64244,194655011.4,1320586.6714,141,0,0,57,5282.6886856,1,42.701627105,3.6087379558,97.828722163,8.6910808692,12.626230088,75.345884939,55.733884918,71.154345735,70.282902662,64.314912306,61.198497214,48.046362408,48.046362408,38.207542023,67.411371864,51.221758765,51.221758765,SME,51.953637592,52.809456943
3465,37,7032.6379628,218898.11074,307362.94527,31513845.755,448108.46117,89,0,0,0,1792.4338447,1,10.255823098,65.140718292,31.855663541,12.675489672,24.508685246,81.306804786,61.978711886,92.145374813,2.1854344057,78.523703362,91.840442084,35.750734977,35.750734977,29.98192365,78.476963829,48.069874152,48.069874152,Retail,64.249265023,54.22944374
3466,47,22787.546356,230984.28496,318082.04622,78192487.566,343136.93253,63,1,0,12,1372.6197301,1,37.344151922,7.4956838973,74.013239727,35.512436531,69.626895874,55.773972673,55.441288161,50.811800524,62.20701912,11.652772874,87.702212785,39.617691849,39.617691849,38.591378019,54.009020453,44.072696774,44.072696774,Corpor,60.382308151,46.300199236
3467,27,29555.841141,289226.95483,499351.53467,72073728.986,243856.12523,147,1,0,81,975.91050093,1,27.033833833,8.8038190035,12.161655002,88.552828296,67.336622323,65.569495549,33.606192912,26.427712035,29.80992198,48.496915423,11.253219866,15.99976928,15.99976928,34.138034034,41.867800166,30.668534493,30.668534493,SME,84.00023072,38.0029171
3468,38,6745.1039981,276258.52935,458135.38677,131123629.48,1943982.3243,213,0,1,17,7776.0312973,1,2.5600782596,36.172961351,93.045899295,34.674578812,38.784819748,15.740856784,77.230086434,57.171051181,4.4804378413,22.214535088,20.488595497,43.926312968,43.926312968,41.613379429,50.047331466,45.195674621,45.195674621,Retail,56.073687032,45.830355448
3469,51,17192.066078,113964.5462,165897.84,250598004.62,1457637.5142,104,0,1,77,5831.0120569,1,32.954542711,35.179097857,6.3782426063,60.541873914,24.037313298,79.242888116,59.856145922,70.499894535,32.445774251,46.922614891,69.790513976,24.837294392,24.837294392,33.763439272,69.866309525,42.822347729,42.822347729,Corpor,75.162705608,51.814874398
3470,43,24580.662641,65930.953517,89386.420508,57665554.67,234597.23407,38,1,0,71,938.81493627,1,68.469343218,21.812706441,48.262894759,65.394991334,28.802979668,4.6787845436,79.261583346,34.446392837,97.765623801,50.462716212,25.130294426,46.181648139,46.181648139,50.984983938,39.462253576,45.542961884,45.542961884,SME,53.818351861,45.223618757
3471,35,15855.934507,302906.51406,361641.34237,224539069.3,1416120.0603,223,0,0,0,5664.4802413,1,85.578035214,62.080887915,90.122834314,3.7884012563,85.804743413,77.957157255,43.385054125,37.626660382,74.467508495,69.848498353,59.336053859,79.260585814,79.260585814,60.392539675,52.989623921,64.214249803,64.214249803,Retail,20.739414186,56.691081798
3472,44,8622.1399845,118453.23032,171584.57788,25759376.53,298758.50516,131,1,0,15,1195.1240206,1,35.535356193,92.130936147,8.0146769527,56.240835157,59.681038908,23.511429061,45.985678653,10.106126987,77.154718572,88.957642089,18.008806417,45.226989764,45.226989764,47.980451112,26.534411567,39.913950815,39.913950815,Corpor,54.773010236,37.25743134
3473,29,17271.251692,213571.74331,286283.61792,53269040.599,308426.05706,46,1,0,20,1233.8242282,1,34.920305153,54.27404833,35.698342044,68.807854643,80.969456304,91.475436208,49.36571205,37.745518237,15.372828185,77.438969933,87.219326757,41.630898509,41.630898509,48.425137543,59.528888832,49.861641628,49.861641628,SME,58.369101491,53.977013187
3474,30,26355.072409,237798.52707,405145.57817,110974403.12,421074.17275,182,0,0,18,1684.404691,1,92.530130711,92.39539071,27.214770112,0.6442875601,65.962182777,82.024366781,33.249514364,56.336102448,86.382231,93.034962355,90.065766289,70.713430511,70.713430511,53.196144773,57.203327864,60.370967716,60.370967716,Retail,29.286569489,55.199736319
3475,56,27811.046394,470768.14339,749126.42026,127847118.27,459699.05793,244,0,0,68,1839.2042317,1,77.487363783,12.15228918,3.2862398075,43.939602608,60.890348791,39.683228009,14.865502925,72.89803212,49.119411712,54.176510847,75.075526722,30.97529759,30.97529759,34.216373845,42.482254351,35.891308595,35.891308595,Corpor,69.02470241,38.349314098
3476,38,21793.589236,179004.66472,249050.32758,78387904.637,359683.31691,201,0,0,32,1438.9252676,1,26.439429051,3.0960717471,62.756268471,64.868937293,70.134073077,59.652208094,67.941106344,83.463399415,44.826221187,57.739959494,16.851344286,30.76392309,30.76392309,39.29017664,70.352237951,46.80211256,46.80211256,SME,69.23607691,54.821207296
3477,25,26681.352286,177976.79633,216763.34473,22635396.388,84836.016351,67,0,0,22,339.4760654,1,52.090850612,32.796767703,33.302290831,82.001465303,96.555177867,49.644068326,19.127142127,82.717386587,9.3522529118,36.811111914,38.127510296,39.396636382,39.396636382,50.047843612,50.496199013,46.646893002,46.646893002,Retail,60.603363618,50.272021313
3478,32,6357.3925768,366878.5584,490072.74606,118730981.97,1867605.0053,189,0,0,76,7470.8760211,1,50.58682533,25.613550399,55.299815303,13.876015577,72.458009864,33.119065594,93.855482782,56.919351243,76.734105032,31.125093787,17.004633509,43.833397011,43.833397011,36.344051652,61.29796654,47.158471734,47.158471734,Corpor,56.166602989,48.821009096
3479,33,28881.224275,284150.01701,457832.56508,130712405.33,452586.09568,146,0,0,76,1810.8003827,1,98.795260978,6.3601456117,68.503553304,6.0993279098,1.5345603228,15.814220859,21.32342346,7.1526704589,53.567843768,83.210546803,40.917404019,57.886319965,57.886319965,44.939571951,14.763438259,39.196443392,39.196443392,SME,42.113680035,29.851505105
3480,36,24262.996741,450210.24951,780360.71132,64094847.711,264167.07052,155,0,0,51,1056.9742821,1,85.895257187,82.713568141,14.423488453,44.518206059,96.940761595,22.72058886,80.061411415,42.625059071,99.352510367,56.862394325,50.221933727,61.01077126,61.01077126,56.88762996,48.469019782,55.455807001,55.455807001,Retail,38.98922874,52.678324871
3481,43,25397.527353,138466.77251,225995.0135,21608211.361,85079.980664,251,0,0,51,340.62592265,1,9.9797748495,74.508802942,52.455656999,21.299541648,46.186726145,72.318778955,85.540051619,47.363589355,19.057229953,35.475795832,8.045135159,45.648078263,45.648078263,39.56094411,68.40747331,51.205498561,51.205498561,Corpor,54.351921737,53.98420871
3482,40,6975.3410132,201160.09748,296872.86055,41019729.027,588067.72242,236,0,1,7,2352.3128897,1,46.205021976,36.848670407,37.955209124,55.124148191,8.5035038646,65.943207452,71.21093804,52.303608926,43.96587743,39.517723233,11.417707661,40.336300503,40.336300503,44.033262425,63.152584806,49.174049244,49.174049244,SME,59.663699497,53.592923615
3483,27,10216.788303,292451.94729,455374.90564,1502429547,14705497.486,189,1,0,23,58822.127944,1,6.9467087975,53.587961756,82.105450798,59.363624384,91.851322609,2.6469178032,83.411387261,23.492761096,8.7358591147,28.344422369,61.211771262,47.546707117,47.546707117,50.500936434,36.517022053,44.854888535,44.854888535,Retail,52.453292883,43.508979244
3484,38,15692.904814,393615.06063,631663.08145,63914674.226,407283.89667,292,0,1,0,1629.1355867,1,34.605516284,88.689278741,36.44374162,94.508623658,25.554843387,32.704765419,30.059527117,34.03624997,42.522403155,78.718274506,4.3358565774,53.246178882,53.246178882,63.561790076,32.266847502,49.691605486,49.691605486,Corpor,46.753821118,47.914318789
3485,63,19046.892704,136747.1533,163283.93922,26010936.009,136562.62159,271,0,0,80,546.73048636,1,1.3212928316,89.912069635,57.283130218,95.525900926,63.58834717,74.097304954,8.2422242733,15.072978358,50.950164464,21.184458933,30.993196485,49.505497562,49.505497562,61.010598403,32.470835862,47.662310609,47.662310609,SME,50.494502438,46.740717132
3486,57,10848.304753,372818.74173,568443.07431,48614958.502,448134.15192,52,0,1,43,1792.7946077,1,25.63691868,28.644326655,84.0291047,31.317303958,2.7557580499,69.989873073,13.300131285,15.183139639,36.954204389,78.967204015,4.7159752343,46.103450012,46.103450012,42.406913498,32.824381332,40.444914947,40.444914947,Retail,53.896549988,37.615647415
3487,30,24790.892815,407656.46683,554714.6829,100717096.44,406266.51564,95,0,1,74,1625.5100626,1,58.846881217,46.081427368,31.872070697,35.397528531,88.776136306,71.672759089,34.279751452,45.706705865,28.011056059,9.8585992819,67.335125664,45.600126428,45.600126428,43.049476953,50.553072135,46.400891839,46.400891839,Corpor,54.399873572,46.801274544
3488,34,11096.842891,360463.2315,566737.5669,176971361.79,1594790.1897,149,1,1,23,6379.2987588,1,86.988367164,76.618045941,12.225027056,40.550191794,95.931525831,45.055901632,76.119551016,4.1579734068,55.75469709,75.35958977,6.4691638108,58.610480054,58.610480054,54.095407989,41.777808685,51.494565576,51.494565576,SME,41.389519946,47.936608337
3489,50,17493.523286,414950.64645,580399.82038,215207348.77,1230211.5775,99,0,1,44,4921.1103099,1,10.773209319,80.553829344,31.810268527,99.110003375,35.364835383,4.2733947281,26.497241599,63.903043815,27.409896092,20.448770747,38.642014842,41.045769063,41.045769063,55.561827641,31.557893381,42.721830028,42.721830028,Retail,58.954230937,43.559860511
3490,64,20364.767035,442850.31218,667909.82691,142002013.37,697292.59915,240,0,0,36,2789.3863966,1,9.819600312,97.282111621,60.323098185,61.750635062,89.641303755,60.092199291,94.078078819,97.824284039,48.22507957,18.800710677,58.410310047,55.80827004,55.80827004,57.293861295,83.998187383,65.700106239,65.700106239,Corpor,44.19172996,70.646024339
3491,35,14260.584571,406474.19834,679279.97014,105786747.73,741812.14104,96,0,1,46,2967.5245642,1,94.069491536,88.273437042,76.555695245,99.465310061,28.154149512,16.468104417,18.811269687,87.551226793,78.384262486,80.477245594,32.562616793,86.299541274,86.299541274,89.590983471,40.943533632,72.278019459,72.278019459,SME,13.700458726,65.267258552
3492,63,25160.36454,202842.91741,249473.14529,78419226.394,311677.62402,46,1,1,68,1247.1184961,1,19.770420343,64.605405065,61.761878082,76.730244281,80.704002688,61.113480781,80.978756305,59.809969226,83.760360023,93.703044136,54.20374528,48.71256783,48.71256783,55.716986943,67.300735437,57.24343007,57.24343007,Retail,51.28743217,61.50886119
3493,26,14876.511362,79953.555868,110156.61944,28053554.952,188576.16728,224,1,0,66,754.70066911,1,24.897288042,39.657978178,64.555532369,29.665698181,61.449021008,9.2433636775,76.61157148,77.89246554,93.014448974,49.754943186,59.494165936,43.036932863,43.036932863,39.694124192,54.582466899,45.771174652,45.771174652,Corpor,56.963067137,47.138295546
3494,26,7835.8146606,161525.17376,211787.04556,47731933.734,609150.8771,118,0,1,0,2436.6035084,1,47.636700142,23.014594708,8.6777694756,74.204121134,6.0483442387,62.878510961,14.539238904,49.634975963,26.057567401,96.929500625,76.4444259,26.443021442,26.443021442,38.383296365,42.350908609,35.725742139,35.725742139,SME,73.556978558,40.367102487
3495,36,17040.593289,464352.90418,668327.7229,118067264.72,692858.88537,24,0,1,87,2771.9575415,1,50.455540116,86.763157416,5.8033174369,79.615763854,37.496228539,75.274549564,62.721247436,2.9888758669,64.584575221,7.2327152127,18.181354017,47.67400499,47.67400499,55.659444706,46.994890956,50.109446884,50.109446884,Retail,52.32599501,51.327167831
3496,40,18909.313554,68611.101422,103482.97314,23754600.049,125623.80956,110,0,0,70,502.91523825,1,79.601383326,19.471964636,35.265392181,59.882725799,6.2071232824,16.573035601,31.916590827,38.313933508,93.736850354,33.268540446,37.062057271,44.779580048,44.779580048,48.555366485,28.934519979,40.756488837,40.756488837,Corpor,55.220419952,38.744943232
3497,27,14376.058175,351903.59091,572809.22322,114867254.3,799017.73422,159,0,0,87,3196.5929369,1,3.7334984634,19.035750744,47.911688313,30.823787511,67.754958919,84.584440268,8.2655468257,91.207878361,78.796654148,24.540662649,30.667528138,23.560312507,23.560312507,25.376181258,61.352621818,36.763038528,36.763038528,SME,76.439687493,43.364401538
3498,35,6218.4154242,461575.18558,791255.31772,424841458.26,6831989.008,50,0,0,54,27328.280032,1,85.841139453,66.258678772,24.58497223,28.066168749,91.533707199,51.855082414,75.851099868,90.468240669,37.638448295,51.215954544,40.197667922,58.894930151,58.894930151,51.187739801,72.72480765,60.935825867,60.935825867,Retail,41.105069849,61.956273726
3499,56,19571.197249,438033.90393,575852.20349,540074108.7,2759535.3612,95,0,0,83,11038.639445,1,9.7650431097,55.238576606,98.668004083,27.350193518,89.286878775,64.416941884,33.900390822,48.667833814,58.024591883,58.426091564,82.860080502,54.557207933,54.557207933,47.755454329,48.995055507,50.435905923,50.435905923,Corpor,45.442792067,48.375254918
3500,36,9711.6021975,204873.93982,268475.88656,75454669.488,776953.87386,252,1,0,63,3108.1934955,1,38.879002398,97.170798224,45.186007791,47.036772617,19.106567441,91.054354655,51.954522589,97.63307774,16.267890902,38.199701114,67.087185616,60.411936138,60.411936138,57.068145258,80.213984995,65.89802213,65.89802213,SME,39.588063862,68.641065126
3501,35,14060.724149,161037.23458,280854.83219,124223418.83,883478.10189,73,0,0,72,3534.3444075,1,35.971575323,17.208371195,56.354642939,41.125116963,4.5276548248,9.6256972756,55.090677436,53.789494722,11.106341681,19.245148683,27.450111066,36.511529819,36.511529819,37.664926605,39.501956478,37.892804301,37.892804301,Retail,63.488470181,38.583441541
3502,28,8025.3023433,52861.29131,78733.960467,28162251.88,350918.2667,236,0,0,47,1403.9550668,1,92.846136703,94.946709485,78.743581055,2.6635382557,85.457096389,75.645311479,87.733232765,48.227240075,74.66822546,81.302722753,54.508112837,88.845475748,88.845475748,67.299991375,70.53526144,75.560242854,75.560242854,Corpor,11.154524252,68.917626407
3503,60,20465.404099,294695.18723,372328.93253,86054529.692,420487.81092,292,1,0,66,1682.3472437,1,58.661689423,91.055085487,85.803004052,31.011754414,0.887798937,87.965986109,42.420436791,25.369347073,66.837115819,4.7617333941,56.004860508,78.506592987,78.506592987,66.632883344,51.918589991,65.686022107,65.686022107,SME,21.493407013,59.275736668
3504,42,10513.165024,265132.65008,397828.2858,425441374,4046748.7482,93,0,0,12,16187.066993,1,58.647746686,51.620261767,39.171894453,6.6592758056,83.707727236,73.568767682,77.158144326,58.794514509,25.138990744,26.434025378,9.3975784024,49.813300969,49.813300969,39.024794678,69.840475506,52.892857051,52.892857051,Retail,50.186699031,54.432635092
3505,49,7218.861843,333825.22136,516164.54164,92046693.126,1275085.9502,110,0,1,54,5100.6678009,1,61.313141789,67.007164867,0.9868373862,47.225262155,95.699376729,17.28038548,5.1270667231,19.988844427,35.980422143,68.463292508,5.789365666,43.102381347,43.102381347,44.133101549,14.132098877,33.789193924,33.789193924,Corpor,56.897618653,29.132600213
3506,36,14065.936436,211898.22792,332156.4124,48194067.846,342629.64336,158,0,0,34,1370.7225734,1,14.526629238,32.191362861,98.996901349,63.681716565,16.032441449,97.856136574,74.695975939,42.79339062,19.99190005,97.373646614,60.299633094,48.571631149,48.571631149,52.349152503,71.781834378,57.567539344,57.567539344,SME,51.428368851,62.065493441
3507,60,12271.645137,443504.2821,760886.46984,406064289.13,3308963.7503,61,1,0,33,13236.053001,1,58.359754831,51.228931337,25.933850114,52.61956607,86.565793562,46.066851472,0.9037004784,64.720786642,80.707157636,44.387053489,69.373749057,45.17417876,45.17417876,47.035525588,37.230446197,43.146716849,43.146716849,Retail,54.82582124,42.132985893
3508,42,27325.540392,455813.86893,733733.8179,88783922,324911.86167,205,1,0,75,1300.0974467,1,27.236747509,13.257584046,43.935365998,36.149460357,16.855056607,28.893483407,16.29392223,76.056196541,60.96398558,15.546143777,69.664517744,28.143232518,28.143232518,30.144789477,40.414534059,32.900852018,32.900852018,Corpor,71.856767482,35.279661768
3509,22,25146.057318,209951.43661,252390.12386,246895157.25,981844.40658,168,0,0,7,3927.4196263,1,72.331665829,32.096471475,86.036089179,64.056787221,63.196016895,95.097581996,27.881559497,51.653612056,28.972670273,62.487504119,73.367517442,63.488075494,63.488075494,63.630253426,58.210917849,61.77641559,61.77641559,SME,36.511924506,60.920585638
3510,29,21453.794501,308703.92602,519307.88483,334165826.24,1557607.0994,143,0,1,68,6230.8363977,1,16.355924378,23.773226538,68.093794957,99.07589925,29.047991498,7.1015205467,94.771120464,57.088462752,35.399341094,94.803569978,77.224650071,36.074315291,36.074315291,51.824711281,52.987034588,46.962020386,46.962020386,Retail,63.925684709,52.405872934
3511,46,25364.361041,375716.52135,584835.57577,137438584.07,541857.072,207,0,0,36,2167.644288,1,98.333942401,33.218791126,50.29105423,19.691379927,97.001400823,26.350152912,59.228660655,97.410295461,95.440735761,93.934357516,16.384161077,60.614595919,60.614595919,50.383791921,60.996369676,57.331585839,57.331585839,Corpor,39.385404081,55.690080799
3512,33,6564.0507976,179496.66609,242171.03013,4155722325,63310331.579,174,1,0,57,253241.66832,1,16.826223629,54.850222217,13.03504894,56.757254805,54.286263138,22.369369771,3.7803469924,77.405026904,68.876052415,85.674052662,86.861103657,28.237164929,28.237164929,35.367187398,34.518247889,32.707533405,32.707533405,SME,71.762835071,34.942717644
3513,23,24654.468924,206816.21245,321882.13427,125208100.45,507851.54137,250,0,0,78,2031.8741655,1,81.195520354,26.286007231,82.612031931,42.245447682,0.5929108476,83.644484077,13.810999854,28.044662578,31.070084265,98.974095611,40.021635708,63.364519839,63.364519839,58.084751799,41.83338217,54.427551269,54.427551269,Retail,36.635480161,49.959066985
3514,44,7988.1470837,292149.23485,395434.75341,86882517.272,1087642.9335,99,0,1,60,4350.931734,1,18.408361892,83.4413426,55.229403614,56.624832214,58.603512403,81.313059432,44.74678135,78.121565166,73.42818107,15.224238648,80.927117309,52.359702702,52.359702702,53.42598508,68.060468649,57.94871881,57.94871881,Corpor,47.640297298,60.743226865
3515,43,16314.135051,355531.44111,414531.60476,94097031.019,576782.22429,199,0,0,15,2307.2188972,1,80.243748077,10.774261481,57.059934339,70.557659771,97.563106427,23.549339361,72.808971419,26.743031619,62.773629744,8.7656409247,98.141224333,49.359314633,49.359314633,54.658900917,41.0337808,48.35066545,48.35066545,SME,50.640685367,47.846340859
3516,51,11307.04849,401941.5634,681832.55497,100423448.06,888149.08808,86,0,0,38,3552.8243523,1,7.8097734833,48.01687079,12.280096742,51.597687416,20.656173374,89.113086765,47.854874772,94.288667035,12.074514432,83.530586539,69.402881642,22.702247005,22.702247005,29.926107108,77.085542857,43.237965657,43.237965657,Retail,77.297752995,53.505824983
3517,24,26398.043045,68907.955114,104450.93679,10368045.733,39275.811905,138,0,0,30,157.28324762,1,46.614936157,92.855436751,31.968913856,15.545730456,23.312348104,41.300801956,64.894603821,51.052236068,79.791868315,68.68759389,72.664659959,57.146428921,57.146428921,46.746254305,52.415880615,52.102854614,52.102854614,Corpor,42.853571079,49.58106746
3518,52,27064.662917,136346.19752,200889.64051,63144281.259,233308.95143,213,0,1,16,933.33180572,1,55.911683664,77.316875919,17.836129759,28.187513025,97.68338236,23.719470855,24.048733548,40.141357738,20.654751942,58.572483668,40.282319952,50.354896447,50.354896447,44.813050592,29.30318738,41.49037814,41.49037814,SME,49.645103553,37.058118986
3519,37,21822.158592,381459.16595,521120.42852,65525181.584,300269.01925,77,0,0,85,1201.586077,1,57.181175612,13.131230394,0.2586964983,45.121781388,69.494927255,75.553521398,72.858929471,74.787461595,53.96378336,53.408292681,65.370656899,23.523700835,23.523700835,28.923220973,74.399970821,42.282297543,42.282297543,Retail,76.476299165,51.661595897
3520,42,7479.174023,159273.0424,258522.78367,48733825.347,651593.6813,229,0,1,30,2606.5547252,1,16.065809736,56.244922825,81.105038733,43.623556197,44.102183357,75.922833593,16.668965202,42.895968328,27.547510108,24.223188288,13.499319181,51.138590431,51.138590431,49.259831873,45.162589041,48.520337115,48.520337115,Corpor,48.861409569,47.211210457
3521,65,7757.3319385,100034.01099,164534.1928,17744541.643,228745.42154,28,0,0,81,915.46768616,1,50.555881183,79.222680908,78.638955182,71.969659044,84.123394126,82.640349772,86.673365161,91.130806599,79.851144063,75.694301515,12.602228019,69.472505758,69.472505758,70.096794079,86.81484051,75.461380116,75.461380116,SME,30.527494242,78.455817295
3522,35,8729.5702146,73780.443543,102815.83112,11765038.633,134772.25504,74,0,0,69,539.50302015,1,54.51172397,84.337610798,53.877234668,90.573413018,35.409698123,23.155262764,67.415954871,2.1129565313,53.446886386,87.65201869,81.389478222,64.242189812,64.242189812,70.824995614,30.894724722,55.320636716,55.320636716,Retail,35.757810188,50.859860168
3523,34,11740.797678,111129.48941,130440.88441,13468480.546,114715.20859,59,0,0,23,458.99883437,1,95.500907581,99.751629634,83.499547374,26.058931532,82.162570627,18.699386111,57.40157119,91.932383948,88.571090507,2.2341008531,1.5557458857,92.91736153,92.91736153,76.20275403,56.01111375,75.043743103,75.043743103,Corpor,7.0826384705,66.10693389
3524,28,26360.270068,385123.07237,483151.53337,159176354.32,603849.48224,107,1,0,43,2415.655929,1,46.596719953,8.6834011599,37.381366384,34.935905226,2.845481853,22.174056317,52.100432967,54.429434333,17.217904888,0.7166545838,79.000808718,30.887162499,30.887162499,31.899348181,42.901307872,35.229272851,35.229272851,SME,69.112837501,37.400328026
3525,46,6812.8600495,245530.91845,404103.26577,531277796.65,7798161.0188,285,0,1,25,31192.794075,1,17.398634064,56.224476243,96.693359269,36.252596299,1.4338908019,95.465309732,67.987439455,21.114622545,69.926282368,18.909985293,58.036669181,56.772156525,56.772156525,51.642266469,61.522457244,56.645626746,56.645626746,Retail,43.227843475,56.582361857
3526,42,22345.862056,131221.82327,160993.68251,180828744.66,809226.97995,208,1,0,58,3237.2559198,1,20.2798496,7.0964667946,1.6486751381,3.0017776648,5.7997990167,7.8856411157,14.818645385,99.926445563,28.446546406,87.741443561,66.294251638,9.6749971776,9.6749971776,8.0066922994,40.876910688,19.519533388,19.519533388,Corpor,90.325002822,24.441801494
3527,34,7759.9384775,290669.07656,448421.98473,357215532.24,4603329.4372,245,1,1,24,18413.461749,1,14.492594916,16.708318959,15.532037127,41.57571001,28.225140111,63.684062846,3.2424559351,85.257860366,52.671719459,22.168330476,85.052535636,15.577650334,15.577650334,22.077165253,50.728126382,29.460980657,29.460980657,SME,84.422349666,36.402645818
