cust_id,product_type,age_years,monthly_income,loan_amount,property_value,profit_rate_pct,tenure_months,dpd_30plus_12m,dpd_60plus_12m,dpd_max_12m,monthly_instalment,dbr_ratio,base_pd,default_flag
427,MURABAHA_A,30,12809.213694,289254.95464,346976.93472,7.3022639028,59,0,0,0,5850.0095176,45.670324951,0.04,0
428,MURABAHA_A,54,12700.75357,359625.04428,513907.4287,7.0980752316,74,0,0,0,6014.8784398,47.358437487,0.04,0
429,MURABAHA_A,57,19119.589841,357842.98824,421387.21486,7.7915617259,193,4,0,30,3257.6405423,17.038234446,0.09,0
430,MURABAHA_A,23,22480.640913,279453.80434,382070.99483,5.3976823766,135,3,3,60,2766.2623356,12.305086614,0.14,0
431,IJARA_HOME,35,8680.7902643,286276.3105,454674.78623,3.2668575637,268,2,3,60,1506.2319067,17.351322412,0.14,0
432,MURABAHA_A,42,9469.7152453,307589.34459,431438.44774,9.3522511868,74,2,3,60,5485.5319148,57.927105227,0.17,0
433,IJARA_HOME,50,13332.068009,446148.81128,705350.11005,4.2012030593,126,4,2,60,4385.1764179,32.891944556,0.14,0
434,MURABAHA_A,39,9902.2712006,325581.19753,368440.04651,7.0119827552,295,3,2,60,2318.0781758,23.409560583,0.14,0
435,MURABAHA_A,45,15975.201973,352410.72569,394270.11441,8.3397651512,55,0,0,0,7731.857512,48.399122122,0.07,0
436,IJARA_HOME,34,18029.399114,262067.31442,395748.1895,3.3176993288,63,4,3,60,4538.3186257,25.171768605,0.14,0
437,IJARA_HOME,50,6919.2272839,156853.67715,180370.04171,4.5426521708,213,5,3,60,1074.0825768,15.5231579,0.14,0
438,IJARA_HOME,23,12680.785999,123661.50655,138462.92157,3.7285544678,185,0,0,0,879.8713032,6.9386180263,0.04,0
439,IJARA_HOME,52,19346.06604,142213.25275,183322.3791,3.3352028947,266,0,0,0,757.10756326,3.9134962204,0.04,0
440,IJARA_HOME,37,17055.440198,252723.27531,341149.69625,4.5476247158,49,1,2,60,5661.0398314,33.191988982,0.14,1
441,MURABAHA_A,24,14708.189342,228089.31051,302064.22665,6.35154189,296,5,1,60,1527.3998302,10.384689744,0.14,0
442,IJARA_HOME,23,17410.757838,110650.123,135098.02784,3.5953389308,142,1,3,60,957.85427334,5.5015082184,0.14,0
443,MURABAHA_P,33,16370.012599,253602.58231,378526.71737,9.1328712452,156,3,2,60,2782.8329448,16.999577294,0.17,0
444,MURABAHA_P,51,16414.739959,312205.43105,356855.95849,7.2831999966,86,0,0,0,4670.544475,28.453356475,0.04,0
445,IJARA_HOME,46,8024.3574728,69171.62817,85026.203141,3.7974572625,59,3,2,60,1287.1014958,16.039932171,0.14,1
446,IJARA_HOME,53,21336.84556,248965.93858,288863.06679,4.0101449884,222,1,0,30,1590.2237115,7.4529466269,0.09,0
447,MURABAHA_A,60,13936.963053,436936.18635,623674.88923,7.3284028744,284,1,1,60,3243.9886081,23.276151309,0.14,0
448,MURABAHA_A,46,10439.622126,380421.42037,531343.64726,7.9977127143,134,4,3,60,4301.7549759,41.206041022,0.14,0
449,IJARA_HOME,25,20262.254945,208621.37666,232094.04775,3.8247979165,85,4,0,30,2805.7215693,13.847035174,0.09,0
450,MURABAHA_A,45,15771.079524,234022.34437,261711.59639,9.0069905393,181,3,2,60,2368.3754466,15.017205658,0.17,0
451,IJARA_HOME,37,17083.957016,353498.88951,577475.97532,4.5689428884,69,2,1,60,5835.260999,34.15637837,0.14,1
452,IJARA_HOME,24,18540.583594,253560.20974,293195.31807,4.4312669487,232,5,3,60,1629.0368556,8.7863299846,0.14,0
453,IJARA_HOME,39,17187.574515,68938.086648,99384.684162,4.4262991388,36,0,0,0,2048.4261598,11.918064169,0.04,0
454,IJARA_HOME,26,8987.7889206,115252.55153,129410.58759,4.3566561718,224,0,0,0,752.66828482,8.3743431389,0.04,0
455,IJARA_HOME,39,15939.520103,395408.02324,646594.29689,3.8255995721,239,4,3,60,2366.4938208,14.846706836,0.14,0
456,IJARA_HOME,28,22867.155212,314594.18247,358684.0739,3.0210078036,169,0,0,0,2287.803375,10.004757276,0.04,0
457,IJARA_HOME,28,16211.452128,426573.5087,537356.29123,4.381833342,246,5,0,30,2630.8821393,16.228540901,0.09,0
458,MURABAHA_A,41,18408.552769,219387.34846,346076.76557,7.4079854703,153,4,0,30,2220.2348441,12.060887523,0.09,0
459,MURABAHA_A,34,21388.804707,68867.349625,113386.48064,8.5215687599,154,0,0,0,736.85692649,3.4450589296,0.07,0
460,MURABAHA_A,56,21266.536503,254107.02676,385985.36925,8.0610602692,168,0,0,0,2527.8267512,11.886405437,0.07,0
461,MURABAHA_A,36,20177.722971,55316.965841,81423.605163,7.9921737936,35,1,1,60,1777.078105,8.8071290679,0.14,1
462,IJARA_HOME,38,15811.209597,365980.97933,447119.65288,4.467103889,47,3,2,60,8502.3288434,53.774056887,0.14,0
463,MURABAHA_A,39,16693.76125,67133.838404,84093.513594,7.0862827985,292,2,3,60,482.9930915,2.8932550565,0.14,1
464,IJARA_HOME,40,17341.150611,273665.87743,344262.8332,4.3131500805,181,2,1,60,2059.3599294,11.875566827,0.14,0
465,MURABAHA_A,48,12617.445514,96317.856479,120945.72317,7.4973398538,142,2,3,60,1025.0823237,8.124325344,0.14,0
466,MURABAHA_A,52,11489.616518,394495.99599,561480.83354,9.6431519086,111,4,0,30,5385.029379,46.868660679,0.12,0
467,IJARA_HOME,48,17253.804694,438959.39756,560270.05506,3.6382898253,275,5,0,30,2355.3592035,13.651245307,0.09,0
468,IJARA_HOME,47,9943.2228385,139436.46019,158176.98701,3.572113879,221,2,0,30,861.9667474,8.6688869535,0.09,0
469,IJARA_HOME,37,18732.571131,421800.24199,612980.6588,4.6407220755,227,1,0,30,2794.9550408,14.920295891,0.09,0
470,IJARA_HOME,51,11577.945377,348238.14128,407524.55425,4.3579039583,27,1,2,60,13563.756085,117.15166763,0.19,1
471,MURABAHA_P,28,16421.360702,198860.76404,221534.11789,7.808998344,130,4,1,60,2271.588213,13.833130239,0.14,0
472,MURABAHA_P,54,18978.383781,154417.24407,194600.26863,7.5473615634,63,4,3,60,2976.2539886,15.682336404,0.14,0
473,MURABAHA_A,39,15148.054441,129328.35221,152251.05165,6.6006152358,126,2,3,60,1425.5723805,9.4109272314,0.14,0
474,MURABAHA_A,37,12387.559665,82517.252769,94577.827441,7.9540460342,210,0,0,0,729.01330047,5.8850437064,0.04,0
475,IJARA_HOME,29,19062.099289,266868.97455,385872.49863,3.8560885285,122,0,0,0,2647.6427004,13.889565154,0.04,0
476,IJARA_HOME,25,18910.622062,304142.28849,446682.15176,4.276759057,64,1,1,60,5323.2121864,28.149323534,0.14,0
477,MURABAHA_A,30,23724.650984,78882.879671,95386.71143,7.2370792796,253,5,2,60,608.70042422,2.5656875822,0.14,0
478,MURABAHA_P,44,15363.603616,276102.36015,378410.11155,8.2164359302,103,1,0,30,3744.8372158,24.374732058,0.12,0
479,MURABAHA_A,52,11965.088575,84765.526373,136911.41821,7.0839401795,241,3,3,60,660.21677819,5.517859513,0.14,0
480,IJARA_HOME,58,16942.952221,245259.63776,292841.34227,4.3471249145,193,0,0,0,1768.5727008,10.438397498,0.04,0
481,MURABAHA_A,57,26859.883512,396865.27885,507958.71014,8.7236877016,274,4,3,60,3344.7470724,12.452574751,0.17,0
482,IJARA_HOME,23,18522.713534,321435.78371,423007.69501,3.5525492499,298,3,2,60,1625.0070276,8.7730505827,0.14,0
483,IJARA_HOME,52,13798.807088,420970.11982,473119.83436,4.0655765223,258,5,3,60,2449.9699126,17.754939952,0.14,0
484,MURABAHA_A,43,17277.944541,339882.65665,391913.43638,8.6686323446,189,0,0,0,3302.5625801,19.11432562,0.07,0
485,IJARA_HOME,25,16948.248784,352883.08617,573126.77664,4.3634289595,32,0,0,0,11701.625372,69.043271204,0.06,0
486,IJARA_HOME,60,13966.546747,165723.16177,191214.981,3.9771656782,67,2,0,30,2762.3440503,19.778289511,0.09,0
487,MURABAHA_A,57,18514.952774,226523.77533,255897.74487,5.1907508966,300,1,3,60,1349.5319848,7.2888761921,0.14,0
488,IJARA_HOME,37,12532.136518,131046.83002,155766.50144,4.7677184728,140,0,0,0,1222.2015836,9.7525396552,0.04,0
489,MURABAHA_A,46,8151.8535283,189134.6734,254405.82045,6.3513160355,298,1,0,30,1262.9961969,15.493362245,0.09,0
490,MURABAHA_A,29,19258.665858,351033.19054,573060.34995,7.0298012217,108,1,3,60,4395.4187141,22.823069607,0.14,0
491,MURABAHA_A,45,15809.304238,428004.71224,516142.61766,7.3084733377,199,0,0,0,3716.9837825,23.511368537,0.04,0
492,IJARA_HOME,56,10628.49376,95125.936065,123866.32975,4.0268359566,66,4,1,60,1609.2027548,15.140459139,0.14,0
493,MURABAHA_A,58,18328.655672,244615.07276,301920.36682,7.83017692,238,5,1,60,2027.3341875,11.06100864,0.14,0
494,MURABAHA_A,28,21310.165505,158025.95131,235918.9034,8.6813342463,173,2,2,60,1604.1961969,7.527844852,0.17,0
495,MURABAHA_P,51,17774.032302,147315.24233,164014.54909,8.9446286393,59,5,3,60,3095.1611988,17.413950567,0.17,0
496,MURABAHA_A,36,10657.989232,407736.56275,530940.40198,8.9322104251,292,5,1,60,3428.1969979,32.165513807,0.17,0
497,MURABAHA_A,60,13020.191526,151668.76735,217467.96928,5.920068779,102,2,3,60,1895.9029926,14.561252718,0.14,0
498,MURABAHA_P,46,21025.069192,84029.991738,134213.18117,7.3463338801,262,4,3,60,644.7151553,3.0664115747,0.14,0
499,IJARA_HOME,23,8384.1360201,147277.50402,176673.40182,4.1667801899,50,1,0,30,3213.740478,38.331206344,0.09,0
500,MURABAHA_A,39,19789.672532,85771.14353,125057.56085,6.9755089883,64,1,0,30,1608.7332562,8.1291555159,0.09,0
501,MURABAHA_P,51,21081.92705,409449.85067,459100.0042,7.8272813063,260,3,1,60,3274.7425687,15.533411917,0.14,0
502,MURABAHA_A,59,14194.81523,229841.05172,301733.9122,7.7759489857,150,5,1,60,2400.3210232,16.909843378,0.14,1
503,IJARA_HOME,46,9773.4990881,403834.91255,487600.8396,4.4367389023,35,3,3,60,12322.069936,126.07633996,0.19,0
504,IJARA_HOME,24,9987.3525963,120445.45636,151375.73561,4.5974792146,53,0,0,0,2515.4217861,25.186071703,0.04,0
505,IJARA_HOME,41,18492.497625,160259.83309,232601.4123,4.8283952759,214,3,3,60,1118.4178216,6.0479543881,0.14,0
506,MURABAHA_A,39,10103.089907,404615.34103,545286.50792,7.8122938375,203,5,2,60,3597.8632322,35.611513561,0.14,0
507,IJARA_HOME,60,19812.676413,169227.19171,264279.34223,3.7754699895,66,0,0,0,2843.4853877,14.35184893,0.04,0
508,MURABAHA_A,43,19488.920886,246966.8963,298231.935,5.5671602435,83,1,0,30,3591.8689409,18.430312083,0.09,0
509,IJARA_HOME,30,17592.932337,388284.28099,480828.17691,4.2003668061,62,0,0,0,6977.6781028,39.66182538,0.04,0
510,MURABAHA_A,34,13111.462974,361576.70422,492868.09494,6.858880656,246,0,0,0,2741.2686332,20.907420009,0.04,0
511,IJARA_HOME,22,18880.56216,66382.597294,78472.885839,3.3898904115,228,0,0,0,395.30743232,2.0937270245,0.04,0
512,IJARA_HOME,56,14809.825243,182368.59981,244071.67977,4.6828694862,163,5,2,60,1514.2443128,10.224592714,0.14,0
513,MURABAHA_A,43,24842.026355,71281.382255,84034.279223,7.2990828204,128,4,2,60,803.13244294,3.2329586623,0.14,0
514,MURABAHA_A,39,17262.865047,396799.26829,634506.19674,7.5842245598,134,3,1,60,4398.833557,25.481480305,0.14,0
515,IJARA_HOME,51,13070.698875,264842.55027,394603.76866,3.3474364758,141,3,0,30,2274.4472516,17.401114304,0.09,0
516,IJARA_HOME,48,16671.399653,222038.31961,301852.01215,3.8297321262,61,0,0,0,4011.5597019,24.062524956,0.04,0
517,MURABAHA_P,40,16856.568909,253965.68673,355965.43692,9.0626788608,259,4,2,60,2236.6451445,13.268685677,0.17,0
518,MURABAHA_A,58,18448.591998,60371.777229,78914.010446,8.2727739474,61,1,2,60,1215.7028268,6.589678101,0.17,0
519,MURABAHA_A,22,17305.335093,97965.608723,111745.38571,7.6543147459,277,4,2,60,754.53312008,4.3601185185,0.14,0
520,MURABAHA_A,44,16851.996059,222377.83419,260650.01945,6.5221591019,124,3,3,60,2469.7588525,14.655586459,0.14,1
521,MURABAHA_A,37,18421.71425,58491.474669,95808.190609,6.9293722462,90,5,3,60,835.17960426,4.5336693042,0.14,0
522,IJARA_HOME,56,16479.116076,85558.205284,111923.67519,4.4730131742,190,0,0,0,629.2372958,3.8183922784,0.04,0
523,MURABAHA_A,28,16893.772222,343822.90542,463059.01673,7.4598812798,90,0,0,0,4999.6506855,29.594637714,0.04,0
524,MURABAHA_A,47,16868.950815,183817.99981,254985.62775,8.3225348668,58,2,1,60,3860.1570964,22.883207964,0.17,0
525,IJARA_HOME,36,11378.538531,84118.20624,94633.557713,3.7028832699,113,0,0,0,882.85566493,7.7589548299,0.04,1
526,MURABAHA_P,27,13847.025151,79696.71553,127766.843,8.5528714754,252,5,2,60,681.91248896,4.9246136373,0.17,0
527,MURABAHA_A,40,14182.908059,375209.59126,437663.54352,7.1177686497,187,0,0,0,3326.2277166,23.452367475,0.04,0
528,IJARA_HOME,22,9081.0817127,445092.80715,715858.2535,4.5026173166,116,2,0,30,4739.5079524,52.19100656,0.09,0
529,IJARA_HOME,29,9447.0283469,151521.16837,211947.00628,4.0833451049,226,2,2,60,962.05152174,10.183641738,0.14,1
530,IJARA_HOME,50,16287.274575,391752.10632,544349.09113,3.235153086,153,4,3,60,3128.1479319,19.206085816,0.14,0
531,IJARA_HOME,30,20850.370853,137424.36403,182904.95092,3.6418257393,36,4,3,60,4035.4552304,19.354357095,0.14,0
532,IJARA_HOME,35,7744.4170006,147344.0811,167271.98258,4.0946794686,77,3,2,60,2179.1855182,28.138793637,0.14,0
533,MURABAHA_A,39,20319.153348,288275.42057,437518.62006,7.4680663683,247,2,3,60,2288.368994,11.262127682,0.14,0
534,IJARA_HOME,51,19160.511967,217381.10464,266820.18392,4.2739978908,102,5,2,60,2545.4463164,13.28485544,0.14,0
535,IJARA_HOME,57,11527.481201,296906.94818,399353.33803,4.7386913042,225,0,0,0,1993.9451777,17.297318842,0.04,0
536,MURABAHA_A,39,14579.034813,400494.42537,542971.57058,7.9527506216,106,3,0,30,5271.4680462,36.157867196,0.09,0
537,MURABAHA_P,47,18234.874775,236176.09832,275503.47485,7.7981068061,79,4,1,60,3831.823378,21.013708212,0.14,0
538,MURABAHA_P,38,19071.395918,209902.02297,330236.67358,8.5274930795,259,5,0,30,1775.2499958,9.3084428819,0.12,0
539,IJARA_HOME,33,17906.438247,139844.46749,158086.8868,4.698935592,282,4,3,60,819.97541288,4.5792211804,0.14,0
540,MURABAHA_A,31,20583.641014,117039.32537,160333.77591,8.849250326,144,4,0,30,1322.0262491,6.4227035838,0.12,1
541,IJARA_HOME,24,16926.615465,125253.54465,148046.59794,5.0879228032,73,3,1,60,1998.6174869,11.807543516,0.14,0
542,IJARA_HOME,49,18997.848438,231697.09314,260964.68741,3.3939871025,84,1,3,60,3102.7982597,16.332366635,0.14,0
543,MURABAHA_A,49,16210.38996,171261.19295,271744.8904,7.2721341141,160,3,2,60,1674.8873382,10.332184126,0.14,0
544,MURABAHA_A,56,7977.4713414,195902.17415,235473.92349,6.2469246245,179,5,3,60,1685.0549099,21.12266955,0.14,0
545,IJARA_HOME,53,10439.817443,206421.93062,283283.73458,3.7422151476,70,0,0,0,3287.0279239,31.485492364,0.04,0
546,MURABAHA_A,45,17910.989312,438714.24543,587962.81164,6.1481727728,279,3,0,30,2958.7859458,16.519388707,0.09,0
547,MURABAHA_A,29,13679.906374,151857.50956,185818.59468,8.30593617,180,1,3,60,1478.1768287,10.805460128,0.17,0
548,MURABAHA_P,44,15075.779066,239833.59756,391786.38308,7.3520098273,291,1,3,60,1768.3658826,11.729847425,0.14,1
549,IJARA_HOME,24,17796.83045,171219.63808,221859.4495,3.8766809815,62,2,1,60,3051.8452756,17.148251675,0.14,0
550,MURABAHA_A,26,14927.784402,208047.22039,292426.65553,7.8085181508,99,5,3,60,2857.1563836,19.139855632,0.14,1
551,MURABAHA_A,33,19292.797369,373638.13892,470688.59156,5.949668881,197,4,0,30,2975.6834882,15.423805223,0.09,0
552,MURABAHA_A,44,16723.537175,86022.478715,103158.12041,8.5907276117,263,3,2,60,727.23255216,4.3485570341,0.17,1
553,MURABAHA_A,53,13154.968898,437539.21771,487019.04768,7.2833602102,272,3,2,60,3290.0825045,25.010188393,0.14,0
554,IJARA_HOME,52,11617.326613,324388.14938,450239.92103,3.353301486,183,4,1,60,2266.7352851,19.511677348,0.14,0
555,MURABAHA_A,39,16297.694237,56595.212035,74994.553845,6.7224428615,251,5,0,30,420.52106827,2.5802488508,0.09,0
556,MURABAHA_P,50,15975.432273,391039.03277,616643.20039,6.4432922325,230,2,0,30,2964.8001356,18.558497103,0.09,0
557,IJARA_HOME,28,13102.729182,406473.87002,622652.33253,4.3496932717,27,2,3,60,15830.530426,120.81857303,0.19,0
558,MURABAHA_A,56,21074.524096,382162.27107,619937.74425,6.649962525,300,3,3,60,2616.312112,12.414572685,0.14,0
559,MURABAHA_A,37,11442.842421,70975.105651,85197.096054,8.0876336541,234,3,1,60,603.7275503,5.2760278267,0.17,0
560,MURABAHA_A,44,11840.870697,117406.66339,144606.45581,7.7455699165,229,1,1,60,983.09841834,8.3025855405,0.14,0
561,IJARA_HOME,46,12740.46519,94649.307057,141426.08013,3.9509812483,265,1,3,60,535.91073476,4.2063670891,0.14,0
562,MURABAHA_A,25,24493.287169,246682.24882,326273.882,6.8769758623,127,1,0,30,2739.5411494,11.184865186,0.09,0
563,IJARA_HOME,51,14618.3967,63208.812382,70719.728436,4.4009054513,229,0,0,0,408.44111757,2.7940213004,0.04,0
564,IJARA_HOME,47,11919.779882,344852.25743,481663.22452,4.2772107841,81,4,3,60,4909.0836585,41.184348259,0.14,0
565,IJARA_HOME,24,18252.159985,176694.52149,274068.97617,3.5171570912,41,3,1,60,4580.0550738,25.093222269,0.14,0
566,MURABAHA_A,38,10679.048605,314527.41055,441765.54722,7.5950722864,197,0,0,0,2798.0628335,26.201424275,0.04,0
567,MURABAHA_P,49,16161.465408,52308.575716,64857.834391,7.7673947353,64,0,0,0,1000.8739614,6.1929654031,0.04,0
568,IJARA_HOME,36,14704.241972,301449.5898,435836.954,4.6390705508,58,1,1,60,5811.8474015,39.524971178,0.14,0
569,IJARA_HOME,55,12173.393492,94238.237944,141001.95104,4.1958200944,228,1,3,60,600.42547236,4.9322768769,0.14,0
570,MURABAHA_A,29,13353.78268,412158.48876,645845.95584,8.0045600005,169,0,0,0,4073.7363597,30.506235254,0.07,0
571,MURABAHA_P,48,16491.551481,310755.20813,374266.87259,7.2939322414,67,4,3,60,5660.3805094,34.32291083,0.14,0
572,MURABAHA_A,30,12704.769513,267688.93236,420484.28878,7.4080339172,194,5,1,60,2371.0074925,18.662341651,0.14,0
573,IJARA_HOME,42,13325.202286,237720.77756,291749.53113,4.4841519427,162,5,3,60,1958.7680535,14.699724714,0.14,0
574,MURABAHA_A,23,18261.315171,207524.93218,244267.51152,8.2513200557,94,0,0,0,3004.8472972,16.454714619,0.07,0
575,MURABAHA_A,30,12181.30369,191898.71512,228972.81027,7.680987458,109,4,3,60,2450.9419743,20.120522702,0.14,0
576,MURABAHA_P,40,17252.032865,427525.94166,632908.98539,7.4009338824,245,2,1,60,3387.8681014,19.637500855,0.14,1
577,IJARA_HOME,23,18776.767554,156320.53744,176581.47867,4.5553467667,106,0,0,0,1794.0330053,9.5545359457,0.04,0
578,IJARA_HOME,34,7358.210676,253839.94551,296012.90732,4.2364542182,96,1,3,60,3122.1237374,42.430474947,0.14,1
579,MURABAHA_P,37,8724.0065908,377417.95992,509201.92706,7.2088983913,242,3,3,60,2962.6392902,33.959617744,0.14,0
580,MURABAHA_P,53,22501.975703,401926.69192,561911.74639,7.1610626911,63,3,2,60,7672.8115676,34.098390598,0.14,0
581,MURABAHA_A,54,13829.22324,361661.04879,472087.9711,8.7400266736,215,0,0,0,3334.6672423,24.113192653,0.07,0
582,IJARA_HOME,32,9670.4353939,119150.80389,163833.83329,3.701707592,56,4,3,60,2320.0288796,23.990945444,0.14,0
583,MURABAHA_A,27,11118.636662,444999.96724,681880.52721,7.7596888692,180,2,0,30,4191.1468284,37.694790789,0.09,0
584,MURABAHA_A,41,24424.917785,276826.91999,322773.50971,8.4331962111,27,3,2,60,11292.19288,46.232265667,0.17,0
585,IJARA_HOME,42,24295.273256,396328.28962,602679.30223,3.8089178196,85,0,0,0,5327.2788513,21.927223437,0.04,0
586,MURABAHA_P,26,16261.969002,57428.060658,86367.645142,7.0327579226,178,3,2,60,520.5166214,3.2008216307,0.14,0
587,MURABAHA_P,47,16006.464202,66963.416245,106776.07864,6.1339175068,48,0,0,0,1576.7525049,9.8507233392,0.04,0
588,IJARA_HOME,28,13239.559713,223540.27731,313950.68618,3.7717123986,243,2,2,60,1316.8901731,9.9466311693,0.14,0
589,IJARA_HOME,59,18627.8785,270146.19457,447704.44012,3.7127558995,223,4,2,60,1678.8092921,9.0123483044,0.14,0
590,MURABAHA_A,35,14616.666376,373070.25688,422379.73179,7.4150862179,62,2,1,60,7261.673835,49.680779789,0.14,1
591,MURABAHA_A,29,14730.880376,413002.75242,675087.08753,7.8332789242,137,2,1,60,4570.0942963,31.023904748,0.14,0
592,MURABAHA_A,57,20022.500331,125232.47804,144219.68517,6.0626104533,74,0,0,0,2032.5670508,10.151414744,0.04,0
593,IJARA_HOME,30,10319.897858,120770.68845,195147.50967,4.3095280884,260,0,0,0,715.40636483,6.9323008294,0.04,0
594,MURABAHA_A,51,19068.718394,331753.88603,461795.9291,9.7202994369,266,2,2,60,3043.1993364,15.959118351,0.17,0
595,MURABAHA_P,30,18674.045475,242296.77357,313451.65293,7.2674060798,174,3,0,30,2256.5847136,12.084069928,0.09,0
596,MURABAHA_A,56,16790.086241,81745.711062,94607.543509,6.4184665037,174,1,1,60,723.01995529,4.3062313375,0.14,0
597,IJARA_HOME,22,18976.264256,394761.30102,640536.96982,3.7419149746,188,4,3,60,2778.2536225,14.640677349,0.14,0
598,IJARA_HOME,34,15689.061887,321668.58586,366411.02738,4.4402034744,116,2,2,60,3415.6107929,21.770650263,0.14,1
599,MURABAHA_A,23,8386.1217735,377739.85723,620566.46414,7.6668641834,134,4,0,30,4204.2369447,50.13326849,0.09,0
600,MURABAHA_A,53,16224.611312,200395.60758,236307.11891,7.4454100082,297,4,3,60,1478.9311494,9.1153564235,0.14,0
601,MURABAHA_A,30,17053.785332,109313.80652,145922.37185,7.8597029288,33,5,0,30,3694.2092218,21.662106975,0.09,0
602,MURABAHA_A,36,10971.023067,158567.42291,212847.4825,6.6292810649,78,1,3,60,2507.7937416,22.858339886,0.14,0
603,MURABAHA_A,26,13458.457156,437355.24155,696310.26932,8.6297509395,109,2,2,60,5802.121546,43.1113424,0.17,1
604,MURABAHA_A,50,14774.759905,228487.81766,277908.03386,8.0413858485,149,0,0,0,2429.1006511,16.440880709,0.07,0
605,IJARA_HOME,25,11554.458401,396249.05046,627660.23919,3.9346927482,237,4,3,60,2407.4791207,20.835932219,0.14,0
606,IJARA_HOME,36,11675.13121,125872.89326,196568.83546,4.4972802285,101,0,0,0,1499.2863863,12.841709093,0.04,0
607,MURABAHA_P,58,15220.177346,133161.35611,199996.47258,7.4773647279,48,1,2,60,3218.2889214,21.144884506,0.14,0
608,MURABAHA_A,60,10082.118737,293208.14246,366774.4321,8.941569145,174,2,1,60,3012.6536171,29.881155893,0.17,0
609,MURABAHA_P,43,15467.877839,125034.03807,170137.07566,7.6111946567,245,1,0,30,1006.9830057,6.5101561847,0.09,0
610,IJARA_HOME,32,19543.462486,353118.21401,578350.30687,3.1582427076,220,5,1,60,2116.4104915,10.829250411,0.14,0
611,MURABAHA_A,59,18298.447075,113032.62701,161505.50294,7.5001608663,173,4,3,60,1070.9052502,5.8524378918,0.14,1
612,IJARA_HOME,57,19869.701885,284977.42405,373852.40736,3.6153708409,279,4,2,60,1511.6116321,7.6076210948,0.14,0
613,IJARA_HOME,47,13309.750565,131791.46228,152485.6006,5.0587924257,295,4,2,60,781.52033429,5.8717879832,0.14,0
614,IJARA_HOME,38,16575.381729,182232.55714,243485.53131,3.7648598647,235,0,0,0,1097.3000173,6.6200588032,0.04,0
615,MURABAHA_A,37,15569.153887,365157.65144,461459.00355,6.7899409775,69,2,1,60,6407.0456672,41.152176373,0.14,0
616,IJARA_HOME,36,13216.149687,231277.28505,296315.52738,3.8823390982,95,2,3,60,2831.6611534,21.425764844,0.14,1
617,MURABAHA_A,30,19748.118839,154598.63218,208391.69593,8.4785047988,229,4,3,60,1364.4082296,6.9090541771,0.17,1
618,IJARA_HOME,33,16884.184443,337348.4714,490128.12844,4.6106447557,136,5,1,60,3189.4259784,18.890020949,0.14,0
619,MURABAHA_P,44,15697.333273,311635.53102,369458.4979,6.7669509843,230,1,0,30,2421.757898,15.427830039,0.09,0
620,MURABAHA_P,26,12665.781318,142517.07466,162514.34223,6.8514811237,256,3,1,60,1060.6509394,8.3741453668,0.14,0
621,MURABAHA_A,57,14456.478189,343610.17561,413395.76109,7.6061486297,298,0,0,0,2568.7965711,17.769172668,0.04,0
622,IJARA_HOME,26,8844.8750022,128487.15149,144993.958,4.6583499338,241,3,0,30,821.82529431,9.2915422106,0.09,0
623,MURABAHA_A,30,16148.441084,353536.20546,521591.00607,7.8558487414,80,1,0,30,5691.0985964,35.242402452,0.09,0
624,IJARA_HOME,49,13732.205974,434494.96599,604135.69559,3.3175755515,105,3,0,30,4773.3549918,34.760292708,0.09,0
625,MURABAHA_A,32,13723.116743,311559.4944,373731.43096,7.3079624793,138,3,1,60,3344.1941886,24.369057344,0.14,0
626,MURABAHA_A,35,20471.260397,394287.23613,502962.70469,7.5983334158,238,3,3,60,3211.5973663,15.688322575,0.14,0
627,MURABAHA_P,54,11031.944049,196730.67592,223258.03695,6.2492037898,138,2,1,60,2002.2266311,18.149354477,0.14,1
628,MURABAHA_A,31,17375.196798,443233.12882,676956.21037,6.1316202954,101,2,0,30,5628.7655483,32.395406013,0.09,0
629,MURABAHA_A,41,7138.5739424,420028.05844,531171.76755,7.8918705181,68,0,0,0,7680.6112875,107.593076,0.09,0
630,MURABAHA_A,22,11146.271162,52237.055451,69060.278173,6.9979504503,266,5,3,60,387.04809355,3.4724446223,0.14,1
631,MURABAHA_A,58,15173.412801,304903.89671,366264.62449,7.9210836058,198,2,2,60,2763.862385,18.215166366,0.14,0
632,MURABAHA_P,58,10450.41775,190642.13336,290238.18495,8.4590513506,27,3,2,60,7778.8427313,74.435710776,0.19,0
633,IJARA_HOME,30,19335.131102,87810.906302,113760.08725,3.8532958173,62,5,0,30,1564.2290177,8.0900874655,0.09,0
634,MURABAHA_A,52,17074.731787,430098.35435,588611.6754,6.7473218683,145,1,1,60,4345.7678146,25.451455806,0.14,0
635,MURABAHA_A,28,16961.166936,358440.89789,408526.29425,8.397557463,26,3,3,60,15126.427435,89.182704773,0.22,0
636,MURABAHA_A,37,16607.562997,301295.13936,341503.93521,7.244948005,250,5,2,60,2338.2867507,14.079650043,0.14,1
637,IJARA_HOME,51,12604.871758,180232.03481,206589.11452,5.1587154174,167,4,1,60,1514.8181197,12.017719408,0.14,0
638,IJARA_HOME,30,16432.711312,396070.203,465342.40995,3.2010294385,162,5,3,60,3014.2798518,18.343168054,0.14,0
639,MURABAHA_A,42,11695.987168,171027.55737,246861.41732,7.7014120429,169,5,3,60,1661.0726279,14.202072933,0.14,0
640,IJARA_HOME,31,18206.893594,442764.63902,650178.96088,3.2512703038,186,3,1,60,3033.589482,16.661763119,0.14,0
