cust_id,segment,facility_type,limit_amt,current_balance,util_ratio,util_change_12m,undrawn_amt,obs_ccf,ead_at_default,dpd_12m_max,high_risk_flag,default_flag,secured_flag,revolving_flag,util_ratio_12m_ago,util_ratio_6m_ago,util_max_12m,util_min_12m,util_vol_12m,undrawn_ratio,limit_bucket,obs_ccf_capped,obs_ccf_high_flag,dpd_ever_30plus,high_risk_dpd_flag,segment_stress_scale,ccf_baseline,ccf_ttc,ccf_pit,ead_current,ead_ttc,ead_stressed_up,ead_stressed_down,high_util_flag,low_util_flag,ccf_gap,new_to_bank_flag,refinance_flag,sector_code
7490,SME,Overdraft,363034,68517,0.189,-0.056,294517,0.086,93767,5,0,0,0,1,0.245,0.217,0.245,0.189,0.027999999999999997,0.8112656114854256,L3_200_500k,0.086,0,0,0,1.2,0.75,0.7049999999999998,0.3516,68517,768671.3372093022,116271.08,82514.96,0,1,-0.664,1,0,MANUFACTURING
7491,Retail,Revolver,25607,4824,0.188,-0.13,20782,0.536,15962,0,0,0,0,1,0.318,0.253,0.318,0.188,0.065,0.8115749599718827,L1_0_50k,0.536,0,0,0,1.0,0.75,0.7049999999999998,0.6216,4824,20994.794776119397,19154.399999999998,14365.800000000001,0,1,-0.21399999999999997,0,0,SERVICES
7492,Retail,Overdraft,36709,28328,0.772,0.032,8380,0.457,32161,5,1,0,0,1,0.74,0.756,0.772,0.74,0.016000000000000014,0.22828189272385518,L1_0_50k,0.457,0,0,1,1.0,0.85,0.7749999999999999,0.6142000000000001,28328,54539.98905908095,38593.2,28944.9,0,0,-0.39299999999999996,0,1,SERVICES
7493,Corporate,Revolver,1264196,910221,0.72,-0.018,353974,0.671,1147601,0,0,0,0,1,0.738,0.729,0.738,0.72,0.009000000000000008,0.27999930390540706,L4_500k_plus,0.671,0,0,0,1.1,0.75,0.7049999999999998,0.7026000000000001,910221,1205750.6780923991,1400073.22,1021364.89,0,0,-0.07899999999999996,0,0,
7494,SME,Overdraft,132866,42311,0.318,-0.052,90555,0.186,59124,60,1,0,0,1,0.37,0.344,0.37,0.318,0.025999999999999995,0.6815513374377192,L2_50_200k,0.186,0,1,1,1.2,0.9,0.81,0.4716,42311,257475.4838709678,73313.76,52029.12,0,0,-0.714,1,0,MANUFACTURING
7495,Retail,CreditLine,54016,30368,0.562,-0.104,23647,0.625,45157,5,0,0,0,1,0.666,0.6140000000000001,0.666,0.562,0.05199999999999999,0.43777769549763035,L2_50_200k,0.625,0,0,0,1.0,0.5,0.53,0.575,30368,38293.136000000006,54188.4,40641.3,0,0,0.125,0,0,SERVICES
7496,Retail,Overdraft,19689,6687,0.34,-0.164,13001,0.381,11646,30,0,0,0,1,0.504,0.42200000000000004,0.504,0.34,0.08199999999999999,0.6603179440296613,L1_0_50k,0.381,0,1,0,1.0,0.8,0.74,0.5486000000000001,6687,22619.527559055117,13975.199999999999,10481.4,0,0,-0.41900000000000004,0,0,SERVICES
7497,Retail,Revolver,33929,12526,0.369,0.017,21402,0.514,23527,0,0,0,0,1,0.352,0.3605,0.369,0.352,0.008500000000000008,0.6307878216275162,L1_0_50k,0.514,0,0,0,1.0,0.75,0.7049999999999998,0.6084,12526,32269.523346303493,28232.399999999998,21174.3,0,0,-0.236,0,0,SERVICES
7498,SME,CreditLine,471682,214923,0.456,-0.157,256758,0.332,300267,0,0,0,0,1,0.613,0.5345,0.613,0.456,0.07849999999999999,0.5443455548441535,L3_200_500k,0.332,0,0,0,1.2,0.5,0.53,0.3992,214923,479341.8975903615,372331.08,264234.96,0,0,-0.16799999999999998,0,0,MANUFACTURING
7499,Retail,Revolver,104101,48050,0.462,0.156,56050,0.582,80652,60,1,0,0,1,0.30600000000000005,0.384,0.462,0.30600000000000005,0.07799999999999999,0.5384194196021171,L2_50_200k,0.582,0,1,1,1.0,0.9,0.81,0.7092,48050,112247.6288659794,96782.4,72586.8,0,0,-0.31800000000000006,0,0,SERVICES
7500,Retail,Card,101206,71781,0.709,0.069,29424,0.641,90652,90,1,0,1,0,0.6399999999999999,0.6744999999999999,0.709,0.6399999999999999,0.03450000000000003,0.2907337509633816,L2_50_200k,0.641,0,1,1,1.0,0.65,0.635,0.6446000000000001,71781,89803.46333853353,108782.4,81586.8,0,0,-0.009000000000000008,1,0,SERVICES
7501,Corporate,Overdraft,4029328,1615896,0.401,-0.085,2413432,0.308,2358364,0,0,0,0,1,0.48600000000000004,0.4435,0.48600000000000004,0.401,0.04250000000000001,0.5989663785127446,L4_500k_plus,0.308,0,0,0,1.1,0.75,0.7049999999999998,0.4848,1615896,5398203.3116883105,2877204.08,2098943.96,0,0,-0.442,0,0,
7502,Retail,Revolver,31260,25251,0.808,0.071,6009,0.563,28635,30,1,0,0,1,0.7370000000000001,0.7725000000000001,0.808,0.7370000000000001,0.035499999999999976,0.19222648752399232,L1_0_50k,0.563,0,1,1,1.0,0.9,0.81,0.6978,25251,41197.77975133216,34362.0,25771.5,1,0,-0.3370000000000001,0,0,SERVICES
7503,SME,Overdraft,127655,16941,0.133,0.117,110714,0.324,52824,0,1,0,0,1,0.016,0.07450000000000001,0.133,0.016,0.0585,0.8672907445850143,L2_50_200k,0.324,0,0,1,1.2,0.85,0.7749999999999999,0.5344,16941,126353.7037037037,65501.76,46485.12,0,1,-0.526,0,1,MANUFACTURING
7504,Retail,Overdraft,49185,11982,0.244,0.179,37202,0.142,17247,0,1,0,0,1,0.065,0.1545,0.244,0.065,0.0895,0.7563688116295618,L1_0_50k,0.142,0,0,1,1.0,0.85,0.7749999999999999,0.4252,11982,94129.75352112675,20696.399999999998,15522.300000000001,0,0,-0.708,0,0,SERVICES
7505,Corporate,CreditLine,1944628,1440072,0.741,-0.0,504555,0.7,1793457,30,0,1,0,1,0.741,0.741,0.741,0.741,0.0,0.25946093545912124,L4_500k_plus,0.7,0,1,0,1.1,0.55,0.565,0.64,1440072,1447576.0071428572,2188017.54,1596176.73,0,0,0.1499999999999999,0,0,
7506,SME,Overdraft,174479,53721,0.308,-0.085,120757,0.126,68887,0,0,0,0,1,0.393,0.35050000000000003,0.393,0.308,0.04250000000000001,0.6921004820064306,L2_50_200k,0.126,0,0,0,1.2,0.75,0.7049999999999998,0.37560000000000004,53721,385439.16666666657,85419.88,60620.56,0,0,-0.624,0,0,MANUFACTURING
7507,Corporate,Card,5589538,3592924,0.643,-0.004,1996614,0.585,4761496,5,0,0,1,0,0.647,0.645,0.647,0.643,0.0020000000000000018,0.3572055507986528,L4_500k_plus,0.585,0,0,0,1.1,0.5,0.53,0.5509999999999999,3592924,4313833.982905983,5809025.12,4237731.44,0,0,0.08499999999999996,0,0,
7508,Retail,Revolver,123977,31066,0.251,0.123,92911,0.802,105600,5,1,0,0,1,0.128,0.1895,0.251,0.128,0.0615,0.7494212636214782,L2_50_200k,0.802,1,0,1,1.0,0.85,0.7749999999999999,0.8212,31066,102044.88778054861,126720.0,95040.0,0,0,-0.04799999999999993,0,0,SERVICES
7509,Corporate,Card,5247061,1654273,0.315,-0.138,3592787,0.789,4487570,30,0,0,1,0,0.453,0.384,0.453,0.315,0.069,0.684723695798467,L4_500k_plus,0.789,1,1,0,1.1,0.55,0.565,0.6934,1654273,3213532.382762991,5474835.399999999,3993937.3000000003,0,0,0.239,0,0,
7510,Corporate,Overdraft,2846744,2019206,0.709,0.136,827537,0.058,2067383,0,1,1,0,1,0.573,0.641,0.709,0.573,0.068,0.29069596704164474,L4_500k_plus,0.058,0,0,1,1.1,0.85,0.7749999999999999,0.3748,2019206,27624514.224137925,2522207.26,1839970.87,0,0,-0.7919999999999999,0,0,
7511,SME,CreditLine,235007,42806,0.182,-0.247,192201,0.474,133848,30,0,0,0,1,0.429,0.3055,0.429,0.182,0.1235,0.8178522341887688,L3_200_500k,0.474,0,1,0,1.2,0.55,0.565,0.5044,42806,159544.55696202532,165971.52,117786.24,0,1,-0.07600000000000007,0,0,MANUFACTURING
7512,SME,Revolver,492431,328462,0.667,0.162,163969,0.574,422559,0,1,0,0,1,0.505,0.5860000000000001,0.667,0.505,0.08100000000000002,0.3329786305086398,L3_200_500k,0.574,0,0,1,1.2,0.85,0.7749999999999999,0.6844,328462,570528.2665505226,523973.16,371851.92,0,0,-0.276,0,0,MANUFACTURING
7513,Retail,Revolver,20675,17671,0.855,0.058,3004,0.557,19343,90,1,0,0,1,0.7969999999999999,0.826,0.855,0.7969999999999999,0.029000000000000026,0.1452962515114873,L1_0_50k,0.557,0,1,1,1.0,0.9,0.81,0.6942,17671,28128.958707360864,23211.6,17408.7,1,0,-0.34299999999999997,1,0,SERVICES
7514,Retail,Overdraft,82670,16630,0.201,-0.107,66039,0.35,39769,5,0,0,0,1,0.308,0.2545,0.308,0.201,0.05349999999999999,0.7988266602153139,L2_50_200k,0.35,0,0,0,1.0,0.75,0.7049999999999998,0.51,16630,80106.12857142855,47722.799999999996,35792.1,0,0,-0.4,0,0,SERVICES
7515,SME,Overdraft,262282,85834,0.327,-0.065,176447,0.141,110651,30,0,0,0,1,0.392,0.35950000000000004,0.392,0.327,0.0325,0.6727377402947972,L3_200_500k,0.141,0,1,0,1.2,0.8,0.74,0.40460000000000007,85834,580721.5602836879,137207.24,97372.88,0,0,-0.659,0,0,MANUFACTURING
7516,SME,Overdraft,222310,160680,0.723,-0.069,61629,0.167,170945,0,0,0,0,1,0.792,0.7575000000000001,0.792,0.723,0.03450000000000003,0.2772209977059062,L3_200_500k,0.167,0,0,0,1.2,0.75,0.7049999999999998,0.40020000000000006,160680,721654.0419161674,211971.8,150431.6,0,0,-0.583,0,0,MANUFACTURING
7517,Retail,Overdraft,108354,99823,0.921,0.021,8530,0.249,101945,0,1,1,0,1,0.9,0.9105000000000001,0.921,0.9,0.01050000000000001,0.07872344352769625,L2_50_200k,0.249,0,0,1,1.0,0.85,0.7749999999999999,0.48940000000000006,99823,317298.6947791164,122334.0,91750.5,1,0,-0.601,0,0,SERVICES
7518,Retail,Revolver,78326,57256,0.731,-0.057,21069,0.484,67447,30,0,0,0,1,0.788,0.7595000000000001,0.788,0.731,0.028500000000000025,0.2689911395960473,L2_50_200k,0.484,0,1,0,1.0,0.8,0.74,0.6104,57256,103121.44628099173,80936.4,60702.3,0,0,-0.31600000000000006,0,0,SERVICES
7519,Corporate,Overdraft,5001294,2562514,0.512,0.085,2438779,0.318,3338306,0,0,1,0,1,0.427,0.46950000000000003,0.512,0.427,0.04250000000000001,0.48762960145914236,L4_500k_plus,0.318,0,0,0,1.1,0.75,0.7049999999999998,0.4908,2562514,7400961.415094337,4072733.32,2971092.34,0,0,-0.432,0,0,
7520,SME,CreditLine,412680,66152,0.16,0.004,346528,0.128,110383,0,0,0,0,1,0.156,0.158,0.16,0.156,0.0020000000000000018,0.8397014636037607,L3_200_500k,0.128,0,0,0,1.2,0.5,0.53,0.2768,66152,457054.609375,136874.92,97137.04,0,1,-0.372,1,0,MANUFACTURING
7521,Retail,Card,50581,27021,0.534,0.016,23560,0.626,41758,5,0,0,1,0,0.518,0.526,0.534,0.518,0.008000000000000007,0.46578754868428857,L2_50_200k,0.626,0,0,0,1.0,0.5,0.53,0.5756,27021,35354.21725239616,50109.6,37582.200000000004,0,0,0.126,1,0,SERVICES
7522,SME,CreditLine,165530,90238,0.545,-0.075,75291,0.44,123400,0,0,0,0,1,0.62,0.5825,0.62,0.545,0.03749999999999998,0.45484806379508247,L2_50_200k,0.44,0,0,0,1.2,0.5,0.53,0.464,90238,148640.9090909091,153016.0,108592.0,0,0,-0.06,0,0,MANUFACTURING
7523,Corporate,Overdraft,3103168,313823,0.101,-0.06,2789345,0.156,750109,0,0,0,0,1,0.161,0.131,0.161,0.101,0.03,0.8988701224039434,L4_500k_plus,0.156,0,0,0,1.1,0.75,0.7049999999999998,0.39360000000000006,313823,3389915.6730769225,915132.98,667597.01,0,1,-0.594,0,0,
7524,SME,Revolver,130775,13146,0.101,0.124,117629,0.635,87812,5,1,0,0,1,0.0,0.0505,0.101,0.0,0.0505,0.8994761995794304,L2_50_200k,0.635,0,0,1,1.2,0.85,0.7749999999999999,0.7210000000000001,13146,107172.12598425195,108886.88,77274.56,0,1,-0.21499999999999997,0,0,MANUFACTURING
7525,Retail,Revolver,156748,118993,0.759,-0.096,37755,0.711,145840,60,1,0,0,1,0.855,0.8069999999999999,0.855,0.759,0.04799999999999999,0.24086431724806695,L2_50_200k,0.711,0,1,1,1.0,0.9,0.81,0.7866,118993,166146.835443038,175008.0,131256.0,0,0,-0.18900000000000006,0,0,SERVICES
7526,SME,CreditLine,201048,171669,0.854,0.072,29378,0.509,186620,0,1,0,0,1,0.782,0.8180000000000001,0.854,0.782,0.035999999999999976,0.14612430862281645,L3_200_500k,0.509,0,0,1,1.2,0.6,0.6,0.5454,171669,219984.2829076621,231408.8,164225.6,1,0,-0.09099999999999997,0,0,MANUFACTURING
7527,SME,CreditLine,241289,192146,0.796,-0.014,49142,0.691,226114,30,1,0,0,1,0.81,0.803,0.81,0.796,0.007000000000000006,0.20366448532672438,L3_200_500k,0.691,0,1,1,1.2,0.65,0.635,0.6746,192146,207789.27641099857,280381.36,198980.32,0,0,0.040999999999999925,0,0,MANUFACTURING
7528,SME,CreditLine,254915,171573,0.673,0.295,83342,0.348,200613,5,1,1,0,1,0.37800000000000006,0.5255000000000001,0.673,0.37800000000000006,0.1475,0.3269403526665751,L3_200_500k,0.348,0,0,1,1.2,0.6,0.6,0.4488,171573,345884.4827586207,248760.12,176539.44,0,0,-0.252,0,0,MANUFACTURING
7529,Retail,Overdraft,31119,8840,0.284,0.102,22279,0.412,18018,0,1,0,0,1,0.182,0.23299999999999998,0.284,0.182,0.05099999999999999,0.7159291751020277,L1_0_50k,0.412,0,0,1,1.0,0.85,0.7749999999999999,0.5871999999999999,8840,33893.08252427184,21621.6,16216.2,0,0,-0.438,0,1,SERVICES
7530,Retail,Overdraft,104197,91470,0.878,0.169,12727,0.424,96871,60,1,1,0,1,0.709,0.7935,0.878,0.709,0.08450000000000002,0.12214363177442729,L2_50_200k,0.424,0,1,1,1.0,0.9,0.81,0.6144000000000001,91470,185060.16509433964,116245.2,87183.90000000001,1,0,-0.47600000000000003,0,0,SERVICES
7531,SME,Revolver,338393,143378,0.424,-0.035,195015,0.899,318691,5,0,0,0,1,0.45899999999999996,0.4415,0.45899999999999996,0.424,0.017499999999999988,0.5762973820380445,L3_200_500k,0.899,1,0,0,1.2,0.75,0.7049999999999998,0.8394,143378,249918.9710789766,395176.84,280448.08,0,0,0.14900000000000002,1,0,MANUFACTURING
7532,Retail,CreditLine,53427,32342,0.605,0.034,21084,0.215,36881,0,0,0,0,1,0.571,0.588,0.605,0.571,0.017000000000000015,0.3946319276770172,L2_50_200k,0.215,0,0,0,1.0,0.5,0.53,0.329,32342,90915.9534883721,44257.2,33192.9,0,0,-0.28500000000000003,1,0,SERVICES
7533,Corporate,CreditLine,1590233,494355,0.311,-0.134,1095877,0.221,736392,5,0,0,0,1,0.445,0.378,0.445,0.311,0.067,0.6891298319177127,L4_500k_plus,0.221,0,0,0,1.1,0.5,0.53,0.3326,494355,1766007.9638009048,898398.24,655388.88,0,0,-0.279,0,0,
7534,SME,Overdraft,415664,250708,0.603,-0.029,164956,0.275,296092,5,0,1,0,1,0.632,0.6174999999999999,0.632,0.603,0.014500000000000013,0.3968493783440471,L3_200_500k,0.275,0,0,0,1.2,0.75,0.7049999999999998,0.4650000000000001,250708,759072.218181818,367154.08,260560.96,0,0,-0.475,1,1,MANUFACTURING
7535,SME,Revolver,171343,129753,0.757,-0.073,41590,0.601,154750,60,1,0,0,1,0.83,0.7935,0.83,0.757,0.03649999999999998,0.24272949580665681,L2_50_200k,0.601,0,1,1,1.2,0.9,0.81,0.7206,129753,208564.89184692182,191890.0,136180.0,0,0,-0.29900000000000004,0,0,MANUFACTURING
7536,SME,Card,209813,198399,0.946,-0.079,11413,0.851,208116,5,1,0,1,0,1.0,0.973,1.0,0.946,0.027000000000000024,0.054396057441626594,L3_200_500k,0.851,1,0,1,1.2,0.6,0.6,0.7505999999999999,198399,146732.7849588719,258063.84,183142.08,1,0,0.251,0,0,MANUFACTURING
7537,SME,Overdraft,171808,140353,0.817,-0.011,31454,0.279,149136,0,1,0,0,1,0.828,0.8225,0.828,0.817,0.005500000000000005,0.18307645744086423,L2_50_200k,0.279,0,0,1,1.2,0.85,0.7749999999999999,0.5074000000000001,140353,414266.66666666657,184928.63999999998,131239.68,1,0,-0.571,0,0,MANUFACTURING
7538,SME,Revolver,154085,56130,0.364,-0.063,97955,0.453,100498,0,0,0,0,1,0.427,0.39549999999999996,0.427,0.364,0.0315,0.6357205438556641,L2_50_200k,0.453,0,0,0,1.2,0.75,0.7049999999999998,0.5718000000000001,56130,156404.17218543042,124617.52,88438.24,0,0,-0.297,0,0,MANUFACTURING
7539,SME,CreditLine,278586,78035,0.28,-0.111,200551,0.338,145830,0,0,0,0,1,0.391,0.3355,0.391,0.28,0.055499999999999994,0.7198890109337871,L3_200_500k,0.338,0,0,0,1.2,0.5,0.53,0.40280000000000005,78035,228668.34319526626,180829.2,128330.4,0,0,-0.16199999999999998,1,0,MANUFACTURING
7540,Corporate,Revolver,492344,232549,0.472,0.08,259795,0.472,355169,0,0,0,0,1,0.39199999999999996,0.43199999999999994,0.472,0.39199999999999996,0.04000000000000001,0.5276696781112393,L3_200_500k,0.472,0,0,0,1.1,0.75,0.7049999999999998,0.5831999999999999,232549,530496.0699152541,433306.18,316100.41000000003,0,0,-0.278,0,0,
7541,SME,Revolver,364528,158637,0.435,0.11,205891,0.56,273855,0,1,0,0,1,0.325,0.38,0.435,0.325,0.05499999999999999,0.5648153228284247,L3_200_500k,0.56,0,0,1,1.2,0.85,0.7749999999999999,0.676,158637,378995.75892857136,339580.2,240992.4,0,0,-0.2899999999999999,0,0,MANUFACTURING
7542,Retail,CreditLine,63457,6611,0.104,0.167,56846,0.241,20288,5,1,0,0,1,0.0,0.052,0.104,0.0,0.052,0.8958192161621256,L2_50_200k,0.241,0,0,1,1.0,0.6,0.6,0.38459999999999994,6611,50509.54356846473,24345.6,18259.2,0,1,-0.359,0,0,SERVICES
7543,Corporate,Card,2602220,1732300,0.666,0.091,869919,0.868,2487003,60,1,0,1,0,0.5750000000000001,0.6205,0.666,0.5750000000000001,0.045499999999999985,0.33429879103227245,L4_500k_plus,0.868,1,1,1,1.1,0.65,0.635,0.7807999999999999,1732300,1819408.8767281105,3034143.66,2213432.67,0,0,0.21799999999999997,0,0,
7544,SME,CreditLine,304546,128534,0.422,-0.199,176011,0.316,184214,0,0,0,0,1,0.621,0.5215,0.621,0.422,0.0995,0.577945532037853,L3_200_500k,0.316,0,0,0,1.2,0.5,0.53,0.3896,128534,308966.5189873418,228425.36,162108.32,0,0,-0.184,0,0,MANUFACTURING
7545,Corporate,Revolver,1718651,1593874,0.927,-0.064,124777,0.482,1654032,0,1,0,0,1,0.9910000000000001,0.9590000000000001,0.9910000000000001,0.927,0.03200000000000003,0.07260170913117323,L4_500k_plus,0.482,0,0,1,1.1,0.85,0.7749999999999999,0.6292,1593874,2659491.2863070536,2017919.04,1472088.48,1,0,-0.368,0,0,
7546,SME,CreditLine,195787,55826,0.285,-0.267,139961,0.332,102260,0,0,1,0,1,0.552,0.4185,0.552,0.285,0.13350000000000004,0.7148636017713127,L2_50_200k,0.332,0,0,0,1.2,0.5,0.53,0.3992,55826,163246.3855421687,126802.4,89988.8,0,0,-0.16799999999999998,0,0,MANUFACTURING
7547,Retail,CreditLine,52167,27284,0.523,-0.08,24883,0.529,40458,60,1,0,0,1,0.603,0.563,0.603,0.523,0.03999999999999998,0.47698736749285947,L2_50_200k,0.529,0,1,1,1.0,0.65,0.635,0.5774,27284,48564.89603024574,48549.6,36412.200000000004,0,0,-0.121,0,0,SERVICES
7548,SME,Overdraft,165109,55146,0.334,0.123,109962,0.358,94558,0,1,1,0,1,0.21100000000000002,0.2725,0.334,0.21100000000000002,0.0615,0.6659964023766118,L2_50_200k,0.358,0,0,1,1.2,0.85,0.7749999999999999,0.5548,55146,204699.58100558657,117251.92,83211.04,0,0,-0.492,1,1,MANUFACTURING
7549,Corporate,Revolver,2063509,371982,0.18,-0.009,1691527,0.351,965030,0,0,1,0,1,0.189,0.1845,0.189,0.18,0.004500000000000004,0.8197332795737746,L4_500k_plus,0.351,0,0,0,1.1,0.75,0.7049999999999998,0.5106,371982,1938308.1196581193,1177336.5999999999,858876.7000000001,0,1,-0.399,1,0,
7550,SME,Revolver,330117,202764,0.614,-0.058,127352,0.788,303155,0,0,0,0,1,0.672,0.643,0.672,0.614,0.029000000000000026,0.3857783755456399,L3_200_500k,0.788,1,0,0,1.2,0.75,0.7049999999999998,0.7728,202764,271223.6992385786,375912.2,266776.4,0,0,0.038000000000000034,1,0,MANUFACTURING
7551,Corporate,Revolver,2132651,991622,0.465,-0.108,1141028,0.594,1669547,30,0,0,0,1,0.5730000000000001,0.519,0.5730000000000001,0.465,0.05400000000000002,0.5350280003619908,L4_500k_plus,0.594,0,1,0,1.1,0.8,0.74,0.6764000000000001,991622,2079907.0370370373,2036847.3399999999,1485896.83,0,0,-0.20600000000000007,0,0,
7552,Retail,Revolver,46698,42920,0.919,0.028,3778,0.512,44855,0,1,1,0,1,0.891,0.905,0.919,0.891,0.014000000000000012,0.08090282239068054,L1_0_50k,0.512,0,0,1,1.0,0.85,0.7749999999999999,0.6472,42920,67895.75195312499,53826.0,40369.5,1,0,-0.33799999999999997,0,0,SERVICES
7553,SME,CreditLine,296573,48990,0.165,-0.008,247583,0.309,125595,0,0,0,0,1,0.17300000000000001,0.169,0.17300000000000001,0.165,0.0040000000000000036,0.8348130139965539,L3_200_500k,0.309,0,0,0,1.2,0.5,0.53,0.38539999999999996,48990,215421.84466019418,155737.8,110523.6,0,1,-0.191,0,0,MANUFACTURING
7554,Retail,Overdraft,19945,1995,0.1,0.051,17950,0.21,5766,0,0,0,0,1,0.04900000000000001,0.07450000000000001,0.1,0.04900000000000001,0.0255,0.8999749310604162,L1_0_50k,0.21,0,0,0,1.0,0.75,0.7049999999999998,0.42600000000000005,1995,19357.285714285714,6919.2,5189.400000000001,0,1,-0.54,0,0,SERVICES
7555,Retail,CreditLine,25818,24251,0.939,0.139,1566,0.417,24905,90,1,0,0,1,0.7999999999999999,0.8694999999999999,0.939,0.7999999999999999,0.0695,0.06065535672786428,L1_0_50k,0.417,0,1,1,1.0,0.65,0.635,0.5102,24251,37924.88009592326,29886.0,22414.5,1,0,-0.23300000000000004,0,1,SERVICES
7556,Corporate,Revolver,1849107,1687539,0.913,0.067,161567,0.633,1789831,5,1,0,0,1,0.8460000000000001,0.8795000000000001,0.913,0.8460000000000001,0.033499999999999974,0.08737568999522473,L4_500k_plus,0.633,0,0,1,1.1,0.85,0.7749999999999999,0.7198,1687539,2191341.2717219586,2183593.82,1592949.59,1,0,-0.21699999999999997,0,0,
7557,Corporate,CreditLine,1893273,1346263,0.711,-0.02,547010,0.285,1501985,0,0,0,0,1,0.731,0.721,0.731,0.711,0.010000000000000009,0.2889229392697197,L4_500k_plus,0.285,0,0,0,1.1,0.5,0.53,0.371,1346263,2793165.0877192984,1832421.7,1336766.65,0,0,-0.21500000000000002,0,0,
7558,SME,Revolver,399840,182238,0.456,0.082,217601,0.307,248934,0,0,0,0,1,0.374,0.41500000000000004,0.456,0.374,0.04100000000000001,0.5442201880752301,L3_200_500k,0.307,0,0,0,1.2,0.75,0.7049999999999998,0.4842000000000001,182238,571656.2540716612,308678.16,219061.92,0,0,-0.443,0,0,MANUFACTURING
7559,Retail,Overdraft,16281,11250,0.691,-0.197,5031,0.351,13017,60,1,0,0,1,0.8879999999999999,0.7894999999999999,0.8879999999999999,0.691,0.09849999999999998,0.30901050304035377,L1_0_50k,0.351,0,1,1,1.0,0.9,0.81,0.5706,11250,30039.230769230773,15620.4,11715.300000000001,0,0,-0.549,0,0,SERVICES
7560,Corporate,CreditLine,1589256,1437429,0.904,0.253,151826,0.648,1535864,0,1,0,0,1,0.651,0.7775000000000001,0.904,0.651,0.1265,0.09553275243258481,L4_500k_plus,0.648,0,0,1,1.1,0.6,0.6,0.6288,1437429,1422096.2962962962,1873754.08,1366918.96,1,0,0.04800000000000004,0,0,
7561,Retail,Revolver,78009,52634,0.675,0.016,25375,0.742,71453,0,0,0,0,1,0.659,0.667,0.675,0.659,0.008000000000000007,0.32528298016895485,L2_50_200k,0.742,0,0,0,1.0,0.75,0.7049999999999998,0.7452000000000001,52634,67889.97978436657,85743.59999999999,64307.700000000004,0,0,-0.008000000000000007,0,0,SERVICES
7562,Corporate,Card,3061064,652642,0.213,0.039,2408422,0.595,2085419,0,0,0,1,0,0.174,0.1935,0.213,0.174,0.019500000000000003,0.7867924355714222,L4_500k_plus,0.595,0,0,0,1.1,0.5,0.53,0.5569999999999999,652642,1857600.117647059,2544211.18,1856022.91,0,0,0.09499999999999997,0,0,
7563,SME,Card,271072,44814,0.165,-0.024,226257,0.708,204951,30,0,0,1,0,0.189,0.177,0.189,0.165,0.011999999999999997,0.8346749203163735,L3_200_500k,0.708,0,1,0,1.2,0.55,0.565,0.6448,44814,163555.52966101695,254139.24,180356.88,0,1,0.15799999999999992,1,0,MANUFACTURING
7564,Retail,Revolver,83821,47044,0.561,-0.051,36776,0.621,69888,30,0,0,0,1,0.6120000000000001,0.5865,0.6120000000000001,0.561,0.025500000000000023,0.4387444673769103,L2_50_200k,0.621,0,1,0,1.0,0.8,0.74,0.6926000000000001,47044,83280.38647342994,83865.59999999999,62899.200000000004,0,0,-0.17900000000000005,0,0,SERVICES
7565,SME,Overdraft,573768,333632,0.581,-0.02,240135,0.254,394608,5,0,0,0,1,0.601,0.591,0.601,0.581,0.010000000000000009,0.4185228175848078,L4_500k_plus,0.254,0,0,0,1.2,0.75,0.7049999999999998,0.4524,333632,1095270.2362204723,489313.92,347255.04,0,0,-0.496,0,0,MANUFACTURING
7566,Retail,CreditLine,41438,5511,0.133,-0.277,35926,0.62,27793,0,0,0,0,1,0.41000000000000003,0.2715,0.41000000000000003,0.133,0.1385,0.8669819972006371,L1_0_50k,0.62,0,0,0,1.0,0.5,0.53,0.5720000000000001,5511,23758.532258064515,33351.6,25013.7,0,1,0.12,0,1,SERVICES
7567,Retail,Revolver,65806,23579,0.358,-0.182,42227,0.423,41458,0,0,0,0,1,0.54,0.449,0.54,0.358,0.09100000000000003,0.641689207671033,L2_50_200k,0.423,0,0,0,1.0,0.75,0.7049999999999998,0.5538000000000001,23579,69096.66666666666,49749.6,37312.200000000004,0,0,-0.327,1,0,SERVICES
7568,Retail,Revolver,21570,11790,0.547,-0.048,9780,0.561,17277,0,0,0,0,1,0.5950000000000001,0.5710000000000001,0.5950000000000001,0.547,0.02400000000000002,0.4534075104311544,L1_0_50k,0.561,0,0,0,1.0,0.75,0.7049999999999998,0.6366,11790,21711.737967914432,20732.399999999998,15549.300000000001,0,0,-0.18899999999999995,0,0,SERVICES
7569,Retail,CreditLine,47463,12806,0.27,-0.159,34656,0.435,27899,0,0,0,0,1,0.42900000000000005,0.34950000000000003,0.42900000000000005,0.27,0.07950000000000002,0.7301687630364705,L1_0_50k,0.435,0,0,0,1.0,0.5,0.53,0.461,12806,33991.88505747126,33478.799999999996,25109.100000000002,0,0,-0.065,0,0,SERVICES
7570,SME,Overdraft,172923,72841,0.421,0.041,100082,0.207,93543,30,0,0,0,1,0.38,0.40049999999999997,0.421,0.38,0.02049999999999999,0.5787662716931814,L2_50_200k,0.207,0,1,0,1.2,0.8,0.74,0.44420000000000004,72841,334404.92753623193,115993.31999999999,82317.84,0,0,-0.5930000000000001,0,0,MANUFACTURING
