cust_id,segment,facility_type,sector_code,limit_amt,current_balance,util_ratio,util_ratio_12m_ago,util_ratio_6m_ago,util_change_12m,util_max_12m,util_min_12m,util_vol_12m,undrawn_amt,undrawn_ratio,limit_bucket,obs_ccf,obs_ccf_capped,obs_ccf_high_flag,ccf_baseline,ccf_ttc,ccf_pit,ccf_gap,ead_current,ead_ttc,ead_at_default,ead_stressed_up,ead_stressed_down,dpd_12m_max,dpd_ever_30plus,high_risk_flag,high_risk_dpd_flag,secured_flag,revolving_flag,segment_stress_scale,high_util_flag,low_util_flag,new_to_bank_flag,refinance_flag,default_flag
9056,Corporate,Term Loan,Construction,373786,170820.2,0.457,0.3524064169349619,0.4368919931737879,0.105,0.457,0.3524064169349619,0.105,202965.8,0.543,300k-500k,0.532,0.532,1,0.46,0.457,0.487,0.072,264184.47,277393.69,278798.01,343439.81,237766.02,0,0,1,0,0,0,0.101,0,0,0,0,0
9057,Corporate,Credit Card,Public Sector,246623,116406.06,0.472,0.2243540868587541,0.5424847630870444,0.248,0.5424847630870444,0.2243540868587541,0.318,130216.94,0.528,150k-300k,0.273,0.273,0,0.184,0.193,0.224,0.089,140365.98,147384.28,151955.28,182475.77,126329.38,0,0,1,0,0,1,0.22,0,0,1,0,0
9058,Retail,Credit Card,Manufacturing,583580,399168.72,0.684,0.67274139629037,0.6764662449633403,0.011,0.684,0.67274139629037,0.011,184411.28000000003,0.316,500k+,0.654,0.654,1,0.68,0.698,0.67,-0.026,524568.39,550796.81,519773.7,524568.39,472111.55,15,0,0,0,1,1,0.056,0,0,0,0,0
9059,Retail,Revolving Loan,Construction,337311,111649.94,0.331,0.2923163456189472,0.27285564082873515,0.039,0.331,0.27285564082873515,0.058,225661.06,0.669,300k-500k,0.551,0.551,1,0.283,0.307,0.326,0.268,175512.02,184287.62,235989.18,263268.03,157960.82,90,1,1,1,0,0,0.136,0,0,0,0,0
9060,Retail,Term Loan,Construction,237605,97655.66,0.411,0.2662628078064369,0.35801312989249257,0.145,0.411,0.2662628078064369,0.145,139949.34,0.589,150k-300k,0.334,0.334,0,0.355,0.42,0.407,-0.021,147337.68,154704.56,144398.74,147337.68,132603.91,15,0,0,0,0,0,0.166,0,0,0,0,0
9061,Corporate,Term Loan,Trading,67939,48100.81,0.708,0.6647565906723627,0.6040675487917702,0.043,0.708,0.6040675487917702,0.104,19838.190000000002,0.292,50k-150k,0.349,0.349,0,0.231,0.231,0.299,0.118,52683.43,55317.6,55024.34,68488.46,47415.09,0,0,1,0,0,0,0.212,0,0,0,0,0
9062,Corporate,Revolving Loan,Services,156970,17266.7,0.11,0.029883470349775815,0.10027888049975947,0.08,0.11,0.029883470349775815,0.08,139703.3,0.89,150k-300k,0.339,0.339,0,0.101,0.116,0.154,0.238,31376.73,32945.57,64626.12,47065.1,28239.06,30,1,1,0,0,0,0.198,0,1,0,0,0
9063,SME,Revolving Loan,Manufacturing,108533,7488.78,0.069,0.02740204554323636,0.0,0.042,0.069,0.0,0.069,101044.22,0.931,50k-150k,0.509,0.509,1,0.264,0.284,0.291,0.245,34164.45,35872.67,58920.29,51246.68,30748.0,30,1,1,0,0,0,0.329,0,1,0,0,1
9064,Retail,Revolving Loan,Manufacturing,429948,177138.58,0.412,0.3179080831289602,0.410067840724315,0.094,0.412,0.3179080831289602,0.094,252809.42,0.588,300k-500k,0.45,0.45,0,0.484,0.479,0.453,-0.034,299498.34,314473.26,290902.82,299498.34,269548.51,0,0,0,0,0,0,0.05,0,0,0,0,0
9065,Retail,Overdraft,Services,123288,23794.58,0.193,0.0,0.17612787468337265,0.193,0.193,0.0,0.193,99493.42,0.807,50k-150k,0.57,0.57,1,0.419,0.425,0.422,0.151,65482.32,68756.44,80505.83,78578.78,58934.09,60,1,0,0,0,1,0.162,0,1,0,0,0
9066,Retail,Overdraft,Public Sector,224617,93440.67,0.416,0.15203340347433442,0.36367827722620283,0.264,0.416,0.15203340347433442,0.264,131176.33000000002,0.584,150k-300k,0.725,0.725,1,0.525,0.551,0.55,0.2,162308.24,170423.65,188543.51,243462.36,146077.42,90,1,1,1,0,1,0.121,0,0,0,0,1
9067,Retail,Credit Card,Services,311742,99133.96,0.318,0.31479418717525254,0.3479937425623562,0.003,0.3479937425623562,0.31479418717525254,0.033,212608.03999999998,0.682,300k-500k,0.413,0.413,0,0.337,0.359,0.375,0.076,170782.87,179322.01,186941.08,170782.87,153704.58,0,0,0,0,0,1,0.163,0,0,0,0,0
9068,Retail,Term Loan,Public Sector,122005,63198.59,0.518,0.3798257397214216,0.40020440643261546,0.138,0.518,0.3798257397214216,0.138,58806.41,0.482,50k-150k,0.221,0.221,0,0.101,0.135,0.12,0.12,69138.04,72594.94,76194.81,89879.45,62224.24,0,0,1,0,1,0,0.149,0,0,1,0,0
9069,Retail,Revolving Loan,Manufacturing,91707,38058.4,0.415,0.2839131134255656,0.42610237092146475,0.131,0.42610237092146475,0.2839131134255656,0.142,53648.6,0.585,50k-150k,0.202,0.202,0,0.238,0.235,0.272,-0.036,50826.77,53368.11,48895.42,50826.77,45744.09,15,0,0,0,1,0,0.067,0,0,0,0,0
9070,Retail,Revolving Loan,Trading,329692,62641.48,0.19,0.22526128060516382,0.2140973946525614,-0.035,0.22526128060516382,0.19,0.035,267050.52,0.81,300k-500k,0.502,0.502,1,0.5,0.511,0.559,0.002,196166.74,205975.08,196700.84,196166.74,176550.07,0,0,0,0,0,0,0.106,0,1,1,0,0
9071,Corporate,Term Loan,Construction,493235,76944.66,0.156,0.0,0.10434089698837866,0.156,0.156,0.0,0.156,416290.33999999997,0.844,300k-500k,0.435,0.435,0,0.395,0.416,0.472,0.04,241379.34,253448.31,258030.96,241379.34,217241.41,0,0,0,0,1,0,0.185,0,1,0,0,0
9072,SME,Overdraft,Manufacturing,223762,109419.62,0.489,0.43039049745235675,0.5901908335398484,0.059,0.5901908335398484,0.43039049745235675,0.16,114342.38,0.511,150k-300k,0.643,0.643,1,0.507,0.513,0.532,0.136,167391.21,175760.77,182941.77,217608.57,150652.09,0,0,1,0,0,1,0.38,0,0,0,0,0
9073,Retail,Term Loan,Manufacturing,111153,51019.23,0.459,0.44353192247166906,0.5117215078489594,0.015,0.5117215078489594,0.44353192247166906,0.068,60133.77,0.541,50k-150k,0.501,0.501,1,0.423,0.467,0.451,0.078,76455.81,80278.6,81146.25,99392.55,68810.23,0,0,1,0,1,0,0.116,0,0,0,0,0
9074,Retail,Credit Card,Manufacturing,189561,116959.14,0.617,0.5727560325354161,0.5160407487774007,0.044,0.617,0.5160407487774007,0.101,72601.86,0.383,150k-300k,0.313,0.313,0,0.317,0.289,0.393,-0.004,139973.93,146972.63,139683.52,139973.93,125976.54,0,0,0,0,0,1,0.187,0,0,0,0,0
9075,Retail,Overdraft,Construction,353093,305778.54,0.866,0.919547215896526,0.8301007881464343,-0.054,0.919547215896526,0.8301007881464343,0.089,47314.46000000002,0.134,300k-500k,0.715,0.715,1,0.56,0.573,0.579,0.155,332274.64,348888.37,339608.38,431957.03,299047.18,0,0,1,0,1,1,0.182,1,0,0,0,0
9076,SME,Term Loan,Public Sector,368426,134107.06,0.364,0.22753791251649969,0.31643449828422054,0.136,0.364,0.22753791251649969,0.136,234318.94,0.636,300k-500k,0.195,0.195,0,0.088,0.098,0.096,0.107,154727.13,162463.49,179799.25,201145.27,139254.42,0,0,1,0,1,0,0.169,0,0,1,0,0
9077,SME,Term Loan,Trading,538567,300520.39,0.558,0.8026070959643732,0.6368652778331684,-0.245,0.8026070959643732,0.558,0.245,238046.61,0.442,500k+,0.642,0.642,1,0.369,0.353,0.374,0.273,388359.59,407777.57,453346.31,582539.38,349523.63,30,1,1,0,0,0,0.213,0,0,0,0,0
9078,SME,Credit Card,Trading,491494,133686.37,0.272,0.19527106113716447,0.19097628615852305,0.077,0.272,0.19097628615852305,0.081,357807.63,0.728,300k-500k,0.51,0.51,1,0.405,0.433,0.454,0.105,278598.46,292528.38,316168.26,362178.0,250738.61,0,0,1,0,0,1,0.318,0,0,0,0,1
9079,SME,Term Loan,Trading,27925,19659.2,0.704,0.5871703221110204,0.6898518128591541,0.117,0.704,0.5871703221110204,0.117,8265.8,0.296,0-50k,0.544,0.544,1,0.41,0.4,0.508,0.134,23048.18,24200.59,24155.8,29962.63,20743.36,0,0,1,0,1,0,0.396,0,0,1,1,1
9080,Retail,Overdraft,Public Sector,159487,19616.9,0.123,0.0,0.14092281549452215,0.123,0.14092281549452215,0.0,0.141,139870.1,0.877,150k-300k,0.616,0.616,1,0.317,0.352,0.307,0.299,63955.72,67153.51,105776.88,95933.58,57560.15,30,1,1,0,0,1,0.155,0,1,0,0,0
9081,Retail,Revolving Loan,Services,534860,227315.5,0.425,0.2963432392442228,0.4604415573605404,0.129,0.4604415573605404,0.2963432392442228,0.164,307544.5,0.575,500k+,0.614,0.614,1,0.4,0.438,0.436,0.214,350333.3,367849.96,416147.82,455433.29,315299.97,0,0,1,0,0,0,0.052,0,0,0,0,0
9082,Retail,Revolving Loan,Services,220184,143339.78,0.651,0.5165665802790149,0.7440895219016643,0.134,0.7440895219016643,0.5165665802790149,0.228,76844.22,0.349,150k-300k,0.264,0.264,0,0.27,0.295,0.283,-0.006,164087.72,172292.11,163626.65,164087.72,147678.95,0,0,0,0,0,0,0.108,0,0,1,0,0
9083,Retail,Revolving Loan,Trading,83221,16311.32,0.196,0.15839111338035716,0.1836679122143788,0.038,0.196,0.15839111338035716,0.038,66909.68,0.804,50k-150k,0.754,0.754,1,0.484,0.522,0.548,0.27,48695.61,51130.39,66761.22,73043.42,43826.05,30,1,1,0,1,0,0.074,0,1,0,0,0
9084,SME,Overdraft,Manufacturing,353830,86688.35,0.245,0.2769005558004108,0.181192623616025,-0.032,0.2769005558004108,0.181192623616025,0.096,267141.65,0.755,300k-500k,0.47,0.47,0,0.351,0.333,0.377,0.119,180455.07,189477.82,212244.93,234591.59,162409.56,15,0,1,0,0,1,0.173,0,0,0,0,0
9085,Retail,Term Loan,Manufacturing,166496,98066.14,0.589,0.47976764528274674,0.5334798014013791,0.109,0.589,0.47976764528274674,0.109,68429.86,0.411,150k-300k,0.281,0.281,0,0.278,0.319,0.299,0.003,117089.64,122944.12,117294.93,117089.64,105380.68,0,0,0,0,1,0,0.105,0,0,0,0,1
9086,Retail,Term Loan,Construction,108726,44034.03,0.405,0.4123747341867354,0.49610757148137985,-0.007,0.49610757148137985,0.405,0.091,64691.97,0.595,50k-150k,0.567,0.567,1,0.39,0.418,0.427,0.177,69263.9,72727.1,80714.38,90043.07,62337.51,0,0,1,0,0,0,0.144,0,0,0,0,0
9087,Retail,Term Loan,Services,267105,113252.52,0.424,0.18954326769198215,0.37744166057159356,0.234,0.424,0.18954326769198215,0.234,153852.47999999998,0.576,150k-300k,0.52,0.52,1,0.383,0.426,0.44,0.137,172178.02,180786.92,193255.81,223831.43,154960.22,0,0,1,0,1,0,0.123,0,0,1,0,1
9088,Corporate,Term Loan,Manufacturing,467928,178748.5,0.382,0.3934331528953522,0.40626980446316924,-0.011,0.40626980446316924,0.382,0.024,289179.5,0.618,300k-500k,0.513,0.513,1,0.258,0.229,0.32,0.255,253356.81,266024.65,327097.58,380035.22,228021.13,30,1,1,0,0,0,0.226,0,0,0,0,0
9089,Retail,Revolving Loan,Trading,527522,422545.12,0.801,0.7578399169895881,0.6579706492219102,0.043,0.801,0.6579706492219102,0.143,104976.88,0.199,500k+,0.409,0.409,0,0.393,0.396,0.38,0.016,463801.03,486991.08,465480.66,463801.03,417420.93,0,0,0,0,0,0,0.162,1,0,0,0,0
9090,SME,Overdraft,Construction,110542,30177.97,0.273,0.3302562803178187,0.14731140165897866,-0.057,0.3302562803178187,0.14731140165897866,0.183,80364.03,0.727,50k-150k,0.463,0.463,0,0.328,0.365,0.313,0.135,56537.37,59364.24,67386.52,73498.58,50883.63,15,0,1,0,1,1,0.301,0,0,1,0,0
9091,Retail,Credit Card,Services,27617,11433.44,0.414,0.22379399596904248,0.3254183338704396,0.19,0.414,0.22379399596904248,0.19,16183.56,0.586,0-50k,0.691,0.691,1,0.47,0.459,0.514,0.221,19039.71,19991.7,22616.28,28559.56,17135.74,60,1,1,1,0,1,0.08,0,0,0,0,0
9092,Retail,Overdraft,Construction,331273,95406.62,0.288,0.13350363084044964,0.22222827221430558,0.154,0.288,0.13350363084044964,0.154,235866.38,0.712,300k-500k,0.678,0.678,1,0.673,0.65,0.706,0.005,254144.69,266851.92,255324.03,254144.69,228730.22,0,0,0,0,1,1,0.186,0,0,0,0,0
9093,Retail,Term Loan,Manufacturing,121076,48672.55,0.402,0.3258546446643627,0.2922270814102201,0.076,0.402,0.2922270814102201,0.11,72403.45,0.598,50k-150k,0.256,0.256,0,0.217,0.248,0.222,0.039,64384.1,67603.31,67207.83,64384.1,57945.69,0,0,0,0,0,0,0.189,0,0,0,0,0
9094,SME,Term Loan,Trading,57454,27233.2,0.474,0.5347205519443066,0.4553303101287149,-0.061,0.5347205519443066,0.4553303101287149,0.079,30220.8,0.526,50k-150k,0.506,0.506,1,0.553,0.556,0.591,-0.047,43945.3,46142.56,42524.92,43945.3,39550.77,0,0,0,0,1,0,0.33,0,0,0,0,0
9095,Retail,Overdraft,Trading,558558,339044.71,0.607,0.6000652855044553,0.6818722368794672,0.007,0.6818722368794672,0.6000652855044553,0.082,219513.28999999998,0.393,500k+,0.517,0.517,1,0.442,0.46,0.479,0.075,436069.58,457873.06,452533.08,436069.58,392462.62,0,0,0,0,0,1,0.188,0,0,0,0,0
9096,Corporate,Overdraft,Trading,451469,84424.7,0.187,0.11253170955767086,0.11987904613555347,0.074,0.187,0.11253170955767086,0.074,367044.3,0.813,300k-500k,0.692,0.692,1,0.613,0.623,0.605,0.079,309422.86,324894.0,338419.36,371307.43,278480.57,30,1,0,0,1,1,0.254,0,1,0,0,0
9097,Retail,Revolving Loan,Manufacturing,441580,118343.44,0.268,0.2066133873630993,0.26017813319108507,0.061,0.268,0.2066133873630993,0.061,323236.56,0.732,300k-500k,0.14,0.14,0,0.181,0.139,0.212,-0.041,176849.26,185691.72,163596.56,176849.26,159164.33,0,0,0,0,0,0,0.068,0,0,0,0,0
9098,Retail,Term Loan,Public Sector,377160,31681.44,0.084,0.14966124698888345,0.02671290607609178,-0.066,0.14966124698888345,0.02671290607609178,0.123,345478.56,0.916,300k-500k,0.536,0.536,1,0.416,0.421,0.462,0.12,175400.52,184170.55,216857.95,210480.62,157860.47,60,1,0,0,0,0,0.101,0,1,0,1,1
9099,Corporate,Overdraft,Trading,119400,8119.2,0.068,0.26782490220418204,0.026047281710735844,-0.2,0.26782490220418204,0.026047281710735844,0.242,111280.8,0.932,50k-150k,0.275,0.275,0,0.295,0.305,0.321,-0.02,40947.04,42994.39,38721.42,40947.04,36852.34,0,0,0,0,1,1,0.29,0,1,0,0,0
9100,Retail,Term Loan,Public Sector,532505,357310.86,0.671,0.6112905890403835,0.6112774369714207,0.06,0.671,0.6112774369714207,0.06,175194.14,0.329,500k+,0.551,0.551,1,0.263,0.289,0.309,0.288,403386.92,423556.27,453842.83,605080.38,363048.23,90,1,1,1,0,0,0.18,0,0,0,0,0
9101,SME,Overdraft,Trading,404032,280398.21,0.694,0.6350388264804856,0.6029899371938655,0.059,0.694,0.6029899371938655,0.091,123633.78999999998,0.306,300k-500k,0.195,0.195,0,0.028,0.032,0.126,0.167,283859.96,298052.96,304506.8,340631.95,255473.96,60,1,0,0,0,1,0.312,0,0,1,1,0
9102,SME,Term Loan,Public Sector,308250,122683.5,0.398,0.3416990330751349,0.3853555666964925,0.056,0.398,0.3416990330751349,0.056,185566.5,0.602,300k-500k,0.52,0.52,1,0.446,0.446,0.457,0.074,205446.16,215718.47,219178.08,205446.16,184901.54,15,0,0,0,0,0,0.277,0,0,0,0,0
9103,Retail,Overdraft,Services,173521,91619.09,0.528,0.4300775140682259,0.6156676844820843,0.098,0.6156676844820843,0.4300775140682259,0.186,81901.91,0.472,150k-300k,0.505,0.505,1,0.485,0.495,0.512,0.02,131341.52,137908.6,132979.55,131341.52,118207.37,0,0,0,0,1,1,0.196,0,0,1,0,0
9104,SME,Term Loan,Services,332306,88725.7,0.267,0.16774859591878052,0.23766380204278872,0.099,0.267,0.16774859591878052,0.099,243580.3,0.733,300k-500k,0.577,0.577,1,0.398,0.389,0.378,0.179,185670.66,194954.19,229271.53,222804.79,167103.59,30,1,0,0,1,0,0.332,0,0,0,0,0
9105,Retail,Credit Card,Trading,233583,97871.28,0.419,0.2876611518591261,0.34638380534992075,0.131,0.419,0.2876611518591261,0.131,135711.72,0.581,150k-300k,0.393,0.393,0,0.331,0.341,0.391,0.062,142791.86,149931.45,151205.99,142791.86,128512.67,0,0,0,0,1,1,0.149,0,0,0,0,0
9106,Retail,Revolving Loan,Construction,348507,94793.9,0.272,0.31461813492259927,0.21588064409351598,-0.043,0.31461813492259927,0.21588064409351598,0.099,253713.1,0.728,300k-500k,0.212,0.212,0,0.12,0.136,0.155,0.092,125239.47,131501.44,148581.08,162811.31,112715.52,15,0,1,0,1,0,0.192,0,0,0,0,0
9107,Retail,Credit Card,Construction,575463,326862.98,0.568,0.6238844438634858,0.5983602851922458,-0.056,0.6238844438634858,0.568,0.056,248600.02000000002,0.432,500k+,0.221,0.221,0,0.221,0.201,0.293,0.0,381803.58,400893.76,381803.58,381803.58,343623.22,15,0,0,0,1,1,0.075,0,0,0,0,0
9108,SME,Revolving Loan,Manufacturing,143730,63097.47,0.439,0.2352143563567113,0.4112253204488772,0.204,0.439,0.2352143563567113,0.204,80632.53,0.561,50k-150k,0.649,0.649,1,0.641,0.638,0.707,0.008,114782.92,120522.07,115427.98,114782.92,103304.63,15,0,0,0,1,0,0.172,0,0,0,0,0
9109,Retail,Revolving Loan,Services,595071,224936.84,0.378,0.2327738427979162,0.4154804207443863,0.145,0.4154804207443863,0.2327738427979162,0.183,370134.16000000003,0.622,500k+,0.481,0.481,0,0.276,0.301,0.337,0.205,327093.87,343448.56,402971.37,392512.64,294384.48,30,1,0,0,0,0,0.102,0,0,1,0,1
9110,SME,Overdraft,Services,392203,146291.72,0.373,0.25893768330049255,0.3157475684379986,0.114,0.373,0.25893768330049255,0.114,245911.28,0.627,300k-500k,0.594,0.594,1,0.475,0.47,0.499,0.119,263099.58,276254.56,292363.02,315719.5,236789.62,60,1,0,0,1,1,0.36,0,0,0,1,0
9111,Corporate,Credit Card,Construction,575892,331713.79,0.576,0.480439239786299,0.4900880541932995,0.096,0.576,0.480439239786299,0.096,244178.21000000002,0.424,500k+,0.355,0.355,0,0.327,0.326,0.371,0.028,411560.06,432138.06,418397.05,411560.06,370404.05,0,0,0,0,1,1,0.234,0,0,0,0,0
9112,Retail,Revolving Loan,Trading,158948,86944.56,0.547,0.3827790190722755,0.4360096530566086,0.164,0.547,0.3827790190722755,0.164,72003.44,0.453,150k-300k,0.043,0.043,0,0.031,0.047,0.127,0.012,89176.67,93635.5,90040.71,89176.67,80259.0,0,0,0,0,0,0,0.056,0,0,0,0,0
9113,Retail,Term Loan,Manufacturing,440585,67850.09,0.154,0.0,0.08830840695976694,0.154,0.154,0.0,0.154,372734.91000000003,0.846,300k-500k,0.249,0.249,0,0.262,0.294,0.298,-0.013,165506.64,173781.97,160661.08,165506.64,148955.98,0,0,0,0,1,0,0.059,0,1,0,0,0
9114,Retail,Overdraft,Services,475715,213120.32,0.448,0.28658385002042125,0.3898212070659349,0.161,0.448,0.28658385002042125,0.161,262594.68,0.552,300k-500k,0.384,0.384,0,0.403,0.428,0.484,-0.019,318945.98,334893.28,313956.68,318945.98,287051.38,0,0,0,0,1,1,0.144,0,0,1,0,0
9115,Retail,Overdraft,Manufacturing,385569,151914.19,0.394,0.3454291340268872,0.29056126745539707,0.049,0.394,0.29056126745539707,0.103,233654.81,0.606,300k-500k,0.355,0.355,0,0.374,0.36,0.353,-0.019,239301.09,251266.14,234861.65,239301.09,215370.98,0,0,0,0,1,1,0.129,0,0,0,1,0
9116,Retail,Term Loan,Services,460653,281458.98,0.611,0.6933036889234108,0.6381238986009142,-0.082,0.6933036889234108,0.611,0.082,179194.02000000002,0.389,300k-500k,0.528,0.528,1,0.506,0.514,0.563,0.022,372131.15,390737.71,376073.42,372131.15,334918.04,0,0,0,0,0,0,0.109,0,0,0,0,0
9117,SME,Term Loan,Public Sector,59933,26190.72,0.437,0.4675107879599774,0.3525192834527071,-0.031,0.4675107879599774,0.3525192834527071,0.115,33742.28,0.563,50k-150k,0.275,0.275,0,0.172,0.18,0.2,0.103,31994.39,33594.11,35469.85,31994.39,28794.95,15,0,0,0,0,0,0.355,0,0,0,1,0
9118,Corporate,Revolving Loan,Public Sector,394078,154084.5,0.391,0.36634058497240063,0.4009269384394281,0.025,0.4009269384394281,0.36634058497240063,0.035,239993.5,0.609,300k-500k,0.443,0.443,0,0.26,0.266,0.308,0.183,216482.81,227306.95,260401.62,259779.37,194834.53,60,1,0,0,1,0,0.152,0,0,0,0,0
9119,Corporate,Term Loan,Manufacturing,200715,66838.1,0.333,0.16231085240158133,0.282057258891241,0.171,0.333,0.16231085240158133,0.171,133876.9,0.667,150k-300k,0.467,0.467,0,0.292,0.287,0.337,0.175,105930.15,111226.66,129358.61,137709.2,95337.14,0,0,1,0,0,0,0.268,0,0,0,0,0
9120,Corporate,Overdraft,Construction,503831,375857.93,0.746,0.6558715448587447,0.6445158711636916,0.09,0.746,0.6445158711636916,0.101,127973.07,0.254,500k+,0.491,0.491,0,0.52,0.553,0.559,-0.029,442403.93,464524.13,438692.71,442403.93,398163.54,0,0,0,0,0,1,0.225,0,0,0,0,0
9121,Corporate,Term Loan,Construction,551038,369195.46,0.67,0.5408493899273464,0.6387097450495415,0.129,0.67,0.5408493899273464,0.129,181842.53999999998,0.33,500k+,0.668,0.668,1,0.687,0.741,0.645,-0.019,494121.28,518827.34,490666.28,494121.28,444709.15,0,0,0,0,0,0,0.285,0,0,0,0,1
9122,Retail,Credit Card,Services,457492,180709.34,0.395,0.30318911034247364,0.4713525439932581,0.092,0.4713525439932581,0.30318911034247364,0.168,276782.66000000003,0.605,300k-500k,0.335,0.335,0,0.35,0.351,0.426,-0.015,277583.27,291462.43,273431.53,277583.27,249824.94,0,0,0,0,0,1,0.178,0,0,0,0,0
9123,SME,Overdraft,Public Sector,580757,418725.8,0.721,0.5238888781274178,0.7178513127907783,0.197,0.721,0.5238888781274178,0.197,162031.2,0.279,500k+,0.353,0.353,0,0.294,0.304,0.316,0.059,466362.97,489681.12,475922.81,466362.97,419726.67,0,0,0,0,1,1,0.378,0,0,1,0,0
9124,Corporate,Term Loan,Public Sector,28257,2627.9,0.093,0.0,0.12765018231099223,0.093,0.12765018231099223,0.0,0.128,25629.1,0.907,0-50k,0.614,0.614,1,0.481,0.474,0.528,0.133,14955.5,15703.28,18364.17,19442.15,13459.95,0,0,1,0,1,0,0.243,0,1,0,0,0
9125,Retail,Overdraft,Manufacturing,257245,54793.18,0.213,0.07573488769283879,0.1618862677229242,0.137,0.213,0.07573488769283879,0.137,202451.82,0.787,150k-300k,0.194,0.194,0,0.2,0.215,0.205,-0.006,95283.54,100047.72,94068.83,95283.54,85755.19,0,0,0,0,0,1,0.17,0,0,0,0,0
9126,Corporate,Revolving Loan,Manufacturing,439861,83133.73,0.189,0.0,0.20544994442878722,0.189,0.20544994442878722,0.0,0.205,356727.27,0.811,300k-500k,0.693,0.693,1,0.697,0.69,0.713,-0.004,331772.64,348361.27,330345.73,331772.64,298595.38,0,0,0,0,0,0,0.126,0,1,0,0,0
9127,Retail,Credit Card,Construction,72197,28662.21,0.397,0.3505083021068921,0.41686669351959965,0.046,0.41686669351959965,0.3505083021068921,0.066,43534.79,0.603,50k-150k,0.603,0.603,1,0.586,0.592,0.629,0.017,54173.6,56882.28,54913.69,54173.6,48756.24,0,0,0,0,0,1,0.192,0,0,0,0,0
9128,SME,Revolving Loan,Construction,417475,112718.25,0.27,0.15494493480068777,0.30180290835607493,0.115,0.30180290835607493,0.15494493480068777,0.147,304756.75,0.73,300k-500k,0.554,0.554,1,0.559,0.607,0.619,-0.005,283077.27,297231.13,281553.49,283077.27,254769.54,15,0,0,0,1,0,0.18,0,0,0,1,0
9129,SME,Credit Card,Construction,197048,17734.32,0.09,0.04045249797272501,0.17620760956731066,0.05,0.17620760956731066,0.04045249797272501,0.136,179313.68,0.91,150k-300k,0.284,0.284,0,0.322,0.346,0.328,-0.038,75473.32,79246.99,68659.41,75473.32,67925.99,0,0,0,0,0,1,0.352,0,1,0,0,0
9130,Corporate,Term Loan,Trading,99543,65897.47,0.662,0.7123101430217578,0.6663684343255487,-0.05,0.7123101430217578,0.662,0.05,33645.53,0.338,50k-150k,0.46,0.46,0,0.425,0.471,0.377,0.035,80196.82,84206.66,81374.41,80196.82,72177.14,0,0,0,0,0,0,0.145,0,0,0,1,0
9131,Retail,Overdraft,Public Sector,417438,295963.54,0.709,0.6512016575968269,0.6296022291410395,0.058,0.709,0.6296022291410395,0.079,121474.46000000002,0.291,300k-500k,0.327,0.327,0,0.325,0.346,0.38,0.002,335442.74,352214.88,335685.69,335442.74,301898.47,0,0,0,0,1,1,0.144,0,0,0,0,0
9132,SME,Term Loan,Public Sector,221452,162988.67,0.736,0.5452248200579832,0.8053048539724342,0.191,0.8053048539724342,0.5452248200579832,0.26,58463.32999999999,0.264,150k-300k,0.438,0.438,0,0.525,0.478,0.566,-0.087,193681.92,203366.02,188595.61,193681.92,174313.73,0,0,0,0,0,0,0.185,0,0,0,0,0
9133,Retail,Revolving Loan,Manufacturing,569308,278960.92,0.49,0.5884142080084777,0.44033808645711997,-0.098,0.5884142080084777,0.44033808645711997,0.148,290347.08,0.51,500k+,0.469,0.469,0,0.39,0.417,0.445,0.079,392196.28,411806.09,415133.7,470635.54,352976.65,30,1,0,0,0,0,0.093,0,0,1,1,0
9134,Retail,Overdraft,Public Sector,477227,215706.6,0.452,0.3393513138137812,0.46199113291557775,0.113,0.46199113291557775,0.3393513138137812,0.123,261520.4,0.548,300k-500k,0.727,0.727,1,0.4,0.392,0.489,0.327,320314.76,336330.5,405831.93,480472.14,288283.28,30,1,1,0,0,1,0.167,0,0,0,0,0
9135,SME,Term Loan,Manufacturing,391195,115011.33,0.294,0.2444726534191768,0.3477571201305379,0.05,0.3477571201305379,0.2444726534191768,0.103,276183.67,0.706,300k-500k,0.378,0.378,0,0.403,0.403,0.401,-0.025,226313.35,237629.02,219408.76,226313.35,203682.02,0,0,0,0,1,0,0.358,0,0,1,0,0
9136,SME,Term Loan,Trading,366002,151890.83,0.415,0.3432451653160721,0.4352187181189735,0.072,0.4352187181189735,0.3432451653160721,0.092,214111.17,0.585,300k-500k,0.309,0.309,0,0.288,0.301,0.343,0.021,213554.85,224232.59,218051.18,213554.85,192199.37,0,0,0,0,0,0,0.396,0,0,0,0,0
9137,SME,Overdraft,Construction,176765,36590.35,0.207,0.09856085892892841,0.1620091847426954,0.108,0.207,0.09856085892892841,0.108,140174.65,0.793,150k-300k,0.555,0.555,1,0.506,0.552,0.573,0.049,107518.72,112894.66,114387.28,139774.34,96766.85,15,0,1,0,0,1,0.337,0,0,0,0,0
9138,Retail,Overdraft,Trading,360545,121503.66,0.337,0.2799763882960233,0.2716118537325846,0.057,0.337,0.2716118537325846,0.065,239041.34,0.663,300k-500k,0.547,0.547,1,0.549,0.6,0.6,-0.002,252737.36,265374.23,252259.27,252737.36,227463.62,0,0,0,0,1,1,0.092,0,0,0,0,0
9139,Retail,Revolving Loan,Construction,78075,44658.9,0.572,0.5333157679012552,0.4590632629395577,0.039,0.572,0.4590632629395577,0.113,33416.1,0.428,50k-150k,0.742,0.742,1,0.569,0.576,0.646,0.173,63672.66,66856.29,69453.65,76407.19,57305.39,30,1,0,0,1,0,0.094,0,0,0,0,0
