cust_id,segment,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,recovery_strategy,seniority,lgd_observed,default_flag
6163,Mortgage,1,408666,365848,249814,14762,20,DirectSale,Subordinated,0.425,0
6164,Mortgage,1,610850,608059,323342,34992,15,DirectSale,Senior,0.528,0
6165,Mortgage,0,1036078,0,153511,176711,17,DirectSale,Senior,0.95,0
6166,Mortgage,1,498770,309820,212247,19473,10,Auction,Senior,0.614,0
6167,SME,0,672312,0,142858,46882,26,Legal,Subordinated,0.857,0
6168,Mortgage,0,396696,0,42112,48250,22,Legal,Senior,0.95,0
6169,Mortgage,0,723585,0,170440,72920,18,DirectSale,Senior,0.865,0
6170,Corporate,1,5967233,5358676,2200027,584870,9,Auction,Senior,0.729,0
6171,Corporate,1,1945772,1384476,1089397,43191,10,InternalRecovery,Senior,0.462,0
6172,Auto,0,89911,0,22441,16540,15,Auction,Subordinated,0.934,0
6173,Mortgage,1,293669,347786,180167,34838,17,Legal,Senior,0.505,0
6174,Auto,0,67056,0,12262,3383,19,DirectSale,Subordinated,0.868,0
6175,Auto,0,100161,0,13535,9165,17,Legal,Subordinated,0.95,0
6176,Corporate,1,5961271,4700064,3339625,300637,31,DirectSale,Senior,0.49,0
6177,Corporate,1,4403779,3417442,1932397,196865,19,Legal,Subordinated,0.606,0
6178,Corporate,1,5013334,3451858,1621657,260612,24,Legal,Senior,0.729,0
6179,Mortgage,0,1291025,0,254897,241737,13,DirectSale,Subordinated,0.95,0
6180,Mortgage,0,667998,0,127214,80504,20,InternalRecovery,Senior,0.93,0
6181,SME,0,426443,0,67259,35233,17,Legal,Senior,0.925,0
6182,Auto,0,123629,0,18436,11299,10,Auction,Senior,0.942,0
6183,SME,0,347340,0,31561,69016,23,Legal,Senior,0.95,0
6184,SME,1,460278,550990,347353,50602,14,InternalRecovery,Senior,0.355,0
6185,Auto,1,54510,38202,28028,1427,5,InternalRecovery,Subordinated,0.512,0
6186,SME,0,248058,0,35550,42811,21,DirectSale,Subordinated,0.95,0
6187,Auto,1,89338,57695,36366,6434,8,Legal,Senior,0.665,1
6188,Corporate,0,19727587,0,1302736,1353092,19,InternalRecovery,Senior,0.95,0
6189,Auto,1,101497,87340,56202,9253,3,Legal,Senior,0.537,1
6190,Mortgage,1,963407,745603,496600,64607,11,Auction,Senior,0.552,0
6191,SME,1,241874,187500,126298,19696,12,DirectSale,Senior,0.559,0
6192,Mortgage,1,453461,403538,164793,33450,6,InternalRecovery,Senior,0.71,1
6193,Auto,1,37392,32326,13575,2483,8,Legal,Senior,0.703,0
6194,Corporate,1,1815440,1662746,1162365,58813,17,Legal,Senior,0.392,1
6195,Mortgage,0,1027659,0,155252,179938,12,Auction,Senior,0.95,0
6196,Auto,0,91849,0,19145,5587,28,DirectSale,Senior,0.852,0
6197,Mortgage,0,616374,0,106291,75768,20,DirectSale,Senior,0.95,0
6198,Mortgage,1,763746,622198,302664,57170,3,Auction,Senior,0.679,0
6199,Auto,0,88314,0,11392,14062,6,InternalRecovery,Senior,0.95,0
6200,Mortgage,0,993388,0,115401,66266,7,Auction,Senior,0.95,0
6201,Corporate,0,8184544,0,1876783,698685,15,Legal,Senior,0.856,0
6202,Mortgage,1,948448,1097761,531345,114300,7,Legal,Senior,0.56,0
6203,Mortgage,0,252729,0,41372,47083,15,Auction,Senior,0.95,0
6204,Corporate,1,5463124,5804016,4050161,178725,10,Legal,Senior,0.291,0
6205,Mortgage,1,537433,513328,257023,25822,15,Auction,Subordinated,0.57,0
6206,Corporate,1,5761203,6869430,4826734,535637,9,Legal,Senior,0.255,0
6207,SME,1,319430,305717,221627,25749,12,DirectSale,Senior,0.387,0
6208,Auto,1,43391,46393,24790,1937,9,Auction,Senior,0.473,0
6209,Mortgage,1,452622,339350,267816,11534,3,Legal,Senior,0.434,0
6210,SME,1,385410,442007,299305,45442,15,DirectSale,Senior,0.341,0
6211,Auto,1,90546,80864,50699,8889,11,Legal,Senior,0.538,1
6212,Mortgage,1,331327,367123,147172,40147,19,Legal,Senior,0.677,0
6213,Auto,1,66447,67552,30405,3051,3,Auction,Senior,0.588,0
6214,SME,0,172178,0,22510,12033,17,Auction,Senior,0.939,0
6215,Mortgage,1,435002,354741,171894,33774,17,Auction,Senior,0.682,1
6216,SME,0,376222,0,67596,72629,25,Legal,Subordinated,0.95,0
6217,Mortgage,1,271558,260230,201908,20872,8,InternalRecovery,Subordinated,0.333,0
6218,SME,1,317017,293631,182041,22559,13,Auction,Senior,0.497,0
6219,Mortgage,1,816837,537411,232143,17614,10,Auction,Subordinated,0.737,1
6220,Corporate,0,2991526,0,361618,326970,19,Auction,Senior,0.95,1
6221,Mortgage,1,909977,677358,355625,40960,13,Legal,Senior,0.654,0
6222,Corporate,1,4326865,3830061,1856363,369972,9,DirectSale,Subordinated,0.656,0
6223,SME,0,312065,0,40995,21966,14,Legal,Senior,0.939,0
6224,Corporate,0,4855942,0,273255,406891,15,Auction,Subordinated,0.95,0
6225,Mortgage,1,547430,511074,311528,61071,12,Auction,Subordinated,0.542,0
6226,Auto,0,44355,0,3870,2816,15,Legal,Senior,0.95,0
6227,SME,0,352981,0,47112,47079,19,InternalRecovery,Senior,0.95,0
6228,Mortgage,0,2066525,0,351056,158129,21,Legal,Senior,0.907,0
6229,Auto,1,101568,73398,55651,4656,8,InternalRecovery,Senior,0.498,0
6230,Mortgage,1,741946,583361,282680,68939,4,Legal,Senior,0.712,1
6231,Auto,1,82619,59907,43002,2287,14,Legal,Subordinated,0.507,0
6232,SME,1,137547,95515,52317,3252,18,Legal,Senior,0.643,0
6233,Mortgage,1,633336,522033,391833,59363,8,Legal,Senior,0.475,0
6234,Auto,1,85835,90066,46777,5741,4,Auction,Senior,0.522,0
6235,Auto,1,73989,84394,40750,3395,20,Legal,Subordinated,0.495,0
6236,Mortgage,0,1086359,0,90723,155106,22,Auction,Senior,0.95,1
6237,SME,0,222292,0,11665,13159,23,Legal,Senior,0.95,0
6238,Mortgage,0,1741905,0,356941,167127,21,InternalRecovery,Subordinated,0.891,0
6239,Auto,1,57445,47390,33599,4291,11,Auction,Senior,0.49,0
6240,Auto,1,107910,71579,36365,6872,12,InternalRecovery,Senior,0.727,0
6241,SME,1,618625,642491,448706,29519,23,DirectSale,Senior,0.322,0
6242,Mortgage,1,735352,823364,413678,52727,12,DirectSale,Senior,0.509,0
6243,Mortgage,0,615608,0,56198,77513,18,Legal,Senior,0.95,0
6244,Corporate,0,4963121,0,1174903,714078,20,Auction,Senior,0.907,0
6245,Mortgage,0,779388,0,112674,81686,17,Auction,Senior,0.95,0
6246,Mortgage,0,796753,0,190533,74608,18,DirectSale,Subordinated,0.855,0
6247,Auto,1,175415,154665,73633,11205,11,DirectSale,Subordinated,0.644,0
6248,Auto,0,68826,0,13271,5656,13,Legal,Senior,0.889,0
6249,Auto,1,103080,81109,41208,4514,11,Legal,Senior,0.644,0
6250,Mortgage,1,1936618,1916723,1208456,87293,3,DirectSale,Subordinated,0.421,0
6251,Mortgage,1,301981,252217,176930,11217,13,Auction,Senior,0.451,0
6252,Corporate,1,6030677,5347759,2282511,418214,10,DirectSale,Subordinated,0.691,0
6253,Corporate,1,7191444,5597729,3458194,274895,13,Auction,Senior,0.557,0
6254,Auto,1,47072,54241,24889,3878,4,Auction,Senior,0.554,0
6255,SME,0,163612,0,33328,13291,23,DirectSale,Senior,0.878,0
6256,Corporate,0,8756133,0,1880519,1594760,18,DirectSale,Senior,0.95,0
6257,Corporate,1,12559447,9155104,6723095,373158,22,Auction,Senior,0.494,0
6258,Auto,0,106184,0,18104,13987,19,DirectSale,Senior,0.95,0
6259,Auto,1,51551,44399,31590,2266,16,DirectSale,Senior,0.431,0
6260,SME,1,373965,399710,306095,12788,20,DirectSale,Senior,0.216,1
6261,SME,1,542912,387564,264937,12014,12,Auction,Subordinated,0.534,0
6262,SME,0,611875,0,105409,118708,17,DirectSale,Senior,0.95,0
6263,SME,1,522468,333628,174015,30526,3,DirectSale,Senior,0.725,0
6264,Auto,0,88191,0,10495,13642,9,DirectSale,Senior,0.95,0
6265,Mortgage,1,849178,976340,742140,34107,17,Legal,Senior,0.166,0
6266,Mortgage,1,431420,364010,240896,42371,16,Legal,Senior,0.54,0
6267,Mortgage,0,455344,0,49488,75395,16,Auction,Senior,0.95,0
6268,Mortgage,0,182415,0,40983,34600,19,Legal,Subordinated,0.95,0
6269,Corporate,1,5724448,5853067,4186440,447756,15,Auction,Senior,0.347,0
6270,Corporate,0,4304232,0,643119,404238,13,Legal,Senior,0.945,0
6271,SME,0,110803,0,6364,14625,29,DirectSale,Senior,0.95,0
6272,SME,1,293977,309537,146112,35104,3,DirectSale,Subordinated,0.622,0
6273,Auto,1,65604,75870,39087,3937,4,Auction,Subordinated,0.464,0
6274,SME,0,328334,0,79826,48643,27,DirectSale,Senior,0.905,0
6275,Auto,1,53916,46297,33213,3663,16,DirectSale,Senior,0.452,0
6276,Auto,1,104602,117574,54533,7859,6,Legal,Senior,0.554,0
6277,Auto,1,90387,93119,47019,3926,5,Legal,Senior,0.523,1
6278,Corporate,1,3863598,4479215,2286281,449392,18,DirectSale,Senior,0.525,0
6279,SME,0,301222,0,20078,38937,21,Legal,Senior,0.95,0
6280,Auto,1,73192,62567,44742,2318,10,DirectSale,Senior,0.42,0
6281,Auto,1,91736,69482,49074,3631,15,Auction,Senior,0.505,0
6282,Corporate,0,1542709,0,216435,82526,16,Legal,Senior,0.913,0
6283,Mortgage,1,593432,487416,311970,44960,26,Auction,Senior,0.55,0
6284,SME,1,631966,504292,376107,39734,20,Auction,Senior,0.468,0
6285,Mortgage,1,860384,628505,303986,64082,26,InternalRecovery,Senior,0.721,0
6286,Auto,0,47932,0,11302,4647,27,DirectSale,Senior,0.861,0
6287,SME,1,253907,278501,175452,30321,4,Auction,Senior,0.428,0
6288,SME,1,172923,180360,115644,14114,31,InternalRecovery,Senior,0.413,0
6289,Auto,1,71643,51016,40805,3712,14,Legal,Senior,0.482,0
6290,Mortgage,1,250966,176596,113745,6709,15,Auction,Senior,0.574,0
6291,Corporate,1,3912865,4403898,3091974,367715,12,InternalRecovery,Senior,0.304,0
6292,Mortgage,1,964890,584322,272834,64681,22,Legal,Senior,0.784,0
6293,SME,1,191944,136039,55479,8093,14,InternalRecovery,Senior,0.753,0
6294,Mortgage,0,582470,0,115186,98567,19,Auction,Senior,0.95,0
6295,Auto,1,159638,141882,103439,16331,11,Auction,Senior,0.454,0
6296,Mortgage,1,399797,298162,228613,21648,11,Legal,Senior,0.482,1
6297,SME,1,244485,264992,134689,27970,4,InternalRecovery,Senior,0.563,0
6298,SME,1,372644,329964,237801,10724,10,InternalRecovery,Senior,0.391,0
6299,Corporate,0,15304817,0,2546560,2326840,23,InternalRecovery,Senior,0.95,0
6300,SME,1,270209,289716,203462,15819,24,DirectSale,Senior,0.306,0
6301,Auto,1,205221,244098,147325,12400,5,InternalRecovery,Senior,0.343,0
6302,Mortgage,1,1216001,836455,417217,61139,15,InternalRecovery,Subordinated,0.707,0
6303,Auto,1,106055,74275,58166,6844,15,InternalRecovery,Senior,0.516,0
6304,Mortgage,1,625216,630232,402829,75382,17,DirectSale,Senior,0.476,0
6305,Mortgage,1,885060,937676,643076,111522,15,Legal,Senior,0.399,0
6306,SME,1,220516,185925,141981,14225,10,Auction,Subordinated,0.421,0
6307,SME,1,310559,200011,128271,11571,21,Legal,Senior,0.624,0
6308,Mortgage,0,722650,0,166735,46064,13,Auction,Senior,0.833,1
6309,SME,1,277606,255023,125579,9547,13,DirectSale,Senior,0.582,0
6310,SME,0,411945,0,83888,49689,11,DirectSale,Senior,0.917,0
6311,Auto,0,62341,0,8941,6767,17,Legal,Senior,0.95,0
6312,Auto,0,104912,0,21120,12507,13,DirectSale,Senior,0.918,0
6313,Auto,1,50734,42555,24425,4477,14,Legal,Senior,0.607,0
6314,Auto,1,37923,37919,28914,3853,13,Auction,Senior,0.339,0
6315,Corporate,0,6355624,0,1102634,328290,6,InternalRecovery,Senior,0.878,0
6316,Corporate,1,6834758,7672521,4383716,304415,15,InternalRecovery,Senior,0.403,0
6317,Mortgage,1,493691,567682,256159,45083,11,Auction,Senior,0.572,0
6318,SME,1,484049,348523,236964,19795,6,DirectSale,Senior,0.551,0
6319,Mortgage,0,632340,0,147626,114200,14,Legal,Senior,0.947,0
6320,Corporate,0,3269873,0,808740,485442,21,Legal,Senior,0.901,0
6321,SME,0,485735,0,43089,32775,12,DirectSale,Senior,0.95,0
6322,SME,1,133380,141708,73245,9135,18,InternalRecovery,Senior,0.519,0
6323,Mortgage,1,1087161,988164,439596,72145,12,Auction,Senior,0.662,0
6324,Corporate,0,6563126,0,372567,615242,15,InternalRecovery,Senior,0.95,1
6325,Auto,0,155304,0,22436,28350,14,Legal,Senior,0.95,0
6326,Mortgage,0,438787,0,36054,26234,18,Legal,Subordinated,0.95,0
6327,Mortgage,0,561972,0,122409,49356,19,Legal,Senior,0.87,0
6328,Mortgage,0,536061,0,96731,51057,24,Legal,Senior,0.915,0
6329,Corporate,1,2595593,3044471,1833240,234977,20,Auction,Senior,0.384,0
6330,SME,0,428323,0,45213,51871,12,InternalRecovery,Senior,0.95,0
6331,Mortgage,1,819912,766862,533707,61288,5,Legal,Senior,0.424,0
6332,SME,1,286543,273391,196386,11002,11,Legal,Senior,0.353,0
6333,Corporate,0,4010239,0,668992,280856,16,Legal,Senior,0.903,0
6334,Mortgage,0,872658,0,79992,96963,33,DirectSale,Subordinated,0.95,0
6335,Corporate,1,6959562,6438922,3770859,706404,14,InternalRecovery,Senior,0.56,0
6336,Mortgage,1,1038223,725637,359399,85145,13,Auction,Senior,0.736,0
6337,Mortgage,0,632696,0,44305,113240,17,Legal,Senior,0.95,1
6338,Auto,1,86217,80469,34958,8063,16,InternalRecovery,Senior,0.688,0
6339,Mortgage,1,527810,375647,170742,40578,5,Legal,Senior,0.753,0
6340,SME,0,207195,0,37891,15241,22,Auction,Subordinated,0.891,1
6341,SME,0,313140,0,77820,39550,12,Legal,Subordinated,0.878,0
6342,Corporate,1,4389812,5100432,2102702,493488,15,Legal,Subordinated,0.633,0
6343,Auto,0,72155,0,9308,6548,24,Auction,Senior,0.95,0
6344,Auto,0,97969,0,16091,14995,23,DirectSale,Subordinated,0.95,1
6345,Auto,1,78345,85226,35363,5052,11,DirectSale,Senior,0.613,0
6346,Auto,1,87762,93096,37647,4220,13,Auction,Senior,0.619,0
6347,SME,1,356488,287890,178419,18105,9,DirectSale,Subordinated,0.55,0
6348,SME,0,482933,0,79009,61756,19,Legal,Senior,0.95,0
6349,Mortgage,0,1073004,0,70203,112696,28,Auction,Senior,0.95,0
6350,Mortgage,0,613024,0,87845,102583,21,Auction,Senior,0.95,0
6351,Mortgage,1,566977,478999,235427,25702,6,Auction,Senior,0.63,0
6352,SME,0,294931,0,54346,24818,26,DirectSale,Senior,0.9,1
6353,SME,0,407117,0,49635,50738,10,DirectSale,Senior,0.95,0
6354,Auto,0,81550,0,7151,12247,23,Auction,Senior,0.95,0
6355,Mortgage,0,486062,0,120452,88638,12,Legal,Subordinated,0.935,0
6356,Mortgage,1,939360,1076562,674351,84214,14,InternalRecovery,Senior,0.372,0
6357,Corporate,0,5610276,0,567062,297377,9,Legal,Senior,0.95,0
6358,SME,1,270680,239808,171419,28224,18,Legal,Senior,0.471,0
6359,Auto,0,120284,0,8538,19570,20,Legal,Subordinated,0.95,0
6360,Mortgage,0,803703,0,163248,87242,27,InternalRecovery,Senior,0.905,1
6361,SME,1,170463,162863,83632,15053,18,Legal,Senior,0.598,0
6362,SME,1,359243,321909,164601,34168,4,DirectSale,Senior,0.637,0
6363,Auto,1,54737,41170,22201,2652,19,DirectSale,Senior,0.643,0
6364,Mortgage,0,827203,0,90220,113819,3,DirectSale,Senior,0.95,0
6365,Mortgage,0,474180,0,70575,69589,8,Legal,Senior,0.95,0
6366,SME,1,404439,448269,346479,35417,22,Legal,Senior,0.231,0
6367,SME,1,251902,282253,156304,15551,10,DirectSale,Senior,0.441,1
6368,Auto,0,57485,0,9431,8209,14,Auction,Subordinated,0.95,0
6369,Mortgage,0,415549,0,96191,41387,19,InternalRecovery,Subordinated,0.868,0
6370,SME,0,465605,0,68982,75635,14,DirectSale,Senior,0.95,0
6371,Auto,1,36490,24850,15432,2247,25,Legal,Senior,0.639,0
6372,Mortgage,1,1027444,903587,370386,94258,10,Auction,Senior,0.731,0
6373,Auto,1,72595,47588,26446,3740,18,Legal,Senior,0.687,0
6374,Mortgage,0,478454,0,36188,82368,20,Legal,Senior,0.95,0
6375,Mortgage,1,610317,476406,368711,49367,12,Legal,Senior,0.477,0
6376,Auto,1,60962,56979,40480,2691,16,Legal,Senior,0.38,0
6377,Auto,1,64451,43420,34233,4030,24,Auction,Senior,0.531,0
6378,SME,1,247293,227801,165915,9710,19,DirectSale,Senior,0.368,0
6379,Auto,1,60622,47045,20700,4060,30,Auction,Senior,0.726,0
6380,Auto,0,59797,0,11988,8619,9,Legal,Senior,0.944,1
6381,Corporate,0,3329029,0,590429,645118,26,Auction,Senior,0.95,0
6382,SME,0,354992,0,43837,60046,23,Legal,Senior,0.95,1
6383,Corporate,1,7257955,8365926,5350586,580323,4,Legal,Senior,0.343,0
6384,Corporate,0,1394695,0,163230,93655,34,InternalRecovery,Senior,0.95,1
6385,SME,1,296851,321918,224001,33634,15,Legal,Senior,0.359,0
6386,Mortgage,1,613993,695635,343034,56636,16,Legal,Senior,0.534,0
6387,Mortgage,1,720977,789827,352882,86042,24,Legal,Senior,0.63,0
6388,Mortgage,0,430781,0,57978,23362,31,Legal,Subordinated,0.92,0
6389,Mortgage,1,637112,564905,320747,57124,3,Legal,Senior,0.586,1
6390,Mortgage,0,663643,0,104168,68287,24,InternalRecovery,Senior,0.946,0
6391,Mortgage,1,487255,573283,434529,42722,14,DirectSale,Senior,0.196,0
6392,Mortgage,1,1124916,881792,601718,93700,13,Legal,Senior,0.548,0
6393,Mortgage,1,916757,788382,318784,26716,13,DirectSale,Senior,0.681,0
6394,Corporate,1,2393852,1797175,1155469,68548,3,DirectSale,Senior,0.546,0
6395,Auto,0,73715,0,4022,5320,19,Auction,Senior,0.95,0
6396,Corporate,1,3607952,2384146,1337114,169380,11,InternalRecovery,Subordinated,0.676,0
6397,SME,1,317260,245824,172887,22964,11,InternalRecovery,Senior,0.527,0
6398,SME,1,315857,359063,179294,14176,20,Legal,Senior,0.477,1
6399,Mortgage,0,492704,0,69480,62437,12,Auction,Senior,0.95,0
6400,Mortgage,1,412865,394587,197071,25472,9,Auction,Senior,0.584,0
6401,SME,0,310601,0,73928,56119,7,DirectSale,Senior,0.943,0
6402,Mortgage,0,434170,0,77575,27521,7,Auction,Senior,0.885,0
6403,SME,1,205637,153098,117314,14005,10,Legal,Subordinated,0.498,0
6404,Auto,0,109671,0,13761,20716,20,DirectSale,Senior,0.95,0
6405,Mortgage,1,1348220,1586867,808753,86362,10,DirectSale,Senior,0.464,0
6406,Mortgage,0,807680,0,175651,63593,9,Auction,Senior,0.861,0
6407,Mortgage,1,1414037,1393968,659842,62400,9,Legal,Senior,0.577,0
6408,SME,1,559388,634330,284918,71412,21,Legal,Senior,0.618,0
6409,SME,0,240998,0,58490,45525,13,Auction,Subordinated,0.946,0
6410,Auto,0,130420,0,7240,17793,22,Legal,Senior,0.95,0
6411,Corporate,0,8883976,0,1529722,821133,8,DirectSale,Senior,0.92,0
6412,SME,0,621703,0,110565,72115,19,Legal,Subordinated,0.938,0
6413,Mortgage,1,673738,776768,314560,46328,9,DirectSale,Senior,0.602,0
6414,Mortgage,1,616638,689756,435524,79974,12,InternalRecovery,Senior,0.423,0
6415,Auto,0,134435,0,29919,10593,15,InternalRecovery,Senior,0.856,0
6416,Auto,0,117382,0,28806,14815,16,Auction,Senior,0.881,0
6417,Mortgage,0,462516,0,110440,84883,11,InternalRecovery,Senior,0.945,0
6418,Mortgage,1,541625,542913,274839,37138,11,Auction,Senior,0.561,0
6419,Mortgage,0,576765,0,120562,83223,21,Auction,Senior,0.935,0
6420,SME,1,414368,382652,280939,35500,22,Auction,Senior,0.408,0
6421,Auto,0,53831,0,11200,6297,18,DirectSale,Senior,0.909,0
6422,Corporate,1,20000000,22538422,13736455,2548408,9,Auction,Subordinated,0.441,0
6423,Mortgage,0,761772,0,38638,86786,9,Auction,Senior,0.95,1
6424,Mortgage,1,976903,985925,480417,110073,15,Auction,Senior,0.621,1
6425,Auto,1,148423,94463,54607,6263,9,Legal,Senior,0.674,0
6426,Auto,0,109246,0,18906,6589,19,DirectSale,Senior,0.887,0
6427,Corporate,1,8301370,7569834,3815370,786971,7,InternalRecovery,Senior,0.635,0
6428,Auto,1,45592,34845,21059,3550,15,Legal,Senior,0.616,0
6429,SME,1,450358,527970,285352,17627,20,InternalRecovery,Subordinated,0.406,0
6430,SME,1,304158,231537,106493,17917,11,DirectSale,Senior,0.709,0
6431,SME,1,290155,339117,204116,24713,19,Auction,Senior,0.382,0
6432,Auto,1,44480,37087,16211,3852,16,DirectSale,Senior,0.722,0
6433,Auto,1,50099,47634,27912,4440,14,Legal,Senior,0.531,1
6434,Mortgage,0,1038628,0,177993,149041,15,InternalRecovery,Senior,0.95,0
6435,SME,1,317706,278519,153604,29423,21,Legal,Senior,0.609,1
6436,SME,0,270857,0,21030,21907,29,Auction,Subordinated,0.95,0
6437,Auto,1,48711,31558,15329,3347,17,Auction,Senior,0.754,0
6438,Corporate,1,2751239,2827961,1849969,135413,15,Legal,Senior,0.377,0
6439,Auto,1,49909,47210,20029,3773,10,Legal,Senior,0.674,0
6440,Mortgage,1,877067,627920,408889,63258,16,Auction,Senior,0.606,0
6441,SME,0,261028,0,47366,50712,16,Auction,Senior,0.95,0
6442,SME,0,221214,0,11256,42181,34,DirectSale,Senior,0.95,0
6443,Mortgage,0,389455,0,57939,26705,32,Legal,Senior,0.92,0
6444,Mortgage,1,649800,471149,300923,23170,9,InternalRecovery,Senior,0.573,0
6445,Auto,0,62537,0,4492,4901,19,Legal,Senior,0.95,0
6446,Auto,0,135876,0,24723,17183,20,InternalRecovery,Senior,0.945,0
6447,SME,1,312704,262363,205392,23564,15,InternalRecovery,Senior,0.419,0
6448,Mortgage,1,1049111,1238873,967323,58978,13,Legal,Senior,0.134,0
6449,SME,0,225933,0,56402,38047,23,Auction,Senior,0.919,0
6450,SME,1,361203,276025,173790,25467,4,Auction,Subordinated,0.589,0
6451,SME,1,293117,327900,155641,21214,13,Legal,Senior,0.541,1
6452,Mortgage,0,641642,0,133682,109512,18,Auction,Senior,0.95,0
6453,Mortgage,1,564902,577245,445392,65128,11,Auction,Senior,0.327,0
6454,Mortgage,0,922846,0,102792,105243,14,Legal,Senior,0.95,0
6455,SME,1,320802,205625,146335,15810,9,Auction,Subordinated,0.593,0
6456,Auto,1,58859,64621,51328,6988,21,Auction,Senior,0.247,0
6457,Auto,0,61041,0,8661,10134,10,Auction,Subordinated,0.95,1
6458,SME,0,629322,0,156610,85819,12,DirectSale,Subordinated,0.888,0
6459,Auto,0,63728,0,9322,4169,22,InternalRecovery,Senior,0.919,0
6460,Mortgage,1,601412,453366,212024,29844,3,DirectSale,Senior,0.697,0
6461,Corporate,1,9892137,7129561,3005289,233919,12,Legal,Senior,0.72,0
6462,Auto,1,81923,84918,47828,7736,8,Legal,Subordinated,0.511,1
6463,Auto,1,60245,40663,32128,3656,21,Legal,Senior,0.527,0
6464,SME,0,395149,0,78381,38242,19,Legal,Senior,0.898,0
6465,Mortgage,1,525420,359751,217367,32455,6,Legal,Subordinated,0.648,0
6466,Auto,1,90580,105205,74347,4824,21,Legal,Senior,0.232,0
6467,Auto,1,122602,122870,80222,14397,7,Auction,Subordinated,0.463,0
6468,Corporate,1,5576658,3582228,1955778,377553,11,Legal,Subordinated,0.717,0
6469,Auto,0,58579,0,8183,5986,18,DirectSale,Senior,0.95,1
6470,Mortgage,1,370260,294039,203659,15568,4,InternalRecovery,Senior,0.492,0
6471,Mortgage,1,913148,668672,411176,66357,17,DirectSale,Senior,0.622,1
6472,Auto,1,81347,94338,63289,8846,22,Auction,Subordinated,0.331,0
6473,Corporate,0,5530209,0,1129084,861708,14,DirectSale,Senior,0.95,0
6474,Auto,1,58734,59150,26792,3123,13,Legal,Senior,0.597,0
6475,Mortgage,0,290214,0,54780,52618,27,Legal,Senior,0.95,0
6476,Mortgage,1,795337,524202,240334,17307,3,DirectSale,Senior,0.72,0
6477,Corporate,0,2959638,0,298656,505229,20,DirectSale,Senior,0.95,1
6478,Auto,1,166110,192838,144367,7437,6,DirectSale,Senior,0.176,0
6479,Mortgage,0,885786,0,221219,59383,16,Auction,Senior,0.817,0
6480,Mortgage,1,525070,320678,137842,22547,7,DirectSale,Subordinated,0.78,0
6481,Auto,1,175642,205641,114624,13807,12,Legal,Senior,0.426,0
6482,Mortgage,1,477476,490647,286847,17450,19,Legal,Senior,0.436,1
6483,Corporate,1,8564692,6757089,5336589,602131,16,Auction,Subordinated,0.447,0
6484,Auto,1,85401,83470,52495,6725,7,Legal,Senior,0.464,0
6485,Mortgage,1,497232,381035,285473,13044,23,DirectSale,Senior,0.452,0
6486,SME,1,351093,421012,268261,21393,7,Legal,Senior,0.297,0
6487,Auto,1,60150,46137,19882,2004,20,Legal,Senior,0.703,0
6488,Mortgage,1,571812,386684,240632,12016,11,InternalRecovery,Subordinated,0.6,0
6489,Corporate,1,1832825,2126948,1406574,196764,18,InternalRecovery,Senior,0.34,0
6490,Mortgage,0,428650,0,42759,22051,28,Auction,Senior,0.95,0
6491,Corporate,1,1510391,1445469,588332,67181,7,Auction,Senior,0.655,0
6492,SME,1,344195,322357,211905,31496,12,DirectSale,Senior,0.476,0
6493,Auto,1,39282,31807,18130,1849,3,Auction,Senior,0.586,0
6494,Auto,0,97435,0,19343,8626,25,Legal,Senior,0.89,0
6495,Corporate,1,6814784,6189006,2927251,574111,16,Legal,Senior,0.655,0
6496,Mortgage,0,644081,0,63098,93606,21,Legal,Senior,0.95,0
6497,Auto,1,76599,78843,47873,5312,5,Legal,Senior,0.444,0
6498,Auto,1,79978,63119,38154,2251,8,InternalRecovery,Senior,0.551,0
6499,SME,1,368029,312935,190369,10113,24,Legal,Subordinated,0.51,0
6500,Mortgage,1,1047411,1170754,762485,90195,13,Auction,Subordinated,0.358,0
6501,SME,0,253641,0,55614,18632,21,InternalRecovery,Senior,0.854,0
6502,Mortgage,1,486779,556857,338661,54747,23,Legal,Subordinated,0.417,0
6503,Corporate,1,2878415,2035825,1211210,128111,7,Auction,Senior,0.624,0
6504,Auto,0,86640,0,9906,7185,17,Auction,Senior,0.95,0
6505,Mortgage,1,497597,595375,238710,28858,9,InternalRecovery,Senior,0.578,0
6506,Mortgage,1,484899,418325,325956,14233,11,Legal,Subordinated,0.357,0
6507,SME,1,267079,260875,186825,15216,11,Auction,Subordinated,0.357,0
6508,Auto,1,94756,69485,45302,2911,22,Auction,Senior,0.553,0
6509,Auto,1,50184,37908,24080,2808,15,Legal,Senior,0.576,0
6510,Mortgage,0,521635,0,93458,29624,20,Auction,Senior,0.878,0
6511,SME,0,397647,0,83640,24707,19,DirectSale,Senior,0.852,0
6512,Mortgage,0,299912,0,49928,41093,9,Legal,Senior,0.95,0
6513,Corporate,1,8586953,5670655,2995826,444518,10,Auction,Senior,0.703,0
6514,Mortgage,0,560898,0,90895,46758,18,Auction,Senior,0.921,0
6515,Corporate,1,1788575,2071946,1150346,151098,17,InternalRecovery,Senior,0.441,0
6516,SME,1,545725,610552,351560,71194,17,DirectSale,Senior,0.486,0
6517,SME,0,285032,0,52397,45106,18,Legal,Senior,0.95,0
6518,SME,1,458018,470997,355170,53855,7,Legal,Senior,0.342,0
