cust_id,region,sector,loan_amount,hazard_index_100,transition_combined_index_100,exposure_index_100,vulnerability_index_100,hazard_score_1000,transition_combined_score_1000,exposure_score_1000,vulnerability_score_1000,combined_climate_index_100,combined_climate_score_1000,climate_rating
4229,SE_Asia_StormBel,Retail,83955,49.360108,65.614384,53.842771,11.754285,493.601081,656.143835,538.42771,117.542854,48.903469,489.034693,C – Moderately Vulnerable
4230,Gulf_Coast_Urban,Retail,55865,42.303063,31.31068,37.215805,65.63882,423.030626,313.106799,372.158054,656.388197,41.783516,417.835162,C – Moderately Vulnerable
4231,South_Asia_Coast,Steel,129225,49.086636,48.333674,35.283858,15.688033,490.866356,483.336739,352.838576,156.880334,40.43791,404.379103,C – Moderately Vulnerable
4232,SE_Asia_StormBel,OilGas,50000,38.816245,72.437737,81.774595,74.556897,388.162451,724.377372,817.745952,745.568966,63.322303,633.223034,D – High Climate Risk
4233,Gulf_Coast_Urban,OilGas,149890,23.308341,46.657817,92.886934,16.201033,233.083413,466.578171,928.869339,162.010331,45.474262,454.742622,C – Moderately Vulnerable
4234,South_Asia_Coast,Steel,103239,47.5897,11.994182,30.975763,68.150123,475.897004,119.941817,309.757635,681.50123,37.6214,376.213999,B – Resilient
4235,EastAfrica_Droug,RealEstate,50000,67.973329,56.406505,41.93587,7.224776,679.733287,564.065052,419.358697,72.247758,49.459975,494.599751,C – Moderately Vulnerable
4236,Gulf_Coast_Urban,RealEstate,73228,47.964206,25.324848,35.231566,31.343078,479.642058,253.248479,352.315659,313.430781,36.628037,366.280372,B – Resilient
4237,EastAfrica_Droug,OilGas,157905,53.596534,51.872144,85.465029,37.41813,535.96534,518.721442,854.650294,374.181302,58.7058,587.057998,C – Moderately Vulnerable
4238,South_Asia_Coast,RealEstate,90876,51.3337,22.634534,94.780394,31.366717,513.336998,226.345343,947.803939,313.667172,52.025535,520.255346,C – Moderately Vulnerable
4239,South_Asia_Coast,RealEstate,67367,82.51588,27.273009,90.199371,31.077183,825.158801,272.730094,901.993714,310.771827,62.910231,629.102306,D – High Climate Risk
4240,Gulf_Coast_Urban,RealEstate,98515,38.237726,61.821056,1.322343,53.243796,382.377262,618.210558,13.223425,532.437961,37.155623,371.556232,B – Resilient
4241,South_Asia_Coast,OilGas,105378,52.732837,40.670415,17.273772,82.359925,527.328369,406.704154,172.737723,823.599251,45.296529,452.965286,C – Moderately Vulnerable
4242,Gulf_Coast_Urban,RealEstate,50000,78.834934,67.602104,89.516538,87.333709,788.349339,676.021038,895.165378,873.337088,79.971944,799.719436,D – High Climate Risk
4243,South_Asia_Coast,Retail,67874,86.205279,28.988476,52.522859,7.347688,862.052792,289.884758,525.228592,73.476883,51.651835,516.518347,C – Moderately Vulnerable
4244,Gulf_Coast_Urban,AutoManufacturing,118058,39.792166,60.737147,37.748255,19.23726,397.921664,607.371471,377.482549,192.372603,41.434198,414.341978,C – Moderately Vulnerable
4245,Gulf_Coast_Urban,OilGas,66592,58.642871,48.022694,40.692478,30.929832,586.428708,480.226939,406.924779,309.29832,47.343273,473.432725,C – Moderately Vulnerable
4246,South_Asia_Coast,Steel,50000,17.697868,50.130048,82.410838,68.376653,176.978675,501.300483,824.108383,683.766528,49.585973,495.859732,C – Moderately Vulnerable
4247,Gulf_Coast_Urban,RealEstate,74914,45.900819,32.157183,81.222614,40.243685,459.008186,321.571832,812.226143,402.436854,50.446789,504.467887,C – Moderately Vulnerable
4248,EastAfrica_Droug,Agriculture,50000,45.003888,83.535296,82.816298,47.678083,450.038881,835.352961,828.162985,476.780827,64.490972,644.909719,D – High Climate Risk
4249,SE_Asia_StormBel,OilGas,95395,63.453918,84.875336,84.785021,78.443314,634.539185,848.753361,847.850213,784.433138,76.390458,763.904579,D – High Climate Risk
4250,South_Asia_Coast,Banking,187497,44.07906,52.321807,6.945023,64.191119,440.790605,523.218068,69.450232,641.911193,39.873047,398.730466,B – Resilient
4251,Gulf_Coast_Urban,Steel,102922,48.175287,22.989999,75.640779,58.745747,481.752874,229.899992,756.40779,587.457474,50.330907,503.309072,C – Moderately Vulnerable
4252,EastAfrica_Droug,AutoManufacturing,50000,55.575735,45.715009,61.088888,57.997556,555.757351,457.15009,610.888885,579.975558,54.852115,548.52115,C – Moderately Vulnerable
4253,Gulf_Coast_Urban,Retail,76218,70.320052,67.355395,25.372997,19.936853,703.200515,673.553952,253.729968,199.368532,50.784644,507.84644,C – Moderately Vulnerable
4254,SE_Asia_StormBel,Banking,50000,46.13452,87.17963,59.254862,11.071242,461.345195,871.796305,592.548623,110.712417,54.416391,544.163913,C – Moderately Vulnerable
4255,Gulf_Coast_Urban,Steel,55287,36.007521,40.770698,68.385827,32.664205,360.07521,407.706983,683.858268,326.642046,44.791394,447.913943,C – Moderately Vulnerable
4256,SE_Asia_StormBel,RealEstate,127027,72.241376,63.125725,57.111972,76.843227,722.413764,631.257252,571.119723,768.432265,66.87039,668.703901,D – High Climate Risk
4257,South_Asia_Coast,Agriculture,82600,42.000431,23.668121,35.258178,85.32466,420.004312,236.681208,352.581777,853.246605,42.230425,422.304246,C – Moderately Vulnerable
4258,Gulf_Coast_Urban,RealEstate,65385,42.114744,57.491513,24.451134,79.742136,421.14744,574.915135,244.511336,797.421358,47.187143,471.871425,C – Moderately Vulnerable
4259,Gulf_Coast_Urban,Steel,329012,44.349574,43.370251,8.630734,15.780578,443.495738,433.702509,86.307335,157.805783,30.889684,308.896837,B – Resilient
4260,Gulf_Coast_Urban,OilGas,50000,29.656859,40.115173,5.689012,91.889547,296.568594,401.151731,56.890118,918.895466,35.614379,356.14379,B – Resilient
4261,EastAfrica_Droug,Banking,50000,77.740742,65.493999,35.243696,38.757768,777.40742,654.939988,352.436959,387.577678,58.207349,582.073485,C – Moderately Vulnerable
4262,South_Asia_Coast,Agriculture,88051,39.078941,50.036517,23.65335,83.765955,390.789414,500.365168,236.533505,837.659548,44.66499,446.649895,C – Moderately Vulnerable
4263,Gulf_Coast_Urban,Banking,122820,37.888959,39.299203,49.469452,62.614053,378.889585,392.992033,494.694522,626.14053,44.845407,448.454073,C – Moderately Vulnerable
4264,Gulf_Coast_Urban,Banking,126890,56.297928,26.455844,56.364536,79.339248,562.979275,264.55844,563.64536,793.392481,52.310257,523.102568,C – Moderately Vulnerable
4265,SE_Asia_StormBel,Agriculture,50000,57.604615,59.711107,37.962902,3.029399,576.046151,597.111074,379.629018,30.293989,45.034527,450.345274,C – Moderately Vulnerable
4266,Gulf_Coast_Urban,Steel,50000,43.918193,25.202366,38.015677,43.470587,439.181935,252.023661,380.156772,434.705874,37.696467,376.964667,B – Resilient
4267,SE_Asia_StormBel,AutoManufacturing,50000,60.073903,86.821511,74.839773,60.637059,600.739033,868.215112,748.397733,606.370591,70.536746,705.367461,D – High Climate Risk
4268,EastAfrica_Droug,AutoManufacturing,77482,49.322396,57.416905,0.592642,36.984592,493.223957,574.16905,5.926416,369.845924,37.312914,373.12914,B – Resilient
4269,South_Asia_Coast,RealEstate,50000,76.446057,39.610142,99.781072,78.93948,764.460571,396.101419,997.810718,789.394797,73.444845,734.448454,D – High Climate Risk
4270,South_Asia_Coast,Steel,146049,64.011311,68.643038,44.093813,72.361823,640.113105,686.430384,440.938132,723.61823,61.442445,614.42445,D – High Climate Risk
4271,SE_Asia_StormBel,Agriculture,58835,51.003481,52.055079,58.724063,38.981904,510.034806,520.550788,587.240629,389.819042,51.393289,513.932893,C – Moderately Vulnerable
4272,South_Asia_Coast,Steel,50000,52.514009,48.789623,24.371764,43.894285,525.140095,487.896232,243.717644,438.942851,43.254393,432.54393,C – Moderately Vulnerable
4273,EastAfrica_Droug,Agriculture,50000,49.396338,21.391952,20.970722,49.141341,493.963377,213.919523,209.70722,491.413407,35.250588,352.505879,B – Resilient
4274,SE_Asia_StormBel,Banking,50000,32.252288,22.969758,67.279819,54.512041,322.522878,229.69758,672.798187,545.120414,42.027501,420.275011,C – Moderately Vulnerable
4275,SE_Asia_StormBel,RealEstate,50000,22.641608,43.002774,97.270848,29.829368,226.416078,430.027738,972.708476,298.293677,47.467373,474.673732,C – Moderately Vulnerable
4276,SE_Asia_StormBel,OilGas,50000,41.456853,41.34127,90.837862,22.907613,414.568529,413.412704,908.378616,229.076134,50.990824,509.908235,C – Moderately Vulnerable
4277,Gulf_Coast_Urban,Banking,82989,53.262477,41.981819,93.181803,11.273492,532.62477,419.818195,931.818034,112.734922,54.123796,541.237965,C – Moderately Vulnerable
4278,Gulf_Coast_Urban,OilGas,55306,61.996826,33.908632,50.812154,14.032621,619.968256,339.08632,508.121535,140.326209,44.983978,449.839785,C – Moderately Vulnerable
4279,EastAfrica_Droug,Steel,50000,53.907674,68.645524,35.89414,46.76174,539.076741,686.45524,358.941404,467.617399,52.016863,520.16863,C – Moderately Vulnerable
4280,Gulf_Coast_Urban,Agriculture,50000,65.146505,44.925774,76.590184,66.445008,651.465048,449.257743,765.901841,664.450075,63.147017,631.470174,D – High Climate Risk
4281,Gulf_Coast_Urban,OilGas,50000,28.92123,20.132864,54.219621,66.589871,289.2123,201.328635,542.196206,665.898709,38.699032,386.990322,B – Resilient
4282,South_Asia_Coast,Banking,50000,33.367142,4.828614,81.311577,45.649443,333.671424,48.286137,813.115772,456.494434,40.060964,400.609641,C – Moderately Vulnerable
4283,Gulf_Coast_Urban,Agriculture,50000,54.881216,42.493133,69.896027,61.87903,548.812157,424.931334,698.960271,618.790295,56.58757,565.875701,C – Moderately Vulnerable
4284,EastAfrica_Droug,RealEstate,146158,49.141799,66.90729,36.375036,95.900044,491.417991,669.072899,363.750358,959.000442,57.405218,574.052177,C – Moderately Vulnerable
4285,SE_Asia_StormBel,Banking,51007,66.690427,31.533577,6.836894,98.228438,666.904273,315.335771,68.368937,982.284379,47.668533,476.685329,C – Moderately Vulnerable
4286,SE_Asia_StormBel,Steel,68013,46.873347,35.58146,29.481037,84.48132,468.733465,355.814599,294.810373,844.813196,45.343494,453.434935,C – Moderately Vulnerable
4287,South_Asia_Coast,Agriculture,61727,46.089253,79.03976,83.065309,91.437533,460.892525,790.3976,830.65309,914.375326,70.373136,703.731355,D – High Climate Risk
4288,SE_Asia_StormBel,Steel,50000,47.602051,76.641402,46.141112,13.59611,476.020508,766.414016,461.411118,135.961105,49.395763,493.957627,C – Moderately Vulnerable
4289,Gulf_Coast_Urban,Agriculture,244261,69.375189,89.493313,82.146833,27.877337,693.75189,894.93313,821.468325,278.773366,71.372953,713.72953,D – High Climate Risk
4290,South_Asia_Coast,Banking,50000,60.151657,66.015945,69.777047,95.398352,601.516567,660.159446,697.770468,953.983517,69.31108,693.110805,D – High Climate Risk
4291,SE_Asia_StormBel,AutoManufacturing,59714,51.258115,39.879817,30.893114,13.027061,512.581151,398.798172,308.931142,130.270606,37.587632,375.876322,B – Resilient
4292,EastAfrica_Droug,AutoManufacturing,50000,48.336572,76.643888,44.118061,87.460891,483.365719,766.438879,441.180612,874.608912,60.227421,602.274211,D – High Climate Risk
4293,SE_Asia_StormBel,Agriculture,148814,71.935246,44.950426,65.677526,43.92111,719.352463,449.504262,656.77526,439.211098,59.422491,594.224907,C – Moderately Vulnerable
4294,South_Asia_Coast,RealEstate,50000,44.437915,38.367934,87.714368,97.497648,444.379146,383.679343,877.143677,974.976478,61.698493,616.984928,D – High Climate Risk
4295,Gulf_Coast_Urban,Steel,169709,34.11007,34.541031,3.943824,71.654179,341.100698,345.410305,39.438241,716.541789,32.307865,323.078649,B – Resilient
4296,Gulf_Coast_Urban,Retail,50000,43.786369,34.179926,99.210486,33.703912,437.863693,341.799262,992.104857,337.039124,53.728419,537.284191,C – Moderately Vulnerable
4297,EastAfrica_Droug,Agriculture,50000,33.276366,42.307846,40.749198,11.806834,332.763664,423.078462,407.491977,118.068338,34.182014,341.820143,B – Resilient
4298,EastAfrica_Droug,Agriculture,50000,60.169656,62.883359,12.999698,23.888107,601.696556,628.833585,129.99698,238.881069,43.61336,436.133596,C – Moderately Vulnerable
4299,Gulf_Coast_Urban,AutoManufacturing,254465,38.978349,28.683828,33.124879,70.422077,389.783489,286.838283,331.248788,704.220767,39.65791,396.579104,B – Resilient
4300,SE_Asia_StormBel,OilGas,50000,39.226502,71.450801,79.575243,32.10746,392.265017,714.508013,795.752433,321.074596,56.301906,563.019057,C – Moderately Vulnerable
4301,EastAfrica_Droug,Banking,50000,69.817795,45.361457,57.428345,94.910149,698.177947,453.614573,574.283448,949.101487,64.370201,643.70201,D – High Climate Risk
4302,South_Asia_Coast,AutoManufacturing,50000,36.031106,80.239153,11.083837,53.480796,360.311064,802.391525,110.838372,534.807959,43.463754,434.637541,C – Moderately Vulnerable
4303,South_Asia_Coast,Steel,50000,62.761423,51.967763,38.8282,52.467832,627.614233,519.677631,388.281997,524.678321,52.535664,525.356637,C – Moderately Vulnerable
4304,SE_Asia_StormBel,AutoManufacturing,170115,52.832554,78.881658,5.546239,80.715057,528.325543,788.816576,55.462385,807.150567,51.705627,517.056265,C – Moderately Vulnerable
4305,South_Asia_Coast,Retail,58589,28.631295,22.202594,6.670609,79.724821,286.31295,222.025941,66.706093,797.248214,29.197977,291.979773,B – Resilient
4306,EastAfrica_Droug,RealEstate,50000,52.688329,72.449344,22.083528,68.703254,526.883286,724.493441,220.835283,687.032537,52.379621,523.796212,C – Moderately Vulnerable
4307,SE_Asia_StormBel,Banking,116224,59.792984,60.086958,35.123372,95.208847,597.929837,600.86958,351.233724,952.088471,59.011454,590.114539,C – Moderately Vulnerable
4308,SE_Asia_StormBel,Retail,50000,61.805976,8.829518,69.320954,57.977398,618.05976,88.295182,693.20954,579.77398,49.866319,498.663194,C – Moderately Vulnerable
4309,South_Asia_Coast,RealEstate,50000,70.443441,27.961124,1.706309,90.048818,704.434411,279.611236,17.063092,900.488184,45.579385,455.793853,C – Moderately Vulnerable
4310,South_Asia_Coast,Retail,94874,47.375825,47.930729,31.527187,47.042801,473.758246,479.307295,315.271875,470.428013,43.502438,435.02438,C – Moderately Vulnerable
4311,Gulf_Coast_Urban,Banking,50000,52.424324,32.405965,35.751004,76.196717,524.243241,324.059652,357.510039,761.967174,46.817263,468.172633,C – Moderately Vulnerable
4312,South_Asia_Coast,AutoManufacturing,50000,58.522955,19.106861,30.96037,23.408744,585.229553,191.068607,309.603699,234.087436,36.511154,365.111535,B – Resilient
4313,EastAfrica_Droug,Retail,104435,42.891959,40.116674,14.229536,85.047615,428.919592,401.166736,142.29536,850.476145,41.35588,413.558803,C – Moderately Vulnerable
4314,South_Asia_Coast,AutoManufacturing,53472,50.785764,77.42947,86.085345,35.278294,507.857644,774.294704,860.853445,352.782945,63.945465,639.454654,D – High Climate Risk
4315,South_Asia_Coast,Banking,108784,66.627914,75.622521,32.119762,72.597164,666.279141,756.225212,321.197618,725.971643,61.144915,611.449154,D – High Climate Risk
4316,Gulf_Coast_Urban,AutoManufacturing,50000,27.05011,51.5201,84.447046,32.238917,270.501104,515.201001,844.47046,322.389172,48.295163,482.951628,C – Moderately Vulnerable
4317,South_Asia_Coast,Steel,135296,46.614723,30.666581,18.997918,95.32321,466.14723,306.665813,189.979181,953.232098,43.029759,430.297594,C – Moderately Vulnerable
4318,EastAfrica_Droug,AutoManufacturing,60550,67.760397,43.711831,72.271789,19.070376,677.603971,437.118305,722.717886,190.703763,55.5726,555.726002,C – Moderately Vulnerable
4319,Gulf_Coast_Urban,OilGas,139733,47.012138,56.701346,20.055088,52.707225,470.121378,567.013459,200.550881,527.072247,43.54944,435.494404,C – Moderately Vulnerable
4320,SE_Asia_StormBel,Retail,136124,53.901832,9.669141,34.228013,39.456046,539.018321,96.691405,342.280128,394.560465,35.758337,357.583366,B – Resilient
4321,SE_Asia_StormBel,Banking,160975,49.178687,64.015002,67.743986,53.480409,491.78687,640.150021,677.439857,534.804091,58.174349,581.743488,C – Moderately Vulnerable
4322,South_Asia_Coast,Agriculture,63236,38.272696,85.618998,54.800212,23.071399,382.726962,856.189977,548.002118,230.713988,51.960956,519.609559,C – Moderately Vulnerable
4323,South_Asia_Coast,Agriculture,81322,30.354486,55.81506,26.672717,50.367899,303.544865,558.150602,266.727169,503.678986,38.801199,388.011993,B – Resilient
4324,SE_Asia_StormBel,Agriculture,50000,73.952978,39.089817,88.128537,13.18502,739.529779,390.898168,881.285367,131.850204,59.665884,596.658837,C – Moderately Vulnerable
4325,South_Asia_Coast,Banking,50000,32.780297,24.230595,47.249041,23.108995,327.802966,242.305947,472.49041,231.089947,32.809362,328.093619,B – Resilient
4326,South_Asia_Coast,OilGas,297342,36.33834,50.391878,78.843844,67.193769,363.383404,503.91878,788.43844,671.937688,55.106415,551.06415,C – Moderately Vulnerable
4327,EastAfrica_Droug,AutoManufacturing,50000,38.59936,8.302275,86.212772,46.883446,385.993601,83.022748,862.12772,468.834455,44.171055,441.710546,C – Moderately Vulnerable
4328,South_Asia_Coast,Retail,123487,58.304144,28.146823,44.994463,49.69059,583.041441,281.468228,449.944628,496.905897,46.14536,461.453603,C – Moderately Vulnerable
4329,EastAfrica_Droug,RealEstate,107007,48.22923,26.412979,33.306544,93.167144,482.292305,264.129795,333.06544,931.671444,45.785183,457.851832,C – Moderately Vulnerable
4330,South_Asia_Coast,RealEstate,69206,62.91169,52.171159,55.345509,21.50415,629.116899,521.711592,553.455089,215.041498,52.123881,521.23881,C – Moderately Vulnerable
4331,Gulf_Coast_Urban,Banking,52892,20.328958,82.707072,8.245159,55.175657,203.289577,827.070725,82.451595,551.756566,38.129542,381.295416,B – Resilient
4332,EastAfrica_Droug,Steel,53315,21.455149,62.856054,68.378842,53.152381,214.55149,628.560541,683.78842,531.523812,48.290883,482.908834,C – Moderately Vulnerable
4333,Gulf_Coast_Urban,OilGas,50000,53.80533,31.455367,75.433149,44.517622,538.053303,314.553672,754.331487,445.176216,52.231638,522.316378,C – Moderately Vulnerable
4334,SE_Asia_StormBel,Retail,64573,69.49972,21.53098,10.616394,83.001753,694.997199,215.309798,106.163936,830.017529,44.812008,448.120082,C – Moderately Vulnerable
4335,Gulf_Coast_Urban,AutoManufacturing,50000,46.391664,46.376055,29.626223,56.686597,463.916636,463.760551,296.262228,566.865974,43.740641,437.406413,C – Moderately Vulnerable
4336,EastAfrica_Droug,Agriculture,108858,41.897777,52.650435,76.703703,82.042006,418.977774,526.504351,767.037033,820.420062,59.309058,593.090576,C – Moderately Vulnerable
4337,SE_Asia_StormBel,OilGas,50000,84.840922,64.272649,31.645261,86.002647,848.40922,642.72649,316.452608,860.026468,66.574197,665.741972,D – High Climate Risk
4338,South_Asia_Coast,OilGas,50000,62.595387,94.013689,61.414091,7.123288,625.953867,940.136887,614.140913,71.232883,61.833824,618.338236,D – High Climate Risk
4339,Gulf_Coast_Urban,Retail,50000,56.821109,30.637451,60.109387,93.783205,568.211088,306.374508,601.093868,937.832051,56.641578,566.415782,C – Moderately Vulnerable
4340,Gulf_Coast_Urban,Banking,53878,57.400503,23.875118,25.931595,76.312741,574.005028,238.751184,259.315948,763.127412,43.988765,439.887654,C – Moderately Vulnerable
4341,Gulf_Coast_Urban,AutoManufacturing,55398,59.582818,61.79645,76.573546,48.432961,595.828179,617.9645,765.735463,484.32961,62.711429,627.114295,D – High Climate Risk
4342,EastAfrica_Droug,Banking,50000,65.711604,60.095994,49.402663,81.994831,657.116041,600.959945,494.026629,819.948314,62.672951,626.729505,D – High Climate Risk
4343,South_Asia_Coast,Banking,89494,64.274665,7.618355,12.016569,22.988485,642.746654,76.183555,120.165692,229.884846,30.853137,308.531367,B – Resilient
4344,South_Asia_Coast,Steel,79123,41.882693,64.14842,10.174435,81.941106,418.826929,641.484195,101.744354,819.41106,45.530822,455.308222,C – Moderately Vulnerable
4345,SE_Asia_StormBel,Banking,62656,48.251061,38.360735,91.735979,55.629879,482.510612,383.60735,917.359792,556.298788,57.756532,577.565318,C – Moderately Vulnerable
4346,Gulf_Coast_Urban,AutoManufacturing,50000,57.356003,24.6856,38.21375,44.423099,573.560033,246.855997,382.137505,444.230987,42.462903,424.629035,C – Moderately Vulnerable
4347,South_Asia_Coast,Steel,50000,18.814852,53.084894,55.39883,57.090802,188.148524,530.848941,553.988302,570.908018,42.26975,422.697497,C – Moderately Vulnerable
4348,SE_Asia_StormBel,Steel,50000,68.325696,41.969636,64.086363,71.652717,683.256958,419.696359,640.863632,716.527173,61.175901,611.759009,D – High Climate Risk
4349,South_Asia_Coast,Agriculture,51375,59.596781,68.031711,72.404136,27.735385,595.967811,680.317107,724.041359,277.35385,60.128143,601.281428,D – High Climate Risk
4350,SE_Asia_StormBel,Agriculture,93769,42.848849,40.337409,41.323931,9.748491,428.488488,403.374092,413.239306,97.484913,36.874706,368.747057,B – Resilient
4351,South_Asia_Coast,Retail,50000,55.225977,85.823122,48.812559,90.680636,552.259769,858.231223,488.125586,906.806361,66.590108,665.901075,D – High Climate Risk
4352,SE_Asia_StormBel,AutoManufacturing,50000,47.9661,56.634778,73.066633,95.052296,479.661002,566.347783,730.666328,950.522957,63.471332,634.713322,D – High Climate Risk
4353,Gulf_Coast_Urban,Banking,57393,48.757239,36.612843,65.796186,62.468446,487.57239,366.128428,657.961864,624.684465,52.037558,520.375579,C – Moderately Vulnerable
4354,South_Asia_Coast,Steel,93657,61.333535,57.864858,61.761687,51.065081,613.335355,578.648581,617.616869,510.650814,59.033136,590.331359,C – Moderately Vulnerable
4355,SE_Asia_StormBel,Retail,50000,54.446245,39.906918,38.79053,5.391663,544.462449,399.069179,387.905301,53.916632,39.539297,395.392972,B – Resilient
4356,SE_Asia_StormBel,Steel,353599,27.074637,12.816183,96.570934,41.573493,270.746369,128.161834,965.709341,415.734929,43.058926,430.589262,C – Moderately Vulnerable
4357,Gulf_Coast_Urban,OilGas,109325,51.809633,74.215997,18.453348,34.029245,518.096333,742.15997,184.533477,340.292453,46.405095,464.050946,C – Moderately Vulnerable
4358,SE_Asia_StormBel,RealEstate,50000,63.983705,36.71914,11.661486,38.338771,639.837052,367.191396,116.614862,383.38771,40.240269,402.402689,C – Moderately Vulnerable
4359,SE_Asia_StormBel,RealEstate,50000,50.63185,33.112,28.591314,71.935447,506.318496,331.119998,285.913136,719.354473,43.937293,439.372928,C – Moderately Vulnerable
4360,Gulf_Coast_Urban,Steel,75127,47.159207,64.980162,25.159863,36.12499,471.592069,649.801623,251.598626,361.2499,44.459477,444.594771,C – Moderately Vulnerable
4361,EastAfrica_Droug,Retail,87340,51.255974,63.171944,96.085195,79.111927,512.559737,631.71944,960.851951,791.119274,69.620665,696.206647,D – High Climate Risk
4362,SE_Asia_StormBel,Agriculture,50000,49.877586,76.808486,0.837092,99.076892,498.775856,768.084861,8.370924,990.768917,51.730083,517.300833,C – Moderately Vulnerable
4363,South_Asia_Coast,AutoManufacturing,50000,45.818073,56.185056,88.009291,54.631221,458.180727,561.850558,880.092915,546.31221,60.279595,602.795954,D – High Climate Risk
4364,SE_Asia_StormBel,Steel,50000,77.6363,62.481332,40.636893,27.759723,776.362999,624.813319,406.368934,277.597233,57.11622,571.162198,C – Moderately Vulnerable
4365,Gulf_Coast_Urban,Steel,63045,49.453956,80.705507,56.745589,95.785673,494.539563,807.055072,567.455894,957.856731,66.03951,660.395098,D – High Climate Risk
4366,South_Asia_Coast,AutoManufacturing,63688,53.677313,53.988997,69.354644,73.179431,536.773132,539.889974,693.546435,731.794307,60.599884,605.998844,D – High Climate Risk
4367,EastAfrica_Droug,Banking,338224,33.312385,36.740668,4.493606,22.481698,333.123849,367.406683,44.936058,224.816983,25.340158,253.40158,B – Resilient
4368,Gulf_Coast_Urban,Agriculture,50000,67.842627,37.099909,51.750657,99.437881,678.426265,370.999093,517.506572,994.378811,60.873243,608.732431,D – High Climate Risk
4369,Gulf_Coast_Urban,Steel,50000,59.32281,37.910875,3.961577,1.024899,593.228097,379.108748,39.615771,10.248986,31.384831,313.848312,B – Resilient
4370,Gulf_Coast_Urban,OilGas,50000,50.508797,15.019745,9.830042,57.59925,505.087967,150.197455,98.300424,575.9925,32.530413,325.304133,B – Resilient
4371,Gulf_Coast_Urban,Agriculture,88360,68.452747,71.026214,62.739252,68.447968,684.52747,710.262139,627.392524,684.479679,67.667023,676.670232,D – High Climate Risk
4372,Gulf_Coast_Urban,OilGas,91248,46.543279,70.111732,27.48762,18.242405,465.432786,701.117321,274.876201,182.424054,43.426346,434.263464,C – Moderately Vulnerable
4373,EastAfrica_Droug,RealEstate,51038,39.563664,68.292937,14.220865,5.132297,395.636642,682.929369,142.208648,51.322966,35.245577,352.455774,B – Resilient
4374,Gulf_Coast_Urban,AutoManufacturing,200525,59.019925,20.584977,4.95265,0.7392,590.199249,205.849768,49.526495,7.392004,27.15226,271.522604,B – Resilient
4375,SE_Asia_StormBel,Agriculture,50000,61.582418,55.123378,80.408324,92.606068,615.824176,551.233785,804.083244,926.060683,69.327682,693.276821,D – High Climate Risk
4376,SE_Asia_StormBel,Banking,50000,69.700407,44.631416,63.320085,58.279036,697.00407,446.314164,633.200853,582.790355,60.124873,601.248732,D – High Climate Risk
4377,Gulf_Coast_Urban,Agriculture,50000,26.953998,59.237613,3.211367,17.110136,269.539982,592.376129,32.113668,171.101357,27.612665,276.126646,B – Resilient
4378,South_Asia_Coast,Retail,53248,54.74836,40.292701,63.364183,61.566635,547.483596,402.927009,633.641826,615.666352,54.311142,543.11142,C – Moderately Vulnerable
4379,EastAfrica_Droug,Retail,50000,48.364533,22.742788,10.315028,0.251473,483.645331,227.427876,103.150275,2.514727,25.229761,252.297613,B – Resilient
4380,SE_Asia_StormBel,AutoManufacturing,112307,52.667188,46.749889,32.744949,37.368294,526.671877,467.498887,327.449492,373.682936,43.912469,439.124692,C – Moderately Vulnerable
4381,EastAfrica_Droug,Banking,263761,50.174385,82.788141,65.991689,76.793616,501.743855,827.881406,659.916886,767.936159,66.275035,662.750346,D – High Climate Risk
4382,EastAfrica_Droug,Agriculture,197292,56.33681,38.417175,28.475468,9.968724,563.368104,384.171746,284.75468,99.687237,37.936353,379.363528,B – Resilient
4383,SE_Asia_StormBel,RealEstate,50000,26.517549,61.557549,75.827434,60.373969,265.175489,615.57549,758.274336,603.739688,52.683483,526.834831,C – Moderately Vulnerable
4384,SE_Asia_StormBel,Banking,62485,34.111155,22.147231,51.860886,31.571799,341.111547,221.472309,518.608861,315.717993,35.176703,351.767033,B – Resilient
4385,South_Asia_Coast,Steel,111247,50.678314,64.62478,24.927841,9.856003,506.783136,646.247796,249.278405,98.560029,41.603965,416.039652,C – Moderately Vulnerable
4386,SE_Asia_StormBel,AutoManufacturing,102208,48.538559,57.962597,55.653168,82.46401,485.385588,579.625973,556.531684,824.640097,57.762038,577.620385,C – Moderately Vulnerable
4387,South_Asia_Coast,Banking,381373,58.52379,57.885114,3.414199,54.82786,585.2379,578.851144,34.141987,548.278598,44.032334,440.323337,C – Moderately Vulnerable
4388,EastAfrica_Droug,AutoManufacturing,50219,67.781754,86.099989,43.893486,79.122186,677.817535,860.999887,438.934859,791.221856,68.09031,680.903102,D – High Climate Risk
4389,EastAfrica_Droug,Banking,63734,63.668583,64.953603,32.551405,96.848174,636.685827,649.536027,325.514046,968.481739,61.187482,611.874818,D – High Climate Risk
4390,EastAfrica_Droug,Retail,359573,20.112581,43.336045,41.853079,18.356545,201.125808,433.360452,418.530792,183.565449,31.090166,310.901661,B – Resilient
4391,Gulf_Coast_Urban,RealEstate,83779,56.805925,12.96118,61.129091,13.693779,568.059255,129.611802,611.290912,136.937787,40.458709,404.587086,C – Moderately Vulnerable
4392,SE_Asia_StormBel,AutoManufacturing,50000,69.44891,23.215425,42.37886,98.085577,694.489105,232.154247,423.788596,980.855766,55.418526,554.185262,C – Moderately Vulnerable
