cust_id,secured_flag,ead,collateral_value,time_to_recovery,default_flag,recovery_amount,recovery_cost,lgd_observed,collateral_type,legal_action_flag,restructuring_flag,seniority,industry,segment,exposure_class
5970,0,876193,698579,38,0,149467,20746,0.8530905862064636,PlantMachinery,0,0,Senior,Manufacturing,Corporate,Unsecured
5971,0,4847261,1946050,12,0,465653,64590,0.9172598710900857,Inventory,0,0,Junior,Services,Mortgage,Unsecured
5972,1,530473,1912665,3,0,1482520,326495,0.05,Inventory,0,0,Senior,Transport,Mortgage,Partially Secured
5973,0,1424565,479770,9,0,38102,7129,0.95,PlantMachinery,0,0,Senior,Energy,Mortgage,Unsecured
5974,0,553609,2351329,28,0,820857,88766,0.05,PlantMachinery,1,0,Junior,Transport,SME,Unsecured
5975,1,1832098,5935696,32,0,2824942,432568,0.05,PlantMachinery,0,0,Senior,Transport,SME,Secured
5976,0,1183575,515128,3,0,138848,20465,0.8999784551042392,Receivables,1,0,Senior,Transport,Mortgage,Unsecured
5977,1,1029864,1560733,17,0,894437,96081,0.22479473017796525,Receivables,0,1,Junior,Manufacturing,SME,Secured
5978,1,3947033,60530,22,0,48262,8402,0.95,Guarantee,0,0,Senior,Construction,SME,Partially Secured
5979,1,625094,182780,24,0,121945,21502,0.8393153669688079,Inventory,1,0,Senior,Manufacturing,SME,Partially Secured
5980,1,2161937,806317,27,0,688669,49216,0.7042221859378881,Vehicles,1,0,Senior,Services,SME,Partially Secured
5981,1,557400,241009,38,1,197407,13390,0.6698654467168998,PlantMachinery,0,1,Senior,Services,Corporate,Partially Secured
5982,1,1346050,6873075,39,0,5890626,329480,0.05,Guarantee,1,0,Senior,Manufacturing,Other,Partially Secured
5983,0,363823,1407981,29,0,443319,74682,0.05,Vehicles,0,0,Junior,Services,Mortgage,Unsecured
5984,1,620005,2110456,21,0,1796804,447724,0.05,Property,1,0,Senior,Services,Mortgage,Partially Secured
5985,1,1107767,706494,21,0,588661,136413,0.5917480842090439,Property,0,0,Senior,Retail,Mortgage,Secured
5986,1,7382693,241946,18,0,172629,24547,0.95,PlantMachinery,0,0,Junior,Services,Corporate,Secured
5987,1,1330152,412218,23,0,352536,40110,0.765120076502535,Property,0,0,Senior,Construction,Mortgage,Partially Secured
5988,0,6291237,964937,35,0,111265,21880,0.95,Vehicles,1,0,Senior,Manufacturing,Corporate,Unsecured
5989,0,1499021,361599,33,0,34346,4020,0.95,Property,0,0,Senior,Construction,Mortgage,Unsecured
5990,0,816609,1526229,36,0,547121,31156,0.36816150691456984,PlantMachinery,0,0,Senior,Retail,Corporate,Unsecured
5991,1,5606047,1595274,17,0,910029,139662,0.8625828502686474,Inventory,1,0,Senior,Manufacturing,Mortgage,Secured
5992,1,1861731,733424,38,0,560916,64023,0.7331016134984055,Receivables,0,1,Senior,Manufacturing,SME,Secured
5993,1,632400,97909,28,0,49428,2908,0.9264389626818469,Receivables,0,0,Senior,Transport,Corporate,Secured
5994,1,1925259,4810268,32,0,2480185,500855,0.05,Receivables,1,0,Senior,Energy,Mortgage,Partially Secured
5995,1,897533,577266,33,0,292110,48089,0.7281203030974905,Inventory,0,0,Junior,Retail,Mortgage,Secured
5996,0,164549,14363550,27,0,5439187,651598,0.05,Property,1,0,Senior,Construction,SME,Unsecured
5997,1,3066272,1495228,6,1,658636,87834,0.8138449556986465,Receivables,1,0,Junior,Services,SME,Secured
5998,0,3594566,578995,14,0,188964,12405,0.95,Vehicles,1,0,Junior,Construction,Corporate,Unsecured
5999,1,7556676,1193742,21,1,913048,68220,0.8882011085297292,Property,0,0,Senior,Manufacturing,Corporate,Secured
6000,1,1834245,79125,11,0,51965,6953,0.95,Inventory,1,0,Senior,Construction,Other,Secured
6001,1,937785,2255216,27,0,997042,80019,0.05,Guarantee,0,0,Senior,Energy,SME,Partially Secured
6002,1,2771749,12281877,9,0,5676240,499474,0.05,Receivables,0,0,Senior,Energy,Mortgage,Secured
6003,0,2813163,73265,29,0,9595,1187,0.95,Property,1,0,Junior,Manufacturing,SME,Unsecured
6004,1,6188982,531708,8,0,216604,33530,0.95,Inventory,1,0,Junior,Services,SME,Partially Secured
6005,1,1150114,649610,37,0,476518,76960,0.6525926995063098,PlantMachinery,0,0,Senior,Transport,SME,Secured
6006,0,1019090,1910263,34,1,347897,51455,0.7091110696798124,Guarantee,0,0,Senior,Services,Other,Unsecured
6007,1,587984,7396912,16,0,4371811,282376,0.05,Receivables,0,0,Senior,Retail,Corporate,Secured
6008,1,2058446,1111443,8,1,637709,42068,0.7106355959787141,PlantMachinery,1,0,Senior,Services,Corporate,Secured
6009,1,255694,7694151,20,0,4852649,442251,0.05,PlantMachinery,0,0,Senior,Manufacturing,SME,Partially Secured
6010,1,2613203,879822,33,0,560869,126309,0.8337059922248673,Receivables,1,0,Senior,Manufacturing,Corporate,Secured
6011,0,2164792,1198481,18,0,211577,15299,0.9093317048473941,Vehicles,0,0,Senior,Energy,Corporate,Unsecured
6012,0,2158815,1046601,5,0,357040,69418,0.8667685744262478,PlantMachinery,0,0,Senior,Construction,Mortgage,Unsecured
6013,0,1380871,2792170,33,0,925494,197942,0.4731209504725641,Inventory,1,0,Senior,Energy,Mortgage,Unsecured
6014,1,5570404,458376,19,1,398476,28288,0.933543778871335,Vehicles,0,0,Senior,Energy,Corporate,Secured
6015,1,2876237,1794281,7,0,1358466,230042,0.6076734983939085,PlantMachinery,0,0,Senior,Retail,Other,Secured
6016,0,655348,188362,18,0,62651,12769,0.9238847146859379,PlantMachinery,0,0,Senior,Construction,Corporate,Unsecured
6017,1,667183,533409,19,0,290396,61168,0.6564240995349102,Receivables,0,0,Senior,Construction,Corporate,Partially Secured
6018,1,498982,362066,33,0,322731,18008,0.3893106364558241,Receivables,0,0,Senior,Manufacturing,Corporate,Secured
6019,1,2087094,803520,18,0,340876,53531,0.8623229236440716,Property,1,0,Junior,Construction,Mortgage,Secured
6020,1,442351,515200,23,0,243876,21283,0.49679553115060215,Guarantee,0,0,Senior,Construction,Mortgage,Secured
6021,1,3553317,2534094,39,0,1618164,368716,0.6483713668102227,Receivables,0,0,Senior,Services,Corporate,Secured
6022,0,4515259,277469,12,0,74411,10638,0.95,Receivables,0,0,Senior,Construction,SME,Unsecured
6023,0,499310,108613,34,0,38194,5085,0.9336904928801746,Property,1,0,Senior,Services,Corporate,Unsecured
6024,1,998941,163896,27,0,109776,10029,0.9001472559440448,Vehicles,0,0,Junior,Energy,Corporate,Secured
6025,1,1222759,2177275,35,0,1895531,169163,0.05,Guarantee,1,0,Senior,Construction,Other,Partially Secured
6026,1,2910929,251069,39,0,147731,36674,0.95,Guarantee,0,0,Senior,Construction,Mortgage,Secured
6027,0,6012452,1129887,30,0,167256,10625,0.95,Property,0,0,Junior,Manufacturing,Mortgage,Unsecured
6028,1,222906,527410,17,0,287021,16765,0.05,Receivables,0,0,Senior,Retail,Mortgage,Secured
6029,0,874860,1806078,10,0,122356,12624,0.8745719315090414,Vehicles,0,0,Senior,Manufacturing,Mortgage,Unsecured
6030,1,921707,565891,3,0,397259,48983,0.6221402246049992,Guarantee,0,0,Junior,Retail,SME,Secured
6031,1,296359,15260576,12,0,10328366,1318365,0.05,Property,1,1,Junior,Manufacturing,Mortgage,Secured
6032,1,740358,5885067,37,0,2910372,257133,0.05,Property,1,0,Senior,Energy,SME,Partially Secured
6033,0,1844592,515693,35,0,113787,27060,0.95,Guarantee,1,0,Senior,Transport,Corporate,Unsecured
6034,1,910110,443588,18,0,241559,55661,0.7957411741437848,Property,0,0,Junior,Energy,Corporate,Secured
6035,1,256626,22875082,16,0,19057626,2848207,0.05,Receivables,0,0,Senior,Construction,SME,Partially Secured
6036,1,21297126,222629,7,0,180032,36136,0.95,PlantMachinery,0,0,Senior,Services,Corporate,Partially Secured
6037,0,1569359,686577,18,0,132123,12545,0.9238045596960287,Property,0,0,Junior,Manufacturing,SME,Unsecured
6038,0,1344716,747652,23,0,145316,32109,0.9158134505724629,Vehicles,0,0,Senior,Energy,Corporate,Unsecured
6039,1,401143,727542,13,0,328172,43445,0.29021072285942917,Receivables,0,0,Junior,Retail,SME,Partially Secured
6040,0,1560795,107733,9,0,18084,1387,0.95,Vehicles,0,0,Senior,Retail,SME,Unsecured
6041,1,1020482,1259546,10,0,1123905,234469,0.1284157878335923,PlantMachinery,1,0,Senior,Retail,SME,Secured
6042,1,181948,250851,19,0,202097,29536,0.051591663552223666,Guarantee,1,0,Senior,Construction,SME,Partially Secured
6043,1,412398,3539825,32,0,1445891,247840,0.05,Guarantee,1,0,Senior,Energy,Mortgage,Secured
6044,1,2662899,147036,16,0,59301,13836,0.95,Vehicles,0,0,Senior,Services,SME,Secured
6045,0,8402313,778724,35,0,219651,36125,0.95,Property,0,0,Senior,Services,Mortgage,Unsecured
6046,0,1736123,63720,26,1,6720,693,0.95,Guarantee,0,0,Junior,Energy,Corporate,Unsecured
6047,1,3623979,68198,9,0,30653,3634,0.95,Vehicles,0,0,Senior,Transport,SME,Secured
6048,1,1029150,289732,17,0,183112,40520,0.8614468250497984,Vehicles,1,1,Senior,Energy,SME,Partially Secured
6049,0,1102900,338394,27,0,25397,5399,0.95,Receivables,0,0,Senior,Transport,SME,Unsecured
6050,0,3580378,3657531,19,0,659369,130504,0.8522879427814605,Guarantee,0,0,Senior,Construction,Mortgage,Unsecured
6051,1,6342460,697563,35,0,361887,27427,0.9472665180387421,Vehicles,0,0,Senior,Manufacturing,SME,Partially Secured
6052,0,4417553,3022659,4,0,449121,39912,0.9073674950815531,Inventory,1,0,Senior,Retail,Corporate,Unsecured
6053,1,414006,480332,12,0,260875,49722,0.4899759906861253,Inventory,0,0,Senior,Construction,Mortgage,Secured
6054,1,1124715,1420747,16,0,786883,83104,0.3742601459036289,Receivables,1,0,Senior,Energy,Corporate,Secured
6055,0,1587267,328396,14,0,109794,21109,0.9441272325323968,Inventory,0,0,Senior,Energy,Mortgage,Unsecured
6056,1,927568,304729,19,0,208770,39392,0.8173955979507702,Receivables,1,0,Senior,Construction,SME,Partially Secured
6057,1,1772422,98426,16,1,66333,11125,0.95,Vehicles,0,1,Senior,Services,SME,Partially Secured
6058,1,2732088,1055293,12,0,765513,189590,0.7892004210698923,Guarantee,0,0,Senior,Manufacturing,SME,Secured
6059,0,3278215,973148,31,0,347135,78065,0.9179217958553664,Receivables,0,0,Senior,Construction,Corporate,Unsecured
6060,0,6490629,1715206,8,0,205982,15269,0.95,Inventory,0,0,Senior,Energy,Other,Unsecured
6061,1,865064,923947,33,0,432325,85022,0.5985233462495261,Property,0,0,Junior,Construction,SME,Secured
6062,1,307418,6775444,39,1,5459502,1199560,0.05,Property,0,0,Senior,Energy,SME,Partially Secured
6063,1,1720687,885254,11,0,451639,101340,0.7964191046948108,Inventory,0,0,Senior,Manufacturing,Mortgage,Secured
6064,1,7911366,2171675,35,0,1345392,205653,0.8559365095736944,Property,0,1,Senior,Services,Corporate,Secured
6065,1,746405,510670,9,0,287048,63588,0.7006182970371313,Receivables,1,0,Senior,Energy,Mortgage,Secured
6066,0,2390102,268520,10,0,33225,7338,0.95,Inventory,0,0,Junior,Retail,SME,Unsecured
6067,1,2411466,1606333,36,1,1033283,166138,0.6404075363285238,PlantMachinery,0,0,Senior,Energy,Corporate,Secured
6068,1,1456347,661283,19,0,343744,54393,0.8013172684806574,Vehicles,0,0,Senior,Transport,SME,Secured
6069,1,1210960,1821639,19,0,1226742,212291,0.16227538481865622,PlantMachinery,1,0,Senior,Retail,Mortgage,Secured
6070,1,477620,1075428,32,0,564966,46016,0.05,Receivables,0,0,Senior,Manufacturing,Mortgage,Secured
6071,0,122803,304883,20,0,58851,11639,0.6155468514612835,Inventory,1,1,Senior,Energy,SME,Unsecured
6072,1,395596,2378003,17,0,1235860,281874,0.05,Vehicles,0,0,Senior,Energy,SME,Secured
6073,1,813983,279761,22,0,218860,35454,0.7746807980019239,PlantMachinery,0,0,Senior,Construction,SME,Secured
6074,1,3603523,1451138,27,0,921267,181829,0.7948013652195365,Receivables,0,0,Senior,Services,Corporate,Secured
6075,1,1084762,2986976,16,0,1251421,193295,0.05,Guarantee,1,0,Senior,Services,Corporate,Secured
6076,1,715669,477799,29,0,227600,36958,0.7336170771683558,Receivables,1,0,Senior,Retail,SME,Secured
6077,1,493369,2601487,37,0,2248414,371920,0.05,Property,1,0,Senior,Energy,SME,Partially Secured
6078,1,2319369,1129604,30,0,915140,92544,0.6453362962081497,Vehicles,0,1,Senior,Retail,Corporate,Secured
6079,1,4677887,1861956,8,0,878981,178489,0.8502546128198479,Vehicles,1,0,Senior,Retail,Corporate,Secured
6080,1,3483108,290560,33,0,123640,16489,0.95,PlantMachinery,1,0,Senior,Services,SME,Secured
6081,1,2204805,923319,16,0,439827,27263,0.8128795970618716,Vehicles,0,0,Junior,Retail,Corporate,Secured
6082,0,274961,154989,18,0,13505,1984,0.95,PlantMachinery,0,1,Senior,Construction,SME,Unsecured
6083,1,846043,4791866,38,0,3434732,257130,0.05,Inventory,0,0,Senior,Transport,SME,Secured
6084,1,8429973,79586,7,0,46912,9844,0.95,Inventory,0,0,Junior,Transport,Mortgage,Secured
6085,1,3693002,493744,34,0,266840,22492,0.9338348584701551,Inventory,0,0,Senior,Transport,Mortgage,Secured
6086,1,258460,261743,13,0,131775,30387,0.6077226650158631,PlantMachinery,0,0,Senior,Energy,Corporate,Partially Secured
6087,0,1137575,1532131,24,0,210139,47840,0.857328967320836,Guarantee,0,0,Senior,Manufacturing,Mortgage,Unsecured
6088,1,1729077,6054670,30,0,2490167,566946,0.05,Guarantee,1,0,Senior,Construction,Corporate,Secured
6089,0,561205,1499146,8,1,109430,12407,0.8271166507782362,PlantMachinery,1,1,Senior,Transport,SME,Unsecured
6090,1,119467,18951849,8,0,15140321,1716779,0.05,Inventory,0,0,Senior,Retail,Mortgage,Secured
6091,1,1327521,160214,22,0,106571,13048,0.9295506436433021,Inventory,0,0,Junior,Retail,SME,Secured
6092,0,547020,174328,6,0,67169,15190,0.9049778801506343,Vehicles,1,0,Senior,Transport,SME,Unsecured
6093,1,549167,273094,27,0,124793,15759,0.8014556592074906,Vehicles,0,0,Senior,Transport,Corporate,Partially Secured
6094,1,843503,833483,15,0,673175,109876,0.3321908754325711,PlantMachinery,0,0,Senior,Construction,Mortgage,Secured
6095,1,1052126,235716,14,0,203038,49586,0.8541505485084486,Property,0,0,Senior,Retail,SME,Partially Secured
6096,0,1191730,319071,11,0,19710,3737,0.95,Guarantee,1,1,Senior,Energy,Other,Unsecured
6097,1,496833,1443428,5,0,653466,136784,0.05,Property,0,0,Senior,Transport,Corporate,Secured
6098,0,964910,186635,34,1,47915,6795,0.95,Vehicles,0,0,Senior,Manufacturing,Corporate,Unsecured
6099,1,207435,209710,13,0,104245,21003,0.5987080290211392,Receivables,0,0,Senior,Retail,Other,Secured
6100,0,1641365,470526,7,0,61787,12958,0.95,Property,1,0,Junior,Energy,SME,Unsecured
6101,1,69128,521838,37,0,455269,84965,0.05,PlantMachinery,1,0,Senior,Services,Corporate,Secured
6102,0,900323,2215563,26,1,517368,129270,0.5689347045449245,Receivables,0,0,Junior,Manufacturing,SME,Unsecured
6103,1,3015228,270843,8,0,151420,9959,0.95,PlantMachinery,1,0,Senior,Services,Corporate,Secured
6104,0,416924,330278,20,0,99820,21605,0.8123998618453243,Vehicles,0,0,Senior,Retail,SME,Unsecured
6105,1,2461866,1383098,8,0,1087208,101525,0.5996195568727136,Guarantee,1,0,Junior,Services,Other,Partially Secured
6106,1,3819892,1761248,24,0,1017353,178487,0.7803953619631131,PlantMachinery,1,0,Senior,Services,SME,Secured
6107,1,44006,3511651,16,0,1457308,311033,0.05,Property,0,0,Junior,Transport,SME,Partially Secured
6108,1,1033681,1222040,14,0,494159,88906,0.6079515827416775,Inventory,0,0,Senior,Transport,SME,Partially Secured
6109,1,67793,841886,27,1,473823,49619,0.05,PlantMachinery,1,0,Junior,Energy,Mortgage,Secured
6110,0,1068526,1373046,22,1,252791,28148,0.7897636557276098,Property,0,0,Senior,Transport,Corporate,Unsecured
6111,0,1194011,543533,20,0,36999,6290,0.95,Inventory,0,1,Senior,Construction,SME,Unsecured
6112,1,100454,539153,26,0,284252,65685,0.05,PlantMachinery,1,0,Senior,Energy,SME,Partially Secured
6113,0,8242698,103619,17,0,32340,5866,0.95,Receivables,0,0,Senior,Energy,Mortgage,Unsecured
6114,1,1600802,1948864,33,0,920616,124164,0.5024668884721533,PlantMachinery,1,0,Senior,Services,SME,Secured
6115,1,514513,920437,3,0,488817,108988,0.26176986781675093,PlantMachinery,1,1,Junior,Retail,Corporate,Partially Secured
6116,0,5206297,1714690,17,0,586700,64380,0.8996753354639584,PlantMachinery,1,0,Senior,Construction,Mortgage,Unsecured
6117,0,199663,32945,36,0,2311,358,0.95,Receivables,0,0,Senior,Services,SME,Unsecured
6118,0,351803,692586,4,0,94923,10621,0.7603715715897817,PlantMachinery,0,0,Senior,Manufacturing,Mortgage,Unsecured
6119,1,120637,284511,38,0,245925,50907,0.05,Receivables,1,0,Senior,Retail,SME,Secured
6120,0,7282940,3803752,25,0,713405,64292,0.9108721203250336,PlantMachinery,0,0,Senior,Construction,Other,Unsecured
6121,1,1676713,1433512,26,0,1255218,227405,0.38700719801182437,Inventory,1,0,Senior,Services,SME,Partially Secured
6122,1,2325398,943789,34,0,509240,92654,0.8208538925379656,Inventory,0,0,Senior,Manufacturing,Other,Secured
6123,1,1624972,453555,15,0,246622,58258,0.8840816949461283,Receivables,0,0,Senior,Services,Corporate,Secured
6124,0,2134552,1129097,35,0,69761,9643,0.95,Inventory,0,0,Junior,Retail,SME,Unsecured
6125,0,1300263,262759,16,0,63988,9551,0.95,PlantMachinery,0,0,Senior,Transport,Corporate,Unsecured
6126,0,1576820,653633,19,0,203485,34540,0.8928571428571429,Property,1,0,Senior,Retail,Corporate,Unsecured
6127,1,1339227,386080,18,0,291769,21994,0.7985591688339617,Property,1,0,Senior,Retail,Corporate,Secured
6128,1,654356,8825348,34,0,4338489,611785,0.05,PlantMachinery,0,0,Senior,Transport,SME,Partially Secured
6129,1,1147820,3674554,17,0,3177335,254254,0.05,Inventory,1,0,Junior,Transport,Mortgage,Partially Secured
6130,1,1581041,2348652,33,1,2099534,435778,0.05,Vehicles,0,0,Senior,Energy,Corporate,Secured
6131,1,1343178,141585,14,0,69463,8015,0.95,Property,1,0,Senior,Transport,SME,Secured
6132,0,274368,1887139,35,0,389705,53535,0.05,Inventory,1,0,Junior,Transport,SME,Unsecured
6133,1,313330,896661,5,0,803329,85655,0.05,Guarantee,1,0,Senior,Retail,SME,Partially Secured
6134,1,3551360,2801893,13,0,2459091,249435,0.37780005406379524,Guarantee,0,0,Senior,Construction,Corporate,Partially Secured
6135,1,884701,1039899,7,0,709686,175653,0.39636894272754297,Receivables,0,0,Junior,Services,Corporate,Partially Secured
6136,1,2158071,724046,29,0,402579,87193,0.8538574495463773,Inventory,0,0,Senior,Retail,SME,Secured
6137,1,403479,943321,18,1,382829,53529,0.18384847786377978,Property,0,0,Senior,Services,Corporate,Secured
6138,0,275640,100087,37,0,20353,4389,0.9420838775214048,Vehicles,1,0,Senior,Energy,SME,Unsecured
6139,1,517313,313594,18,0,131018,24281,0.7936703697761317,Vehicles,1,0,Senior,Energy,SME,Secured
6140,0,962640,1099833,18,0,214454,28277,0.806597481924707,Property,1,0,Senior,Construction,Corporate,Unsecured
6141,1,618380,2554398,24,0,1259509,70028,0.05,PlantMachinery,0,0,Senior,Retail,SME,Secured
6142,1,4386023,398099,6,0,207406,48264,0.95,Property,1,0,Senior,Transport,SME,Secured
6143,1,1439092,697398,34,0,287101,27380,0.8195243945487849,Receivables,1,0,Junior,Construction,Corporate,Secured
6144,0,7640232,125355,29,0,48966,9545,0.95,Inventory,0,0,Senior,Transport,SME,Unsecured
6145,0,1802000,3631810,17,0,995979,212225,0.5650643729189789,Property,0,0,Senior,Services,Mortgage,Unsecured
6146,1,107737,2483342,21,0,2082977,348594,0.05,Receivables,0,0,Senior,Services,Corporate,Partially Secured
6147,1,3457449,1494515,28,0,1020629,185096,0.7583383008686462,PlantMachinery,0,0,Senior,Transport,Other,Secured
6148,1,265786,1141081,17,0,763558,48678,0.05,Vehicles,1,0,Senior,Transport,SME,Partially Secured
6149,1,1514405,4024068,12,1,2857696,463186,0.05,PlantMachinery,1,1,Senior,Energy,Other,Secured
6150,0,554219,300886,36,0,83579,9136,0.8656794516247187,Property,0,0,Senior,Transport,Corporate,Unsecured
6151,1,10249208,267138,28,0,147492,24125,0.95,Vehicles,0,0,Junior,Energy,Mortgage,Partially Secured
6152,1,5073786,2344708,10,0,1969519,336468,0.6781395589013806,Inventory,0,0,Senior,Energy,SME,Secured
6153,1,572735,2177623,18,0,1388891,89808,0.05,Property,1,1,Senior,Services,Other,Secured
6154,1,1058795,196252,31,1,152355,20938,0.8758806001161697,Guarantee,0,0,Senior,Transport,SME,Partially Secured
6155,1,1535855,406567,34,0,348030,76357,0.8231128589612952,Vehicles,0,0,Junior,Transport,SME,Partially Secured
6156,1,2851666,4676228,23,0,1879206,139439,0.3899120724516826,Property,1,0,Senior,Construction,SME,Partially Secured
6157,0,1238178,1147199,34,0,100057,19995,0.9353388608099966,Inventory,0,0,Senior,Construction,Corporate,Unsecured
6158,0,431535,1733889,14,0,321960,51637,0.3735780411785834,Property,1,0,Senior,Services,SME,Unsecured
6159,1,586801,203831,12,0,132734,22942,0.81289738770043,Receivables,0,0,Senior,Retail,SME,Secured
6160,0,1197226,1502001,8,0,447171,24307,0.6467968453742234,PlantMachinery,1,0,Senior,Construction,SME,Unsecured
6161,1,4132763,153047,39,0,133154,29661,0.95,Property,1,0,Senior,Construction,Corporate,Secured
6162,1,1844719,82635,20,1,38602,8899,0.95,Guarantee,0,0,Senior,Retail,Mortgage,Secured
6163,1,554923,1622544,33,0,894396,156261,0.05,Guarantee,0,0,Senior,Energy,Other,Secured
6164,1,2299892,3533818,37,1,1879778,465471,0.385055037366972,Guarantee,0,0,Senior,Services,Corporate,Partially Secured
6165,1,816690,551741,5,0,357740,39493,0.610320929606093,Receivables,0,0,Senior,Services,SME,Secured
6166,1,2929692,399829,7,0,236319,21684,0.926738032530382,Receivables,0,0,Senior,Energy,SME,Secured
6167,1,15051834,4789485,36,0,2776024,220326,0.8302068704717313,Guarantee,0,0,Junior,Manufacturing,SME,Secured
6168,0,840013,588739,35,0,156990,13523,0.8292085955812589,Property,0,0,Senior,Construction,Mortgage,Unsecured
6169,1,2680744,678509,38,1,437660,24883,0.8460214776196459,Guarantee,1,0,Senior,Construction,Mortgage,Secured
6170,1,570692,4701315,12,0,2974464,567188,0.05,Vehicles,0,0,Senior,Construction,SME,Secured
6171,1,1074897,494378,5,0,225736,46193,0.8329672517459812,Vehicles,0,1,Senior,Construction,SME,Secured
6172,1,1238686,355247,13,0,237885,12452,0.8180063389753336,PlantMachinery,0,0,Senior,Services,SME,Secured
6173,1,990847,1788806,5,0,768256,74320,0.29965373059614653,Vehicles,1,0,Senior,Manufacturing,Corporate,Secured
6174,0,14118741,333353,30,1,57579,5390,0.95,Inventory,0,0,Senior,Retail,SME,Unsecured
6175,1,885056,622151,30,0,442796,78283,0.5881469647118374,Property,0,0,Senior,Services,Corporate,Partially Secured
6176,1,2162664,170915,11,0,90635,18813,0.95,Vehicles,0,0,Senior,Services,Other,Secured
6177,1,174540,894425,28,1,418283,81024,0.05,Inventory,0,0,Senior,Services,SME,Partially Secured
6178,1,1852407,786153,31,0,628244,127159,0.7294951919313628,Guarantee,1,1,Senior,Energy,Mortgage,Secured
6179,1,3767998,2115543,12,0,1661106,319816,0.644031127405057,Inventory,1,0,Senior,Retail,Corporate,Secured
6180,1,709561,1872869,29,1,1635021,330422,0.05,Receivables,0,0,Senior,Transport,SME,Secured
6181,1,97711,1337977,34,0,833766,135384,0.05,Vehicles,1,0,Senior,Energy,Corporate,Partially Secured
6182,1,1157008,1125436,20,0,627740,99934,0.5438181931326318,PlantMachinery,1,0,Senior,Manufacturing,Mortgage,Secured
6183,1,1223448,672946,20,0,370997,79563,0.7617929000660428,Inventory,0,0,Senior,Energy,SME,Secured
6184,0,2480758,1426182,24,1,460980,79491,0.8462207921933538,Guarantee,1,0,Senior,Construction,Corporate,Unsecured
6185,1,8983526,214579,19,1,123354,9767,0.95,Vehicles,1,0,Senior,Retail,Corporate,Secured
6186,0,822370,55057,27,0,14615,3261,0.95,Property,0,0,Senior,Transport,Mortgage,Unsecured
6187,0,510789,2618492,28,0,914242,133804,0.05,PlantMachinery,1,0,Senior,Services,Corporate,Unsecured
6188,1,374400,1531221,7,0,878063,88174,0.05,Vehicles,1,0,Junior,Retail,SME,Secured
6189,1,1466044,634323,11,0,427305,53461,0.7449981037404061,Property,0,0,Senior,Retail,Corporate,Partially Secured
6190,1,1942243,2378580,26,0,1030619,168984,0.5563711646791879,Inventory,1,0,Senior,Transport,Mortgage,Secured
6191,0,696863,326228,9,0,119950,15444,0.850033650803673,Inventory,0,0,Junior,Retail,Corporate,Unsecured
6192,1,2619994,335694,22,0,171798,28941,0.9454743026129068,Property,1,0,Senior,Energy,Corporate,Partially Secured
6193,0,1915298,288211,10,0,44536,7223,0.95,Vehicles,0,0,Senior,Manufacturing,SME,Unsecured
6194,0,1255735,1361890,21,1,196503,31516,0.8686132026263503,Inventory,0,1,Senior,Retail,SME,Unsecured
6195,0,487763,127867,37,0,14933,2435,0.95,Guarantee,1,0,Senior,Retail,SME,Unsecured
6196,1,742765,313747,27,0,169842,19334,0.7973679427544378,Vehicles,1,0,Senior,Services,SME,Secured
6197,1,105899,1003181,19,0,507190,112793,0.05,Inventory,1,1,Senior,Services,Corporate,Partially Secured
6198,0,1522382,193965,27,0,18900,2957,0.95,Receivables,1,1,Senior,Retail,Corporate,Unsecured
6199,1,1234703,352800,37,0,192551,11389,0.8532748361346818,Guarantee,1,0,Senior,Construction,SME,Partially Secured
6200,1,1452038,64040,4,0,27866,3034,0.95,Inventory,1,0,Senior,Energy,Mortgage,Secured
6201,0,1991341,1420312,18,0,275761,53336,0.8883039117860778,Inventory,0,0,Senior,Construction,Corporate,Unsecured
6202,1,1768816,342278,16,0,145965,26728,0.932589370516775,Receivables,1,0,Senior,Services,Corporate,Partially Secured
6203,0,1076921,217682,31,0,43035,3827,0.95,Guarantee,0,1,Senior,Retail,Corporate,Unsecured
6204,0,1262580,175514,4,0,22304,5568,0.95,Guarantee,1,0,Senior,Services,SME,Unsecured
6205,1,295281,460452,12,0,287322,50334,0.19741534335090982,PlantMachinery,1,0,Senior,Retail,Mortgage,Secured
6206,0,670835,128261,4,0,46884,5411,0.9381770480073341,Receivables,0,0,Junior,Energy,SME,Unsecured
6207,1,1264858,6178695,29,0,2544679,327042,0.05,Guarantee,1,0,Senior,Manufacturing,SME,Secured
6208,1,576163,52932,15,0,25886,6055,0.95,PlantMachinery,0,0,Senior,Construction,Mortgage,Secured
6209,1,2842375,444328,4,0,386354,52631,0.8825900875148424,Inventory,1,0,Junior,Construction,Mortgage,Secured
6210,1,622418,820441,16,0,562713,55269,0.18472152154982668,PlantMachinery,0,0,Junior,Construction,Corporate,Partially Secured
6211,1,1493010,310855,19,0,257074,30524,0.848259556198552,Property,0,0,Senior,Energy,SME,Secured
6212,1,1351283,921119,38,0,392087,61179,0.75511569375179,Property,1,0,Senior,Services,Corporate,Secured
6213,1,2536453,302682,36,0,122218,9965,0.95,Property,0,0,Senior,Manufacturing,Other,Secured
6214,1,2960270,3925891,31,0,3104891,186900,0.05,Receivables,0,0,Senior,Energy,Corporate,Secured
6215,0,2407339,213040,25,1,62469,8166,0.95,Property,0,0,Junior,Services,Corporate,Unsecured
6216,0,146384,54921,25,0,18477,4235,0.902707946223631,Vehicles,1,0,Senior,Energy,SME,Unsecured
