cust_id,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,default_flag,lgd_observed
5991,1,5606047,1595274,907148,159258,25,0,0.8665922708104302
5992,1,1861731,733424,482077,31543,37,0,0.7580026330334512
5993,1,632400,97909,68467,7730,10,0,0.9039579380139152
5994,1,1925259,4810268,2964159,517004,35,0,0.05
5995,1,897533,577266,449844,103806,30,0,0.6144565158049899
5996,0,164549,14363550,2637695,624079,9,0,0.05
5997,1,3066272,1495228,1095290,238534,38,0,0.7205870842508427
5998,0,3594566,578995,57267,5776,15,0,0.95
5999,1,7556676,1193742,994201,143837,33,0,0.8874685112872379
6000,1,1834245,79125,39701,5426,15,0,0.95
6001,1,937785,2255216,1604974,221064,37,0,0.05
6002,1,2771749,12281877,9313598,558414,9,0,0.05
6003,0,2813163,73265,26941,2282,24,0,0.95
6004,1,6188982,531708,436736,35223,36,0,0.9351245487545448
6005,1,1150114,649610,318461,55238,11,0,0.771133122455687
6006,0,1019090,1910263,559320,74031,34,0,0.5238016269416832
6007,1,587984,7396912,3555938,408497,37,0,0.05
6008,1,2058446,1111443,856799,118907,5,0,0.6415295810528914
6009,1,255694,7694151,3647596,418900,23,0,0.05
6010,1,2613203,879822,518579,104490,15,0,0.8415396737260749
6011,0,2164792,1198481,438291,36557,35,0,0.8144237414033311
6012,0,2158815,1046601,326910,20015,38,0,0.8578409914698573
6013,0,1380871,2792170,866352,156065,12,0,0.48562392866531345
6014,1,5570404,458376,208028,19994,38,0,0.95
6015,1,2876237,1794281,1082368,193387,20,0,0.6909222014736616
6016,0,655348,188362,73537,4537,33,0,0.8947124275957201
6017,1,667183,533409,238593,23720,3,1,0.6779399355199398
6018,1,498982,362066,164564,13292,33,0,0.6968387637229398
6019,1,2087094,803520,378965,40979,28,0,0.8380590428605516
6020,1,442351,515200,372228,43093,18,0,0.25594154867966845
6021,1,3553317,2534094,2165810,322790,14,0,0.48132406987611853
6022,0,4515259,277469,84626,13034,31,1,0.95
6023,0,499310,108613,22474,3955,14,0,0.95
6024,1,998941,163896,112935,13137,7,0,0.9000962018777886
6025,1,1222759,2177275,1917610,299922,4,0,0.05
6026,1,2910929,251069,138707,34402,14,0,0.95
6027,0,6012452,1129887,140030,12900,16,0,0.95
6028,1,222906,527410,315402,25402,32,0,0.05
6029,0,874860,1806078,643200,140547,37,1,0.42544750017145605
6030,1,921707,565891,461117,60901,19,1,0.5657882602605817
6031,1,296359,15260576,6292837,1380502,5,0,0.05
6032,1,740358,5885067,4501712,607451,11,0,0.05
6033,0,1844592,515693,102955,5594,9,0,0.9472181382115936
6034,1,910110,443588,178820,22347,22,0,0.8280724308050675
6035,1,256626,22875082,12466312,2144531,14,0,0.05
6036,1,21297126,222629,127580,17798,9,0,0.95
6037,0,1569359,686577,88835,12602,31,0,0.95
6038,0,1344716,747652,161399,40295,31,0,0.9099408350908296
6039,1,401143,727542,488752,77626,20,0,0.05
6040,0,1560795,107733,14795,2801,4,1,0.95
6041,1,1020482,1259546,750125,145670,13,0,0.4076769604951386
6042,1,181948,250851,104826,5244,28,0,0.4526897794974388
6043,1,412398,3539825,2764046,443607,29,0,0.05
6044,1,2662899,147036,70781,17172,21,0,0.95
6045,0,8402313,778724,183916,36813,22,0,0.95
6046,0,1736123,63720,4537,535,26,0,0.95
6047,1,3623979,68198,39776,4889,15,0,0.95
6048,1,1029150,289732,207534,22978,8,0,0.8206714278773746
6049,0,1102900,338394,63960,11259,39,0,0.95
6050,0,3580378,3657531,522531,36296,3,0,0.8641945068369876
6051,1,6342460,697563,488594,52768,4,0,0.9312843912299014
6052,0,4417553,3022659,1062741,159031,32,0,0.7954274685555556
6053,1,414006,480332,277883,43639,26,0,0.43420143669415423
6054,1,1124715,1420747,683728,117246,29,1,0.4963328487661318
6055,0,1587267,328396,96761,20266,32,0,0.95
6056,1,927568,304729,264059,21823,11,0,0.7388482569471996
6057,1,1772422,98426,56961,5411,39,0,0.95
6058,1,2732088,1055293,478945,107505,18,0,0.8640453748195519
6059,0,3278215,973148,357296,77258,37,0,0.9145760726492924
6060,0,6490629,1715206,127281,27278,30,0,0.95
6061,1,865064,923947,428486,39302,14,0,0.5501095872675317
6062,1,307418,6775444,4387247,270479,14,0,0.05
6063,1,1720687,885254,507937,78569,11,0,0.7504671099392277
6064,1,7911366,2171675,1782299,399250,31,0,0.8251820229275197
6065,1,746405,510670,429238,41852,23,0,0.4809975817418157
6066,0,2390102,268520,19356,4468,19,0,0.95
6067,1,2411466,1606333,1356168,106196,35,0,0.48165472787093
6068,1,1456347,661283,413454,45322,36,1,0.747222330941733
6069,1,1210960,1821639,1313367,144020,28,0,0.05
6070,1,477620,1075428,517568,41519,20,0,0.05
6071,0,122803,304883,30758,6906,36,0,0.8057702173399672
6072,1,395596,2378003,1141542,151274,27,0,0.05
6073,1,813983,279761,147132,12966,36,0,0.835173461853626
6074,1,3603523,1451138,1125344,89407,17,0,0.7125210523146377
6075,1,1084762,2986976,1453918,195090,4,0,0.05
6076,1,715669,477799,222332,11885,25,0,0.7059436694896664
6077,1,493369,2601487,2247176,166765,8,0,0.05
6078,1,2319369,1129604,840878,42665,21,0,0.6558490692942779
6079,1,4677887,1861956,1185419,65052,36,0,0.7604972073929961
6080,1,3483108,290560,130021,32436,39,0,0.95
6081,1,2204805,923319,762564,106589,25,0,0.7024793575849111
6082,0,274961,154989,39363,7706,17,1,0.8848673084546536
6083,1,846043,4791866,3380772,667418,4,1,0.05
6084,1,8429973,79586,58403,13203,27,1,0.95
6085,1,3693002,493744,296280,20961,10,0,0.9254484562965306
6086,1,258460,261743,223949,34742,13,0,0.267944749671129
6087,0,1137575,1532131,79184,9054,31,0,0.9383513174955498
6088,1,1729077,6054670,4898581,782286,7,1,0.05
6089,0,561205,1499146,573311,66747,39,0,0.09736370844878428
6090,1,119467,18951849,13372459,1159814,22,0,0.05
6091,1,1327521,160214,143137,26418,14,1,0.9120774737273459
6092,0,547020,174328,27520,1587,18,0,0.95
6093,1,549167,273094,218069,49954,23,0,0.6938727199558604
6094,1,843503,833483,397375,31493,39,0,0.5662350934140128
6095,1,1052126,235716,189667,32817,23,0,0.8509208973069765
6096,0,1191730,319071,61896,12431,30,0,0.95
6097,1,496833,1443428,1276069,82415,36,0,0.05
6098,0,964910,186635,30963,7141,10,1,0.95
6099,1,207435,209710,106321,12889,33,0,0.5495842071010195
6100,0,1641365,470526,126259,31482,23,0,0.9422572066542176
6101,1,69128,521838,446558,28470,5,0,0.05
6102,0,900323,2215563,267283,51680,23,0,0.760527055290157
6103,1,3015228,270843,171132,14057,31,0,0.9479060953267879
6104,0,416924,330278,100176,13076,34,0,0.7910890234191363
6105,1,2461866,1383098,796496,110428,28,0,0.7213219565971503
6106,1,3819892,1761248,1290325,169330,15,0,0.7065375146731897
6107,1,44006,3511651,2768786,325372,17,0,0.05
6108,1,1033681,1222040,762043,155031,4,1,0.412766607879994
6109,1,67793,841886,360261,77087,35,0,0.05
6110,0,1068526,1373046,383711,44941,33,0,0.6829557727186797
6111,0,1194011,543533,63396,9289,3,0,0.95
6112,1,100454,539153,349481,46953,17,0,0.05
6113,0,8242698,103619,35676,6018,17,0,0.95
6114,1,1600802,1948864,1124592,90027,22,0,0.35372082243775305
6115,1,514513,920437,776096,163862,9,0,0.05
6116,0,5206297,1714690,681958,142803,38,0,0.8964417512101212
6117,0,199663,32945,1906,320,14,0,0.95
6118,0,351803,692586,115042,22919,15,0,0.7381403797011395
6119,1,120637,284511,159536,39517,7,1,0.05
6120,0,7282940,3803752,1045746,245229,8,0,0.8900832630778229
6121,1,1676713,1433512,1053438,181496,7,0,0.47996944020831234
6122,1,2325398,943789,453995,69134,8,0,0.8344967184112139
6123,1,1624972,453555,191845,30101,8,0,0.9004635156790394
6124,0,2134552,1129097,84579,12122,13,0,0.95
6125,0,1300263,262759,38442,5614,29,0,0.95
6126,0,1576820,653633,109662,21538,18,0,0.9441128346926092
6127,1,1339227,386080,256188,63643,5,0,0.856226763647985
6128,1,654356,8825348,3546588,209471,24,0,0.05
6129,1,1147820,3674554,2269957,218001,34,0,0.05
6130,1,1581041,2348652,1124679,103517,27,0,0.35412048137904073
6131,1,1343178,141585,88813,19234,20,1,0.9481982283807507
6132,0,274368,1887139,326662,43754,21,0,0.05
6133,1,313330,896661,752988,116733,32,0,0.05
6134,1,3551360,2801893,1555934,223790,37,0,0.6248918724094432
6135,1,884701,1039899,724553,159935,29,0,0.36179794077321037
6136,1,2158071,724046,471388,70681,20,0,0.8143216789438346
6137,1,403479,943321,438666,80525,15,0,0.1123676820850652
6138,0,275640,100087,35229,1898,33,1,0.8790777826150051
6139,1,517313,313594,192103,34672,5,0,0.6956755387937283
6140,0,962640,1099833,427092,41936,33,0,0.5998961190060667
6141,1,618380,2554398,1848872,412989,26,0,0.05
6142,1,4386023,398099,197366,39534,39,0,0.95
6143,1,1439092,697398,356449,25613,24,0,0.7701078179852295
6144,0,7640232,125355,41166,2910,35,0,0.95
6145,0,1802000,3631810,1291547,140261,17,0,0.36110654827968924
6146,1,107737,2483342,1241269,93284,16,0,0.05
6147,1,3457449,1494515,1290062,255516,17,0,0.7007776542763176
6148,1,265786,1141081,863977,213716,31,0,0.05
6149,1,1514405,4024068,3416102,618489,28,0,0.05
6150,0,554219,300886,34898,3483,24,0,0.9433166311512237
6151,1,10249208,267138,200774,32696,6,0,0.95
6152,1,5073786,2344708,1222467,258099,35,0,0.8099312820840295
6153,1,572735,2177623,1541015,373605,7,0,0.05
6154,1,1058795,196252,96781,4937,30,0,0.9132561071784434
6155,1,1535855,406567,189556,29331,37,0,0.8956770007585352
6156,1,2851666,4676228,3349524,471086,34,0,0.05
6157,0,1238178,1147199,324808,43166,31,0,0.772535128228736
6158,0,431535,1733889,380413,57353,26,1,0.25137010902939505
6159,1,586801,203831,117450,15350,32,0,0.8260057498197856
6160,0,1197226,1502001,275255,32701,11,1,0.7974033306994669
6161,1,4132763,153047,115989,8462,20,0,0.95
6162,1,1844719,82635,73854,11075,13,0,0.95
6163,1,554923,1622544,1249282,267609,24,0,0.05
6164,1,2299892,3533818,2905067,206104,39,0,0.05
6165,1,816690,551741,352105,69610,25,0,0.6540976380266686
6166,1,2929692,399829,179040,18540,31,0,0.9452160841480948
6167,1,15051834,4789485,3655829,461543,15,0,0.7877809441693284
6168,0,840013,588739,185132,45841,34,0,0.8341799472151026
6169,1,2680744,678509,403134,74596,12,0,0.8774452167010353
6170,1,570692,4701315,3533271,684827,8,0,0.05
6171,1,1074897,494378,421403,71840,23,0,0.6747939570023919
6172,1,1238686,355247,228468,26153,37,0,0.836669664467024
6173,1,990847,1788806,1575585,291519,5,0,0.05
6174,0,14118741,333353,104825,14827,23,0,0.95
6175,1,885056,622151,286970,62105,22,0,0.7459313308988358
6176,1,2162664,170915,112670,18501,36,0,0.95
6177,1,174540,894425,742653,151684,5,0,0.05
6178,1,1852407,786153,525954,115552,39,0,0.7784493364579166
6179,1,3767998,2115543,1637171,350721,7,0,0.6585852752575772
6180,1,709561,1872869,1262274,164627,13,0,0.05
6181,1,97711,1337977,900495,111437,19,0,0.05
6182,1,1157008,1125436,610414,136618,6,0,0.5904989420989311
6183,1,1223448,672946,336897,26486,10,0,0.7462818199057091
6184,0,2480758,1426182,148741,15748,24,0,0.9463901759059127
6185,1,8983526,214579,133128,9878,34,0,0.95
6186,0,822370,55057,3124,182,29,0,0.95
6187,0,510789,2618492,505553,87547,8,0,0.18164643326304986
6188,1,374400,1531221,737572,169756,33,0,0.05
6189,1,1466044,634323,429073,32559,6,0,0.7295347206495848
6190,1,1942243,2378580,1446209,302462,32,0,0.4111205446486357
6191,0,696863,326228,81692,10282,35,0,0.8975264865547461
6192,1,2619994,335694,242979,42187,33,0,0.923361656553412
6193,0,1915298,288211,47709,9672,30,0,0.95
6194,0,1255735,1361890,502503,96488,27,0,0.6766714314724046
6195,0,487763,127867,19628,1518,19,0,0.95
6196,1,742765,313747,142026,10378,33,0,0.822759553829273
6197,1,105899,1003181,753899,177044,38,0,0.05
6198,0,1522382,193965,55173,3635,19,0,0.95
6199,1,1234703,352800,149333,13989,12,0,0.8903833553494241
6200,1,1452038,64040,56284,7748,24,1,0.95
6201,0,1991341,1420312,132739,28432,33,0,0.9476197195759039
6202,1,1768816,342278,192452,32817,32,0,0.9097503640853543
6203,0,1076921,217682,84624,13898,22,0,0.9343257304853374
6204,0,1262580,175514,34201,6443,16,1,0.95
6205,1,295281,460452,384685,80949,17,0,0.05
6206,0,670835,128261,47717,4604,21,0,0.9357323335842644
6207,1,1264858,6178695,4999268,268862,33,0,0.05
6208,1,576163,52932,43753,3300,39,0,0.9297889659696995
6209,1,2842375,444328,310045,25743,25,0,0.899977307709222
6210,1,622418,820441,525042,30454,16,0,0.20537645119517756
6211,1,1493010,310855,141594,28248,24,0,0.9240822231599253
6212,1,1351283,921119,478804,108681,32,1,0.7260951258914676
6213,1,2536453,302682,195303,37523,10,1,0.9377950232076052
6214,1,2960270,3925891,3268460,286724,33,0,0.05
6215,0,2407339,213040,77459,13267,18,0,0.95
6216,0,146384,54921,4645,715,26,0,0.95
6217,1,3969489,174844,138618,29663,23,0,0.95
6218,1,5538909,1115869,873576,208312,10,0,0.8798925925665144
6219,1,742572,640678,441752,87726,20,0,0.5232435373270201
6220,1,1523692,1668350,851129,129803,8,0,0.5265933010083403
6221,0,493445,1266691,476194,72481,16,0,0.18184802764239172
6222,0,171377,362250,59081,12499,32,1,0.7281898971273858
6223,1,574516,425920,171890,12806,16,0,0.723099095586546
6224,1,700718,477413,210187,16954,9,0,0.7242357125120233
6225,1,843360,5796591,4520255,536565,6,0,0.05
6226,1,460968,1559544,649929,129613,21,0,0.05
6227,1,577564,5843588,3505722,221545,27,0,0.05
6228,0,1189440,1839229,248799,29573,27,0,0.815689736346516
6229,0,556695,680142,207298,23571,21,1,0.6699682950268998
6230,1,2070963,237685,184279,27116,32,0,0.9241111502233502
6231,1,2377739,910429,489223,69833,32,0,0.8236181515296674
6232,0,12999061,682176,138092,26635,17,0,0.95
6233,1,3706801,658018,427287,74823,31,0,0.904914237370714
6234,1,1533561,579540,412581,95122,37,0,0.7929922578886657
6235,1,646763,76289,47139,4060,35,0,0.9333929120868076
6236,0,1613227,2919502,1078079,147067,25,0,0.42288840938070094
6237,1,1667099,690037,617029,80225,25,1,0.6780011265077839
6238,0,719769,153940,20933,1517,39,0,0.95
6239,0,2633255,1239153,113491,9415,32,0,0.95
6240,0,297123,284526,93654,10988,18,0,0.7217785226993534
6241,0,941848,1353703,321306,63284,35,0,0.7260470904009989
6242,1,2096664,1923817,851893,68178,29,0,0.6262085865927969
6243,1,902041,2239134,1797993,185307,12,0,0.05
6244,0,977981,611085,31961,5921,22,0,0.95
6245,0,1047811,462704,179831,30450,6,0,0.8574351672200425
6246,1,521465,366556,267373,18951,22,0,0.5236075287890847
6247,1,3889926,329452,259154,61870,17,0,0.9492833539763995
6248,0,434504,715721,150302,11964,17,0,0.6816185811868245
6249,0,1653094,579385,217369,13538,19,0,0.8766972719034731
6250,1,1818727,294244,168536,18682,22,0,0.9176050061389093
6251,1,465737,207282,100351,5548,19,0,0.7964452040529312
6252,1,1293813,647172,543901,30537,14,0,0.6032162298570195
6253,1,484255,452427,305047,50560,13,0,0.4744772898576164
6254,1,4833311,207834,171716,39252,32,0,0.95
6255,1,385084,1818691,1623386,211866,28,0,0.05
6256,1,625372,5123262,3458731,381942,27,0,0.05
6257,1,353548,2102940,965409,224868,19,0,0.05
6258,0,309372,330312,39122,2436,3,0,0.8814178400113779
6259,0,5904440,690207,132826,19214,28,0,0.95
6260,1,2069411,3970774,3274500,329154,5,0,0.05
6261,1,1383730,200572,82022,10362,13,0,0.9482124402882065
6262,0,623698,1725201,315405,41683,30,0,0.561130547155835
6263,1,2980530,148317,67197,10686,30,0,0.95
6264,0,527433,4650295,1283245,180488,32,0,0.05
6265,0,2659475,454364,168908,41823,37,0,0.95
6266,1,502569,8469212,5724561,315436,9,1,0.05
6267,0,631272,4881046,567379,114344,35,0,0.2823458033937827
6268,1,2567087,648830,459010,27631,29,0,0.8319577793818441
6269,1,2852845,330596,243317,33143,31,0,0.9263282793141583
6270,1,2185757,903700,799638,72262,29,0,0.6672200981170369
6271,1,420973,598286,508404,121539,33,0,0.08102182325232254
6272,0,769328,468961,112872,21953,7,0,0.8818202379219267
6273,1,1406899,117721,93786,13371,36,0,0.9428423788772329
6274,1,514380,414153,240962,57938,39,0,0.644185232707337
6275,1,4737228,215017,148975,28939,23,1,0.95
6276,0,108885,1338168,439672,105691,28,0,0.05
6277,1,551976,2169871,1233616,235515,7,1,0.05
6278,1,722471,1647471,1258370,82476,35,0,0.05
6279,0,69986,1063007,119595,20721,4,0,0.05
6280,1,297678,285444,168490,41460,25,0,0.5732637279207735
6281,0,2247411,914324,135720,12599,31,0,0.9452165180289676
6282,1,1239580,1744610,1457101,303875,20,0,0.06966391842398234
6283,0,5798651,382751,145057,12609,37,0,0.95
6284,0,5639051,831415,164511,23105,12,1,0.95
6285,1,1854352,621562,524557,35110,35,0,0.7360549669102738
6286,1,1644979,4540752,1851047,218640,34,0,0.05
6287,0,1284565,1861145,540010,110834,39,1,0.665897794194922
6288,1,84534,1425560,1210942,71510,25,0,0.05
6289,0,298176,110374,19874,2266,3,1,0.9409476282464048
6290,1,1329981,882153,640895,112765,19,0,0.6029041016375423
6291,1,2226687,615066,550812,132035,38,0,0.811928214427982
6292,1,1606662,609245,412747,40890,29,0,0.7685530621873176
6293,0,492640,130645,38990,3299,3,0,0.9275515589477104
6294,1,3070669,220456,182277,16538,16,0,0.9460251170021907
6295,0,5295902,676833,110771,10784,6,0,0.95
6296,0,3072461,2485020,251273,44642,34,0,0.9327473969563812
6297,1,3235193,380949,318762,79605,23,0,0.9260764350071232
6298,1,687470,469802,248062,38379,4,0,0.694993236068483
6299,0,3526915,5174230,1608452,167739,27,0,0.5915090099988234
6300,1,1391313,526230,328281,65456,16,1,0.8110957059985784
6301,0,2005803,633066,251564,20540,15,0,0.8848221884202985
6302,1,1733116,642569,331678,18574,21,0,0.819340424991749
6303,1,1065029,166033,101244,17318,14,0,0.921198389902998
6304,0,508895,1368160,160604,14785,33,0,0.7134595545250002
6305,1,1107774,355697,186570,24225,36,0,0.8534493497771206
6306,1,3226026,705683,393217,37838,25,1,0.8898400074890903
6307,1,773378,1189222,667743,155993,11,0,0.33829252965561474
6308,1,2938316,6179904,5424034,637854,18,0,0.05
6309,1,2513208,171176,114108,15953,26,0,0.95
6310,0,891858,1888853,524247,50835,10,0,0.4691845562858661
6311,1,4822485,1896642,1235964,82772,39,0,0.7608718326754775
6312,1,842773,361480,324632,49510,33,1,0.6735514782746956
6313,0,5441399,1410499,548141,122643,34,1,0.9218035655903932
6314,1,1856357,4447175,3343134,402300,25,0,0.05
6315,1,1183674,314434,175080,36100,38,0,0.8825859147028658
6316,0,494943,951330,164412,9292,34,0,0.6865901730098214
6317,0,1101011,1138567,379582,36858,25,0,0.6887188229727041
6318,1,980914,1312700,974804,74376,25,0,0.08205204533730781
6319,1,341705,1700139,972899,127037,35,0,0.05
6320,1,967416,875837,678024,155177,28,0,0.4595427406617215
6321,1,538313,1283087,649987,81054,5,0,0.05
6322,1,2160805,267634,161049,27485,3,0,0.9381878512869046
6323,1,4440513,873622,555267,127505,15,0,0.9036683374195729
6324,1,352598,431932,208736,25456,29,1,0.4802012490144584
6325,1,6664514,188563,81986,10096,29,0,0.95
6326,1,1057532,416624,232698,15729,24,0,0.7948345771097234
6327,0,453603,981072,261346,31311,13,0,0.4928715198091723
6328,1,2565733,1178056,855668,170476,17,0,0.7329449323058946
6329,1,769537,180718,110714,24238,32,0,0.8876259361148326
6330,1,1108217,260030,169055,32889,20,0,0.8771305619747757
6331,1,802688,1618680,1087099,55860,26,0,0.05
6332,0,531395,1275645,244162,17920,34,0,0.5742489108854996
6333,1,2480565,1935377,861560,169034,24,1,0.7208192488404859
6334,1,903199,3284133,1978691,471876,7,0,0.05
6335,1,285885,1318065,661887,125144,7,0,0.05
6336,0,2086628,462180,54247,5165,24,0,0.95
6337,1,360201,827640,644763,46108,24,0,0.05
6338,1,379549,4528434,3123456,704037,9,0,0.05
6339,1,3963373,15262263,7797656,544323,23,0,0.05
6340,1,363545,1213969,611692,49062,37,0,0.05
6341,1,118605,1314687,550195,93169,12,0,0.05
6342,1,2241960,1620554,993708,87445,14,0,0.5957720030687434
6343,0,887475,748758,277357,26492,39,0,0.7173272486548916
6344,0,967378,2624075,724452,56834,25,0,0.30986853122564295
6345,1,878085,2210766,1729104,413022,15,0,0.05
6346,1,1516127,1077133,639001,47915,5,0,0.6101342433714326
6347,1,566527,514102,377711,89240,8,0,0.490808028567041
6348,0,5262490,136931,52875,6093,32,0,0.95
6349,1,274791,1632551,1146655,245741,5,0,0.05
6350,0,1876417,921855,172667,41439,4,0,0.9300645858569817
6351,1,2285558,323985,132168,20334,32,1,0.95
6352,1,562613,210467,91346,18637,30,0,0.8707655173271858
6353,1,432036,1509933,1149165,118596,36,0,0.05
6354,1,3325645,125321,72280,9150,33,0,0.95
6355,0,446475,1014194,199011,31960,19,1,0.625844672154096
6356,0,655619,1844844,642249,141354,11,0,0.23599682132458033
6357,1,2920627,1335587,656720,114366,22,1,0.8143022029173872
6358,1,1245118,474580,329411,17926,15,0,0.7498349554018173
6359,0,199357,184552,28257,3135,29,0,0.8739848613291733
6360,0,6900187,1391261,444561,99134,38,0,0.9499394726548716
6361,1,707851,2732084,2350991,230508,6,0,0.05
6362,1,803910,388478,160488,19834,29,0,0.8250376285902651
6363,1,1553132,1273906,847949,108472,10,0,0.5238801338199199
6364,1,2246933,4154350,2357384,190690,11,0,0.05
6365,1,8547114,1058890,606739,72785,23,0,0.937528152777651
6366,1,228646,471385,246960,52722,37,0,0.15048590397382855
6367,1,2746813,2292008,1071341,235500,30,0,0.695705168134853
6368,1,2528178,324059,135210,22469,29,0,0.95
6369,1,1048462,174903,156336,29039,9,0,0.8785869206513922
6370,0,2642599,1782546,290854,45639,36,0,0.9072068823154781
6371,0,3061066,466597,113426,6675,16,0,0.95
6372,1,301956,514950,222716,42168,31,0,0.4020718250341109
6373,0,6918894,365991,57734,14393,31,0,0.95
6374,0,253023,433610,167011,15960,23,0,0.40301474569505535
6375,1,386421,3413800,2601027,640971,4,1,0.05
6376,1,925613,4541412,2713189,677089,12,0,0.05
6377,0,8243540,5253875,857831,67170,26,0,0.9040872004017692
6378,0,883585,2419648,443609,104348,29,0,0.6160403356779484
6379,0,1164807,1218216,290327,53741,34,0,0.7968882398543278
6380,0,5035778,150917,31404,4499,25,0,0.95
6381,1,890627,593458,301237,35826,38,0,0.701995335870123
6382,1,370112,7821836,4397477,773781,23,0,0.05
6383,1,792355,451719,332297,72625,24,0,0.6722782086312322
6384,1,4736418,3857612,1543246,87687,25,0,0.6926878075372571
6385,1,1290919,774938,606876,95335,14,0,0.6037388867930521
6386,1,8290810,38332,32564,5863,15,0,0.95
6387,1,2515381,1475539,628297,34632,36,0,0.7639860522123686
6388,0,631081,2936944,502666,114515,27,0,0.38494266187700155
6389,1,1265624,691144,417609,100375,4,0,0.749345777260861
6390,1,512359,2831610,1243732,214541,23,1,0.05
6391,1,616347,116470,86317,6335,33,0,0.870232190632874
6392,1,106014268,158876,112191,26531,20,0,0.95
6393,0,3330471,913785,167634,35371,18,0,0.95
6394,0,2845069,1232834,125932,7015,16,0,0.95
6395,0,644880,3243737,610128,101178,35,0,0.2107834015630815
6396,1,5778091,1473007,1087865,79313,9,1,0.825452385571636
6397,1,3610712,196223,151417,11842,22,0,0.95
6398,1,7894061,922045,446645,39528,6,1,0.948427431711004
6399,1,7520281,1412398,1240838,160363,13,0,0.8563251825297485
6400,0,274007,92813,6087,1371,8,0,0.95
6401,0,396392,695233,129144,7259,9,0,0.6925139760640981
6402,0,440740,504266,183154,34404,32,0,0.6624994327721558
6403,1,467923,354987,231457,56223,25,0,0.6255067607277266
6404,0,1661867,1262563,258040,45994,30,0,0.8724049517801364
6405,1,682280,205942,110762,23605,37,0,0.872256258427625
6406,0,9555223,1153795,302152,69602,3,0,0.95
6407,1,8078202,1349763,889927,171719,26,0,0.9110930872983865
6408,1,1194858,2402786,1275000,232009,30,1,0.12710045879928833
6409,1,8497870,211978,142742,7650,36,0,0.95
6410,0,5326125,139280,35635,5479,19,0,0.95
6411,1,766272,991321,397013,57108,26,0,0.556417303516245
6412,1,161261,532374,309643,47852,33,0,0.05
6413,0,967075,17768100,3796311,518181,22,0,0.05
6414,1,631199,1207844,950390,219836,31,0,0.05
6415,1,1478451,777608,322071,73369,30,0,0.8317820475619415
6416,1,1314843,603130,319150,23980,16,0,0.7755093193636047
6417,1,1280828,191019,170528,26701,28,0,0.8877077952699348
6418,0,2030280,1356298,396891,96012,13,0,0.8518041846444826
6419,0,357710,668599,114285,19397,18,0,0.7347348410723771
6420,1,1814572,669211,438123,92152,38,0,0.8093374084908177
6421,0,774818,809269,131693,16418,31,0,0.8512231259469966
6422,1,1468838,930366,671445,84232,29,1,0.6002193570700105
6423,1,3132712,107669,95090,10948,31,0,0.95
6424,1,353486,1831645,1544835,83991,30,1,0.05
6425,1,907733,287480,214214,50333,34,0,0.8194612292381129
6426,1,1068178,626663,411137,49306,29,0,0.6612633849414611
6427,0,719082,3001117,1104879,136361,13,0,0.05
6428,0,2957424,5164885,1122159,226574,10,0,0.6971739594998891
6429,1,585143,112359,64393,10005,6,1,0.9070517805049364
6430,1,690105,754091,649303,79480,14,0,0.17429521594539965
6431,0,591301,984810,134289,30446,34,0,0.8243821674578599
6432,0,3584234,138928,44048,9473,14,0,0.95
6433,0,734948,1763569,489113,120008,27,0,0.4977807953759994
6434,1,1905100,828928,501045,89288,26,0,0.7838659387958637
6435,0,8672824,903088,173431,32608,22,0,0.95
6436,1,1115910,265851,142359,16357,9,1,0.8870858761011192
6437,1,3656659,1148738,745857,52147,34,0,0.810288572163825
6438,1,6397092,1834066,1431023,101865,8,0,0.7922246545774236
6439,1,3359126,839051,574529,102948,21,1,0.8596119943104248
6440,1,1182567,414434,245523,17838,20,0,0.8074654543886308
6441,1,2285528,451496,330752,76511,14,0,0.8887604964804632
6442,1,331910,929530,681295,129973,39,0,0.05
6443,0,551257,769639,56024,5335,12,0,0.9080483331730935
6444,1,656924,1973470,891785,94388,25,0,0.05
6445,1,11303377,430075,344744,66189,20,1,0.95
6446,1,533607,190952,126962,27274,23,0,0.8131808615704067
6447,0,525719,1083085,94639,20620,15,0,0.8592042517010038
6448,1,423402,431368,229071,38989,4,0,0.5510602217278142
6449,1,2104969,1727265,1352815,109640,4,0,0.4094093547220885
6450,1,1386955,735490,534433,114193,20,0,0.697005310193914
6451,0,3565300,1498978,176388,36746,37,0,0.95
6452,0,2353136,239007,75160,16315,36,0,0.95
6453,1,302431,854032,363897,29669,12,1,0.05
6454,1,536446,338003,253573,47385,39,0,0.6156407168661897
6455,0,4710613,190534,75850,18359,34,0,0.95
6456,1,981366,282880,158957,16088,27,1,0.8544182292844871
6457,1,3943549,400742,199699,38610,26,0,0.95
6458,1,1035421,2868110,1590274,161863,23,0,0.05
6459,1,456956,389245,317133,35334,36,0,0.38331261653200743
6460,1,888010,180106,123977,18231,28,0,0.8809180076800937
6461,1,456776,842918,383171,87742,7,0,0.35323002959875305
6462,0,683134,753209,259582,14986,8,0,0.64195018839642
6463,0,1470224,424531,48606,12050,34,0,0.95
6464,1,2005903,610879,514611,105194,34,0,0.795893919097783
6465,0,245194,2134727,535785,65342,10,0,0.05
6466,1,1181897,1525413,658120,79521,20,0,0.5104488800631527
6467,1,668896,1386999,1155854,169443,3,0,0.05
6468,1,628810,198382,84400,18998,26,0,0.8959908398403333
