cust_id,age,income_monthly,sector,employment_type,loan_type,loan_amt,ltv_ratio,loan_tenure_months,interest_rate,bureau_score,dpd_12m_max,dpd_30_plus_count,utilization_ratio,installment_to_income,region,flood_risk_index,heatwave_days,storm_severity_index,drought_severity_index,sea_level_rise_mm,co2_intensity_sector,carbon_tax_exposure,energy_price_shock,ev_transition_risk,climate_hazard_score,transition_risk_score,climate_total_score,climate_pd_uplift,default_flag
10375,31.0,23440,Construction,Self-Employed,SME,580680,0.787,53,0.0449,723,0,0,0.413,0.9,Inland_Hot,16.41,46.3,4.26,6.83,3.04,0.732,4.26,12.12,1.0,1.368,9.846,4.759,1.09,0
10376,53.0,24040,Services,Salaried,Auto,119270,0.89,64,0.0328,751,1,0,0.57,0.9,Inland_Normal,21.66,38.0,3.02,2.22,1.02,0.507,2.83,9.4,10.0,1.231,12.607,5.781,1.478,0
10377,45.0,13260,Manufacturing,Salaried,Mortgage,976370,0.825,150,0.0727,607,1,1,0.381,0.9,Inland_Hot,28.05,56.0,2.69,7.3,2.34,0.777,3.41,10.5,3.13,1.763,10.093,5.095,1.217,0
10378,29.0,19420,Services,Self-Employed,Auto,50000,0.836,69,0.0633,680,2,1,0.267,0.9,Inland_Normal,20.84,38.4,1.96,5.72,0.75,0.47,1.71,6.62,5.32,1.241,7.957,3.928,0.774,0
10379,32.0,33070,Construction,Salaried,SME,363350,0.754,98,0.059,802,2,2,0.683,0.9,Inland_Hot,16.33,56.1,7.76,5.86,1.31,0.812,4.17,7.43,1.0,1.526,8.602,4.356,0.937,0
10380,38.0,11530,Manufacturing,Salaried,Auto,78860,0.682,64,0.0537,672,0,0,0.373,0.9,Coastal_Low,35.77,25.2,14.32,1.49,9.71,0.959,4.57,2.78,5.96,1.823,10.942,5.471,1.36,0
10381,51.0,23860,Manufacturing,Self-Employed,Auto,107650,0.716,41,0.0641,758,0,0,0.579,0.9,Inland_Normal,3.26,31.5,3.4,4.01,0.88,0.917,4.94,11.6,10.0,0.703,16.182,6.895,1.9,0
10382,48.0,16550,Manufacturing,Self-Employed,Auto,161380,0.672,59,0.0622,900,0,0,0.331,0.9,Coastal_High,70.77,36.3,10.11,3.43,17.72,0.995,4.13,7.09,7.76,3.01,13.076,7.036,1.954,0
10383,49.0,9510,Transport,Salaried,Mortgage,992940,0.784,300,0.0509,646,1,1,0.523,0.9,Inland_Normal,16.99,32.4,6.51,4.08,0.45,0.776,3.63,15.59,1.0,1.114,10.512,4.873,1.133,0
10384,37.0,8000,Transport,Salaried,SME,318680,0.537,88,0.0528,644,2,1,0.686,0.9,Coastal_High,59.25,34.2,12.94,3.26,10.11,0.689,3.71,12.67,2.38,2.555,10.265,5.639,1.424,0
10385,40.0,20020,Construction,Salaried,SME,168130,0.761,97,0.0548,738,1,0,0.659,0.9,Inland_Hot,22.86,69.0,3.25,5.66,2.11,0.701,3.59,10.9,2.72,1.81,9.882,5.038,1.196,1
10386,34.0,8900,Construction,Salaried,Mortgage,1428530,0.744,153,0.048,587,0,0,0.619,0.9,Coastal_High,82.63,23.4,15.35,1.64,10.79,0.459,1.1,2.95,2.59,3.018,4.696,3.689,0.7,0
10387,37.0,22090,Manufacturing,Salaried,Mortgage,860240,0.739,208,0.0665,766,3,2,0.353,0.9,Inland_Normal,16.14,40.0,0.0,1.49,1.14,0.647,4.26,10.56,1.0,1.055,9.12,4.281,0.908,0
10388,31.0,8000,Services,Contract,SME,521550,0.625,134,0.068,836,1,0,0.698,0.9,Inland_Normal,26.09,44.9,3.75,5.17,0.61,0.391,2.65,8.42,2.31,1.494,7.204,3.778,0.717,0
10389,33.0,15920,Manufacturing,Salaried,SME,469340,0.565,81,0.0698,806,0,0,0.049,0.9,Coastal_High,78.24,36.2,12.07,2.04,13.2,0.987,5.0,9.11,2.22,3.101,11.026,6.271,1.664,0
10390,34.0,13200,Transport,Salaried,SME,245650,0.629,83,0.0453,674,3,2,0.854,0.9,Inland_Normal,24.71,47.9,6.2,2.6,0.81,1.149,5.0,8.8,1.0,1.52,10.687,5.187,1.252,0
10391,39.0,29340,Services,Contract,SME,351130,0.713,92,0.0363,764,0,0,0.732,0.9,Coastal_Low,38.53,41.6,5.57,3.76,8.37,0.266,1.74,16.11,3.12,1.963,8.891,4.735,1.08,0
10392,43.0,16420,Transport,Self-Employed,Auto,146080,0.709,42,0.0696,746,0,0,0.2,0.9,Coastal_High,84.85,11.5,10.28,4.74,12.99,1.045,5.0,13.71,9.45,2.895,16.918,8.504,2.0,0
10393,53.0,19170,Services,Salaried,Auto,93580,0.698,57,0.0795,633,0,0,0.544,0.9,Coastal_Low,61.31,32.0,8.75,1.26,6.84,0.497,2.62,6.1,7.07,2.377,9.664,5.292,1.292,0
10394,37.0,12630,Services,Salaried,Auto,56920,0.718,55,0.0308,643,0,0,0.675,0.9,Coastal_Low,59.75,17.3,6.02,2.46,6.84,0.445,0.87,10.77,10.0,2.081,11.257,5.751,1.466,0
10395,45.0,13970,Services,Contract,Mortgage,946560,0.612,251,0.0776,815,2,1,0.645,0.9,Inland_Hot,20.29,54.9,7.09,6.55,1.15,0.214,1.34,10.19,1.38,1.599,5.598,3.199,0.7,0
10396,39.0,22850,Services,Salaried,Auto,110780,0.743,48,0.0644,644,0,0,0.334,0.9,Coastal_Low,42.33,35.7,5.98,2.49,5.56,0.325,1.46,8.26,7.01,1.89,8.823,4.663,1.053,0
10397,48.0,15100,Services,Salaried,Auto,92680,0.492,72,0.0945,627,1,1,0.405,0.9,Coastal_Low,50.51,29.7,7.69,3.25,6.7,0.508,2.91,2.79,5.98,2.079,8.276,4.557,1.013,0
10398,30.0,10390,Services,Salaried,Auto,111790,0.86,90,0.0704,789,0,0,0.379,0.9,Inland_Normal,31.64,44.2,4.64,4.13,0.64,0.237,1.21,4.6,7.55,1.625,7.593,4.012,0.806,0
10399,36.0,23670,Services,Salaried,Auto,117340,0.68,64,0.0334,624,2,2,0.363,0.9,Coastal_High,56.91,49.1,3.44,3.72,15.57,0.435,1.89,8.78,9.91,2.673,11.392,6.161,1.622,0
10400,45.0,29440,Transport,Salaried,Auto,130720,0.898,43,0.0838,763,0,0,0.305,0.9,Coastal_Low,41.48,38.0,9.34,1.76,9.61,1.083,4.4,14.53,8.16,2.06,16.024,7.645,2.0,0
10401,45.0,27360,Transport,Self-Employed,Mortgage,758370,0.701,235,0.0549,747,0,0,0.41,0.9,Inland_Normal,26.44,35.3,0.18,2.87,0.59,1.091,4.84,5.14,3.19,1.252,10.597,4.99,1.177,0
10402,45.0,25130,Services,Self-Employed,Mortgage,1174370,0.769,300,0.0695,763,1,0,0.395,0.9,Inland_Hot,16.83,47.7,2.66,5.99,1.86,0.317,1.34,5.94,2.32,1.326,5.197,2.874,0.7,0
10403,51.0,13400,Manufacturing,Salaried,Mortgage,1281770,0.924,134,0.0662,734,0,0,0.038,0.9,Coastal_High,87.66,34.9,15.23,2.44,8.58,0.539,3.67,11.67,1.86,3.271,9.17,5.63,1.42,0
10404,26.0,10130,Manufacturing,Self-Employed,Mortgage,959260,0.758,237,0.0708,710,0,0,0.372,0.9,Inland_Normal,28.72,29.9,4.32,2.97,1.32,1.031,5.0,5.76,1.0,1.33,9.421,4.566,1.016,0
10405,30.0,9330,Transport,Salaried,SME,406380,0.637,54,0.0881,814,0,0,0.393,0.9,Coastal_Low,46.18,30.9,5.18,4.04,7.85,0.883,3.62,10.29,2.35,1.978,10.044,5.204,1.259,0
10406,44.0,8890,Manufacturing,Self-Employed,Mortgage,997270,0.835,219,0.0662,626,1,1,0.708,0.9,Inland_Hot,29.91,48.2,7.11,6.92,1.93,0.713,4.27,8.86,2.79,1.765,9.886,5.013,1.186,0
10407,47.0,14450,Manufacturing,Self-Employed,Mortgage,1245110,0.757,224,0.0879,706,1,1,0.649,0.9,Inland_Hot,29.28,47.1,4.43,4.33,2.01,0.704,3.89,6.46,2.07,1.642,8.408,4.348,0.934,0
10408,45.0,30460,Manufacturing,Self-Employed,Auto,114080,0.583,45,0.0569,673,0,0,0.512,0.9,Inland_Hot,29.28,59.5,2.87,6.93,2.95,0.987,4.81,9.29,9.79,1.859,15.467,7.302,2.0,0
10409,62.0,8000,Services,Salaried,Auto,50000,0.553,44,0.0683,707,1,1,0.738,0.9,Coastal_High,66.52,36.0,13.43,4.65,15.3,0.408,1.91,0.0,8.74,2.924,7.998,4.953,1.163,0
10410,33.0,15100,Services,Self-Employed,Mortgage,802300,0.629,300,0.0863,721,1,1,0.596,0.9,Coastal_High,56.06,34.7,11.61,3.73,13.67,0.496,1.96,9.99,2.82,2.552,7.746,4.63,1.04,0
10411,43.0,13200,Construction,Salaried,Auto,130230,0.903,62,0.069,599,1,1,0.858,0.9,Inland_Hot,21.86,61.5,2.15,7.29,3.02,0.911,3.31,7.85,6.72,1.698,11.771,5.727,1.457,0
10412,39.0,9370,Manufacturing,Salaried,Auto,137230,0.738,45,0.0853,675,0,0,0.444,0.9,Inland_Hot,28.28,54.4,8.45,4.79,1.25,0.573,2.58,7.52,8.76,1.795,11.295,5.595,1.407,0
10413,45.0,13550,Services,Salaried,Mortgage,978440,0.713,237,0.056,831,0,0,0.361,0.9,Coastal_High,82.8,35.7,12.01,0.75,10.2,0.15,0.0,5.18,1.25,3.112,2.753,2.969,0.7,0
10414,43.0,25130,Transport,Salaried,Mortgage,497160,0.868,210,0.0617,791,0,0,0.394,0.9,Coastal_Low,41.03,27.4,4.3,2.69,8.59,1.046,5.0,11.62,1.0,1.778,11.225,5.557,1.393,0
10415,36.0,16430,Manufacturing,Salaried,SME,396940,0.938,55,0.0815,638,3,3,0.571,0.9,Coastal_High,63.42,24.4,7.52,3.08,7.33,0.782,3.81,3.78,4.45,2.331,9.192,5.076,1.21,1
10416,43.0,19280,Manufacturing,Salaried,SME,275170,0.726,76,0.0829,734,0,0,0.328,0.9,Coastal_High,59.23,35.5,10.12,2.72,20.0,0.95,5.0,14.58,1.92,2.756,12.379,6.605,1.791,0
10417,41.0,23000,Services,Salaried,Auto,96600,0.802,68,0.0791,700,0,0,0.079,0.9,Coastal_Low,41.46,24.7,5.51,2.81,9.29,0.316,2.17,5.18,8.33,1.792,9.234,4.769,1.093,0
10418,41.0,17510,Services,Self-Employed,Mortgage,933850,0.804,300,0.0781,767,1,1,0.28,0.9,Coastal_High,66.75,22.8,12.2,1.75,16.02,0.523,2.83,10.13,1.36,2.682,7.692,4.686,1.062,0
10419,49.0,12950,Services,Salaried,Mortgage,848710,0.856,180,0.0682,713,1,1,0.593,0.9,Inland_Normal,8.24,38.8,5.76,5.18,0.45,0.548,2.85,2.22,1.0,0.992,5.191,2.672,0.7,0
10420,60.0,15610,Services,Salaried,Auto,64090,0.709,58,0.048,673,1,0,0.334,0.9,Inland_Hot,28.64,49.5,5.46,6.72,2.34,0.536,1.88,7.37,7.23,1.727,9.66,4.9,1.143,0
10421,25.0,9760,Transport,Salaried,Mortgage,1200490,0.867,300,0.0558,623,1,0,0.355,0.9,Inland_Hot,20.78,55.3,7.3,4.8,0.0,0.784,3.76,9.37,1.75,1.567,9.224,4.63,1.041,0
10422,50.0,15350,Manufacturing,Salaried,Mortgage,857320,0.526,261,0.0515,746,3,2,0.632,0.9,Coastal_Low,66.96,27.4,6.64,1.88,11.2,0.767,3.67,10.56,3.61,2.525,10.574,5.745,1.464,0
10423,45.0,15750,Manufacturing,Salaried,Auto,141300,0.765,50,0.0807,722,2,1,0.854,0.9,Coastal_High,62.84,18.7,11.86,1.37,11.1,0.674,3.6,10.1,10.0,2.387,13.931,7.005,1.942,0
10424,34.0,25400,Services,Contract,Mortgage,821350,0.611,287,0.0498,712,4,4,0.725,0.9,Inland_Hot,18.81,77.5,7.11,8.21,2.35,0.657,3.74,6.76,1.75,1.957,8.041,4.391,0.95,0
10425,37.0,13180,Services,Self-Employed,Auto,108770,0.656,79,0.03,659,0,0,0.633,0.9,Coastal_Low,28.45,43.6,13.35,1.89,9.84,0.38,2.16,8.34,10.0,1.907,11.367,5.691,1.443,0
10426,47.0,13180,Services,Salaried,SME,575160,0.9,45,0.0685,703,1,0,0.738,0.9,Inland_Hot,34.55,51.8,4.18,6.96,1.21,0.409,2.47,10.99,1.35,1.859,7.311,4.04,0.816,0
10427,40.0,8180,Transport,Salaried,Mortgage,1301740,0.677,206,0.0666,740,0,0,0.444,0.9,Coastal_Low,56.93,41.6,4.37,3.82,4.79,1.04,5.0,10.12,3.39,2.312,12.187,6.262,1.66,0
10428,40.0,19440,Services,Salaried,SME,314840,0.721,92,0.0743,745,1,0,0.265,0.9,Coastal_Low,47.63,18.3,10.91,5.08,8.15,0.359,2.33,5.66,2.01,1.963,5.841,3.515,0.7,0
10429,35.0,8330,Services,Salaried,Mortgage,850130,0.692,243,0.079,595,4,3,0.22,0.9,Coastal_High,66.94,37.4,10.52,2.31,12.57,0.486,2.27,8.5,2.51,2.794,7.328,4.607,1.032,0
10430,34.0,12290,Manufacturing,Contract,SME,319440,0.735,87,0.0652,621,1,0,0.234,0.9,Inland_Hot,27.8,68.7,6.1,8.57,2.93,0.782,3.8,11.16,1.0,2.049,9.336,4.964,1.167,0
10431,32.0,11290,Manufacturing,Salaried,Mortgage,1060460,0.845,279,0.0591,811,0,0,0.117,0.9,Inland_Normal,19.73,27.6,3.36,6.68,1.19,0.994,4.86,7.37,1.71,1.105,10.104,4.704,1.069,0
10432,36.0,21420,Services,Self-Employed,Mortgage,1255330,0.706,258,0.0644,654,0,0,0.265,0.9,Inland_Hot,27.04,69.7,2.67,8.53,1.71,0.402,2.85,6.99,1.88,1.946,6.715,3.853,0.746,0
10433,39.0,18230,Manufacturing,Contract,Auto,87110,0.841,49,0.0694,572,1,0,0.704,0.9,Coastal_Low,36.33,44.5,7.57,3.88,11.57,0.703,3.59,6.87,6.63,2.075,11.023,5.654,1.429,0
10434,43.0,19910,Manufacturing,Salaried,Auto,124340,0.789,45,0.0581,547,1,1,0.095,0.9,Coastal_Low,40.16,30.3,7.88,4.55,1.72,0.834,5.0,9.37,7.18,1.728,13.624,6.486,1.745,0
10435,33.0,21900,Transport,Salaried,SME,494670,0.573,60,0.0575,724,3,3,0.296,0.9,Inland_Hot,13.55,57.1,5.12,7.33,1.81,0.886,4.58,8.26,1.8,1.453,9.878,4.823,1.114,0
10436,46.0,11610,Transport,Salaried,Mortgage,754350,0.772,252,0.0818,607,1,1,0.482,0.9,Inland_Normal,23.88,42.3,2.59,4.62,1.15,1.038,5.0,13.49,3.23,1.382,13.096,6.068,1.586,0
10437,33.0,10600,Manufacturing,Salaried,Mortgage,1116060,0.868,300,0.0702,613,1,1,0.794,0.9,Inland_Hot,29.75,61.3,5.42,6.69,1.6,0.703,3.47,7.43,3.75,1.912,9.362,4.892,1.14,0
10438,46.0,8000,Services,Salaried,Auto,161950,0.726,36,0.0554,624,2,2,0.644,0.9,Inland_Normal,12.51,31.6,2.69,5.99,0.64,0.473,1.36,0.0,6.57,0.946,6.45,3.148,0.7,0
10439,33.0,15790,Manufacturing,Contract,Auto,99610,0.751,112,0.0573,530,2,2,0.765,0.9,Coastal_High,93.39,18.5,10.95,1.26,16.67,0.771,3.75,11.0,9.99,3.266,14.607,7.803,2.0,0
10440,56.0,10970,Construction,Contract,Mortgage,714540,0.782,82,0.0673,741,3,3,0.52,0.9,Coastal_Low,43.21,42.4,9.73,1.26,9.92,0.712,3.37,10.86,1.0,2.178,8.686,4.781,1.098,0
10441,45.0,17970,Services,Self-Employed,Auto,109660,0.853,70,0.0409,844,2,1,0.218,0.9,Inland_Hot,14.28,39.7,7.59,5.25,2.57,0.297,1.31,3.01,9.71,1.248,8.673,4.218,0.884,0
10442,47.0,23860,Services,Self-Employed,Auto,106990,0.896,82,0.0695,538,1,0,0.251,0.9,Inland_Hot,27.98,55.4,6.48,7.43,1.91,0.439,3.0,5.11,10.0,1.82,11.254,5.593,1.406,1
10443,39.0,21760,Manufacturing,Salaried,SME,458270,0.834,51,0.0641,698,3,3,0.842,0.9,Coastal_High,67.08,24.0,8.58,1.92,10.72,0.975,5.0,10.69,1.6,2.505,11.095,5.941,1.538,0
10444,45.0,15740,Construction,Salaried,SME,485010,0.74,47,0.0639,666,2,2,0.552,0.9,Inland_Hot,28.01,64.5,9.1,9.46,2.27,0.771,3.59,7.43,1.56,2.048,8.35,4.569,1.017,0
10445,30.0,15480,Manufacturing,Salaried,Mortgage,1062580,0.812,254,0.0574,774,2,2,0.278,0.9,Coastal_High,68.04,24.4,8.9,4.51,11.45,0.796,4.2,2.55,1.93,2.599,7.672,4.628,1.04,0
10446,32.0,14940,Transport,Salaried,Auto,70020,0.833,57,0.0585,738,0,0,0.49,0.9,Inland_Normal,18.31,43.9,1.43,4.35,0.28,0.849,4.8,10.98,9.06,1.217,15.113,6.776,1.855,1
10447,38.0,35090,Services,Salaried,Mortgage,1116670,0.6,300,0.0674,746,1,1,0.267,0.9,Coastal_Low,38.28,29.0,6.01,1.91,12.09,0.373,1.97,7.67,2.15,1.843,6.28,3.618,0.7,0
10448,52.0,11880,Construction,Self-Employed,Auto,116240,0.438,53,0.0451,572,0,0,0.359,0.9,Coastal_High,57.24,46.5,6.19,1.42,11.78,0.952,5.0,3.35,8.76,2.568,13.118,6.788,1.86,0
10449,48.0,15480,Manufacturing,Salaried,Auto,184990,0.513,54,0.0642,687,0,0,0.331,0.9,Inland_Normal,19.91,21.9,2.72,5.24,1.24,0.766,3.02,3.12,7.77,0.991,10.31,4.719,1.074,0
10450,25.0,13950,Services,Salaried,SME,632150,0.694,105,0.0632,630,0,0,0.462,0.9,Inland_Normal,19.79,43.2,1.49,3.29,2.28,0.399,2.07,8.39,2.43,1.278,6.831,3.499,0.7,0
10451,32.0,10970,Services,Self-Employed,Auto,50000,0.75,51,0.069,626,1,1,0.527,0.9,Inland_Normal,30.88,38.2,0.64,3.6,0.9,0.364,2.05,14.85,8.74,1.434,12.425,5.83,1.496,0
10452,39.0,12890,Services,Self-Employed,SME,248440,0.597,51,0.0522,684,0,0,0.596,0.9,Coastal_Low,53.88,44.7,6.8,3.9,11.74,0.414,1.42,13.02,1.9,2.505,7.422,4.472,0.981,0
10453,50.0,15170,Construction,Salaried,SME,370950,0.764,73,0.0687,702,2,1,0.241,0.9,Coastal_High,53.44,33.2,13.44,3.11,12.94,0.681,2.58,6.33,2.17,2.473,7.309,4.407,0.956,0
10454,42.0,9340,Transport,Salaried,SME,228430,0.735,66,0.0705,776,0,0,0.209,0.9,Coastal_High,64.78,14.4,6.68,3.2,11.98,0.962,4.62,6.24,1.0,2.317,9.051,5.01,1.185,0
10455,25.0,29010,Construction,Contract,SME,269710,0.655,88,0.0745,641,3,3,0.549,0.9,Inland_Normal,16.69,30.1,8.75,4.1,0.0,0.612,2.96,11.96,3.14,1.105,9.683,4.536,1.005,0
10456,31.0,20060,Construction,Salaried,Auto,110710,0.805,57,0.0659,614,1,1,0.349,0.9,Coastal_High,67.32,45.5,12.74,4.18,14.22,0.893,3.58,2.85,5.87,3.039,9.92,5.791,1.482,1
10457,46.0,23220,Construction,Self-Employed,Mortgage,762580,0.553,268,0.0592,655,0,0,0.082,0.9,Inland_Hot,20.74,52.5,6.79,7.36,0.92,0.865,4.41,7.49,1.97,1.575,9.555,4.767,1.093,0
10458,42.0,14060,Services,Salaried,Mortgage,332920,0.738,188,0.0693,729,0,0,0.394,0.9,Inland_Hot,19.03,66.1,4.91,7.17,0.95,0.367,1.4,7.72,2.88,1.697,6.263,3.524,0.7,0
10459,41.0,13230,Transport,Self-Employed,Mortgage,635680,0.907,262,0.0737,712,2,2,0.608,0.9,Inland_Hot,29.53,60.8,3.98,9.12,2.07,0.738,2.92,11.0,2.39,1.919,9.281,4.864,1.129,0
10460,49.0,13770,Services,Self-Employed,Auto,152050,0.696,58,0.059,654,1,1,0.131,0.9,Inland_Normal,20.44,35.8,7.16,3.32,0.83,0.398,2.38,11.92,9.75,1.262,12.519,5.765,1.472,0
10461,37.0,11350,Services,Self-Employed,Auto,73380,0.812,86,0.0334,687,0,0,0.465,0.9,Coastal_Low,52.42,31.3,5.93,1.82,7.41,0.23,0.89,6.3,6.56,2.111,7.232,4.16,0.862,0
10462,46.0,25230,Manufacturing,Salaried,Auto,127530,0.808,68,0.0719,622,1,0,0.506,0.9,Inland_Hot,40.57,45.2,6.48,7.6,1.3,0.659,2.15,8.83,8.13,1.968,11.222,5.67,1.435,0
10463,53.0,26230,Manufacturing,Salaried,SME,229760,0.677,106,0.0786,644,1,1,0.543,0.9,Coastal_High,50.21,40.1,16.02,3.92,14.25,0.583,3.22,3.21,2.82,2.592,6.982,4.348,0.934,0
10464,42.0,18690,Services,Self-Employed,SME,337050,0.556,70,0.0545,665,3,2,0.683,0.9,Inland_Hot,16.84,36.6,7.22,4.76,2.68,0.244,0.34,8.43,2.73,1.253,5.179,2.823,0.7,0
10465,33.0,29590,Services,Salaried,Mortgage,938860,0.647,300,0.0792,500,1,0,0.582,0.9,Coastal_High,77.26,44.5,7.36,1.82,9.7,0.324,1.1,8.48,1.29,3.016,5.168,3.877,0.755,0
10466,37.0,39120,Services,Self-Employed,Mortgage,633560,0.757,153,0.0717,644,4,4,0.607,0.9,Coastal_High,47.82,34.0,3.87,3.58,10.06,0.506,2.72,5.03,1.0,2.089,5.8,3.573,0.7,0
10467,33.0,31400,Manufacturing,Self-Employed,Mortgage,797200,0.847,202,0.0414,596,0,0,0.358,0.9,Inland_Normal,17.14,38.2,7.25,4.03,0.95,0.967,3.89,4.52,1.0,1.231,7.97,3.927,0.774,0
10468,25.0,12430,Manufacturing,Salaried,Mortgage,1027800,0.526,248,0.0837,628,0,0,0.298,0.9,Inland_Normal,20.44,39.8,2.5,3.77,0.59,0.661,4.17,9.17,3.57,1.23,10.21,4.822,1.113,0
10469,34.0,8000,Construction,Contract,Auto,155140,0.625,72,0.0756,749,0,0,0.327,0.9,Inland_Normal,22.16,42.7,6.89,4.85,1.26,0.666,3.16,14.27,5.83,1.437,12.306,5.785,1.479,0
10470,45.0,20190,Transport,Salaried,Auto,59560,0.723,86,0.0614,701,1,0,0.587,0.9,Inland_Hot,43.1,44.4,4.61,8.0,2.27,0.656,2.93,16.32,9.73,2.013,15.049,7.227,2.0,0
10471,40.0,17790,Services,Self-Employed,Auto,181880,0.62,32,0.079,638,0,0,0.48,0.9,Coastal_High,70.32,13.0,7.4,5.3,7.86,0.496,1.34,3.35,4.46,2.377,6.246,3.925,0.773,0
10472,51.0,15670,Construction,Self-Employed,SME,470380,0.893,128,0.0719,674,0,0,0.38,0.9,Coastal_High,65.11,30.1,11.28,4.56,17.33,0.64,2.82,5.18,3.33,2.806,7.728,4.775,1.096,0
10473,41.0,13670,Construction,Salaried,SME,295780,0.703,84,0.0541,557,3,3,0.551,0.9,Coastal_Low,56.38,19.1,0.0,0.49,2.48,0.599,2.4,2.78,2.45,1.765,6.023,3.468,0.7,0
10474,47.0,25750,Manufacturing,Salaried,Mortgage,828750,0.752,300,0.0746,678,2,1,0.693,0.9,Coastal_Low,47.48,32.0,5.99,0.54,10.17,0.606,2.25,12.66,2.53,2.049,8.93,4.801,1.106,0
10475,26.0,8080,Construction,Self-Employed,Auto,115150,0.62,53,0.0524,664,4,3,0.844,0.9,Inland_Hot,26.21,52.2,2.25,8.0,3.1,0.392,2.08,3.31,7.08,1.681,8.085,4.243,0.894,0
10476,36.0,27680,Services,Salaried,Mortgage,920200,0.806,266,0.0636,654,3,3,0.748,0.9,Inland_Hot,32.35,51.6,8.25,5.35,2.4,0.316,1.84,9.91,2.68,1.888,7.002,3.934,0.776,0
10477,38.0,30010,Transport,Salaried,Mortgage,733760,0.61,300,0.0682,675,1,0,0.417,0.9,Inland_Normal,25.28,28.4,5.28,5.36,1.02,1.026,5.0,12.27,1.66,1.269,11.756,5.464,1.357,0
10478,33.0,15930,Services,Self-Employed,Mortgage,1370450,0.774,244,0.0832,757,3,2,0.587,0.9,Coastal_High,50.01,25.4,11.31,5.83,12.49,0.422,1.9,6.13,1.0,2.258,5.225,3.445,0.7,0
10479,52.0,16810,Manufacturing,Salaried,Auto,102630,0.912,79,0.0722,674,3,3,0.444,0.9,Coastal_High,61.76,48.0,13.65,1.2,10.01,0.886,3.85,0.0,5.52,2.805,9.051,5.303,1.296,1
10480,25.0,9330,Services,Salaried,Mortgage,719530,0.819,257,0.0557,753,0,0,0.364,0.9,Coastal_High,70.46,23.9,10.2,1.44,18.3,0.485,1.78,6.42,1.41,2.803,5.649,3.942,0.779,0
10481,39.0,22420,Services,Salaried,Mortgage,887850,0.743,236,0.0393,751,1,1,0.113,0.9,Inland_Normal,20.98,35.2,3.42,4.46,0.73,0.453,1.65,3.93,3.38,1.206,5.884,3.077,0.7,0
10482,49.0,24940,Manufacturing,Salaried,Auto,58970,0.626,45,0.0618,583,0,0,0.256,0.9,Inland_Hot,27.67,63.5,5.58,7.94,1.14,1.112,5.0,10.57,9.79,1.904,16.379,7.694,2.0,0
10483,46.0,20360,Transport,Contract,Auto,93850,0.634,33,0.1034,753,0,0,0.325,0.9,Coastal_Low,34.82,14.1,3.44,3.77,7.91,0.901,5.0,7.64,10.0,1.405,14.996,6.841,1.88,1
10484,37.0,9140,Services,Self-Employed,Mortgage,1035100,0.773,213,0.0874,705,0,0,0.049,0.9,Inland_Hot,31.04,63.3,3.42,6.84,2.69,0.334,2.32,5.93,2.31,1.964,6.025,3.588,0.7,0
10485,33.0,8000,Construction,Contract,Mortgage,638660,0.737,275,0.0524,650,0,0,0.369,0.9,Inland_Hot,24.02,62.1,4.0,5.01,2.85,0.752,3.16,4.58,3.11,1.759,8.028,4.266,0.903,0
10486,49.0,13630,Services,Salaried,SME,371820,0.829,79,0.0919,668,0,0,0.23,0.9,Coastal_High,74.06,14.6,8.19,4.37,14.09,0.607,3.12,6.68,1.11,2.652,6.985,4.385,0.948,0
10487,36.0,15480,Services,Self-Employed,Mortgage,903710,0.715,265,0.0848,759,1,1,0.441,0.9,Coastal_High,71.36,29.8,11.57,0.38,13.02,0.306,1.3,1.81,2.17,2.793,3.801,3.196,0.7,0
10488,33.0,22510,Services,Salaried,SME,215810,0.784,66,0.0551,733,0,0,0.767,0.9,Inland_Hot,29.68,48.7,6.38,5.22,3.56,0.36,1.54,7.63,2.99,1.767,6.396,3.619,0.7,0
10489,48.0,13620,Manufacturing,Salaried,Auto,50070,0.732,38,0.1055,568,0,0,0.592,0.9,Inland_Hot,22.45,53.4,4.63,9.45,1.61,0.646,2.85,10.69,10.0,1.637,13.424,6.351,1.694,1
10490,42.0,22940,Manufacturing,Self-Employed,Mortgage,847740,0.798,275,0.0602,630,0,0,0.05,0.9,Coastal_Low,61.45,23.6,4.6,0.0,10.72,0.877,4.09,9.85,3.27,2.251,10.819,5.678,1.439,0
10491,37.0,23560,Manufacturing,Salaried,Mortgage,1093020,0.683,300,0.0819,603,0,0,0.405,0.9,Coastal_High,58.11,33.7,6.55,3.51,13.43,0.894,5.0,6.89,1.0,2.478,9.349,5.227,1.267,0
10492,43.0,18130,Services,Salaried,Mortgage,909540,0.545,231,0.0388,604,0,0,0.381,0.9,Coastal_High,61.8,19.7,11.15,0.0,7.45,0.413,2.7,5.27,1.73,2.249,6.017,3.757,0.709,0
10493,44.0,21240,Construction,Salaried,Mortgage,753730,0.839,234,0.0468,617,0,0,0.131,0.9,Inland_Normal,11.61,30.1,4.6,4.75,0.86,0.865,4.87,5.62,2.21,0.927,9.507,4.359,0.938,0
10494,40.0,12700,Services,Self-Employed,Mortgage,974180,0.704,286,0.0766,686,4,4,0.836,0.9,Coastal_High,72.56,18.5,9.07,2.34,12.21,0.421,2.02,13.4,2.98,2.613,8.69,5.044,1.198,0
